n_estimators,subsample_ratio,base_n_trees,n_pos,n_unlabeled_pool,n_sub_per_iter,val_auroc,val_auprc,lcgene_top50,lcgene_top100,lcgene_top200,recall_at_50,recall_at_100,recall_at_200,precision_at_50,precision_at_100,n_pu_novel,novel_threshold
300,1.0,100,350,7486,350,0.929,0.4255,50,98,190,0.1142,0.2237,0.4338,1.0,0.98,203,0.85
