gene,pu_score,pu_rank,label,is_lcgene_gene,is_val_gene,is_query_gene,pu_novel_candidate
ICOS,0.4344333333333331,2307,0,False,False,False,False
E2F2,0.4343999999999999,2308,0,False,False,False,False
HECW2,0.4343333333333332,2309,0,False,True,False,False
ITGA9,0.43410000000000004,2310,0,False,False,False,False
IL6ST,0.43406666666666693,2311,0,False,False,False,False
PHLDB2,0.43400000000000016,2312,0,False,False,False,False
RNASE4,0.43393333333333356,2313,0,False,False,False,False
VWCE,0.433766666666667,2314,0,False,False,False,False
GPRIN3,0.43336666666666673,2315,0,False,True,False,False
TNIK,0.4333333333333334,2316,0,False,True,False,False
SNORA63,0.43310000000000004,2317,0,False,False,False,False
ANK1,0.4330000000000001,2318,0,False,False,False,False
AOAH,0.43293333333333367,2319,0,False,False,False,False
NHLRC4,0.4328,2320,0,False,False,False,False
ADAMTS7,0.43233333333333385,2321,0,False,False,False,False
STAP1,0.4323333333333331,2322,0,False,False,False,False
RGS22,0.4322333333333334,2323,0,False,True,False,False
GLT8D2,0.4321333333333335,2324,0,False,False,False,False
CACHD1,0.43213333333333337,2325,0,False,False,False,False
BEST4,0.4317999999999998,2326,0,False,False,False,False
SLC2A6,0.43166666666666675,2327,0,False,True,False,False
ARSI,0.43156666666666677,2328,0,False,False,False,False
BEGAIN,0.4312,2329,0,False,False,False,False
ARHGAP9,0.4309333333333336,2330,0,False,False,False,False
ACCS,0.43090000000000006,2331,0,False,False,False,False
PIK3AP1,0.4300666666666669,2332,0,False,False,False,False
DLL4,0.43,2333,0,False,False,False,False
SP140,0.4299333333333331,2334,0,False,False,False,False
SCN9A,0.4298666666666666,2335,0,False,False,False,False
SHROOM4,0.42930000000000007,2336,0,False,True,False,False
PPP4R4,0.42853333333333316,2337,0,False,False,False,False
SH2D1A,0.42829999999999974,2338,0,False,False,False,False
KLHDC9,0.4281333333333334,2339,0,False,True,False,False
SEMA4G,0.42813333333333314,2340,0,False,False,False,False
ATP8A2,0.4278000000000002,2341,0,False,False,False,False
PLA2G5,0.4275666666666665,2342,0,False,True,False,False
CD247,0.4275000000000002,2343,0,False,False,False,False
RGS7BP,0.4273333333333333,2344,0,False,False,False,False
KCNH3,0.4271333333333335,2345,0,False,False,False,False
HLA-DRA,0.4268666666666663,2346,0,False,False,False,False
SMIM6,0.42626666666666646,2347,0,False,False,False,False
NUDT11,0.4261999999999999,2348,0,False,False,False,False
CDH23,0.42606666666666654,2349,0,False,False,False,False
SV2A,0.4258999999999998,2350,0,False,False,False,False
LRRC56,0.4258666666666667,2351,0,False,False,False,False
P2RY10,0.4256333333333333,2352,0,False,False,False,False
SLC2A12,0.42506666666666654,2353,0,False,False,False,False
EFHC2,0.4248999999999999,2354,0,False,False,False,False
NCAM2,0.4248999999999998,2355,0,False,False,False,False
BMP8A,0.42403333333333354,2356,0,False,False,False,False
PCDHB16,0.42383333333333323,2357,0,False,False,False,False
TINAGL1,0.4237666666666667,2358,0,False,False,False,False
LRRC43,0.42373333333333324,2359,0,False,True,False,False
PGM5,0.42319999999999974,2360,0,False,False,False,False
RHCE,0.42289999999999967,2361,0,False,False,False,False
EPHX2,0.4228666666666667,2362,0,False,False,False,False
DOK7,0.4228333333333334,2363,0,False,True,False,False
SLC39A8,0.4226666666666669,2364,0,False,True,False,False
CHST3,0.42246666666666677,2365,0,False,False,False,False
SIGLEC7,0.4222333333333337,2366,0,False,False,False,False
HAPLN3,0.4222000000000001,2367,0,False,False,False,False
SLC4A3,0.4221333333333333,2368,0,False,False,False,False
PAQR6,0.4219000000000001,2369,0,False,False,False,False
IGF2BP2,0.4218666666666662,2370,0,False,False,False,False
JAKMIP2,0.42173333333333324,2371,0,False,False,False,False
AMY2B,0.42066666666666674,2372,0,False,True,False,False
RNF207,0.4206333333333334,2373,0,False,False,False,False
LRRN2,0.4204999999999998,2374,0,False,True,False,False
SIGLEC9,0.4202000000000002,2375,0,False,False,False,False
DAPK2,0.42016666666666663,2376,0,False,False,False,False
PLCB1,0.4200333333333333,2377,0,False,False,False,False
ELOVL2,0.4199666666666669,2378,0,False,False,False,False
KPNA7,0.4199333333333332,2379,0,False,False,False,False
TSPAN18,0.4191666666666669,2380,0,False,False,False,False
GUCY1B2,0.4191666666666667,2381,0,False,False,False,False
KIF5C,0.4188333333333338,2382,0,False,False,False,False
LINC01001,0.41866666666666646,2383,0,False,False,False,False
RAB37,0.41833333333333345,2384,0,False,False,False,False
PTPN22,0.4182666666666668,2385,0,False,False,False,False
FXYD2,0.41813333333333313,2386,0,False,False,False,False
SAMSN1,0.4181000000000001,2387,0,False,True,False,False
ADAMTS6,0.41799999999999987,2388,0,False,False,False,False
MYBL1,0.41793333333333355,2389,0,False,False,False,False
ECM2,0.4174666666666665,2390,0,False,False,False,False
PPFIA4,0.41726666666666656,2391,0,False,False,False,False
ZNF486,0.4172333333333332,2392,0,False,True,False,False
GAL3ST1,0.41716666666666685,2393,0,False,True,False,False
ECHDC3,0.41710000000000025,2394,0,False,False,False,False
MPP3,0.4170333333333333,2395,0,False,False,False,False
GOLGA6L9,0.41673333333333323,2396,0,False,False,False,False
ME1,0.4165000000000004,2397,0,False,False,False,False
TP73,0.41593333333333354,2398,0,False,False,False,False
CD83,0.4156,2399,0,False,False,False,False
SIT1,0.41553333333333337,2400,0,False,True,False,False
TMEM108,0.4154000000000003,2401,0,False,True,False,False
SLC6A1,0.4151666666666667,2402,0,False,False,False,False
TRIM46,0.41483333333333283,2403,0,False,True,False,False
PLTP,0.4146666666666666,2404,0,False,False,False,False
SORBS1,0.41449999999999987,2405,0,False,False,False,False
MYH15,0.41443333333333326,2406,0,False,False,False,False
TBC1D8,0.4144333333333332,2407,0,False,False,False,False
NEAT1,0.4140666666666669,2408,0,False,False,False,False
TXNIP,0.4140000000000001,2409,0,False,False,False,False
ETNK2,0.41393333333333293,2410,0,False,False,False,False
TRIM7,0.41390000000000005,2411,0,False,False,False,False
IPCEF1,0.4137666666666669,2412,0,False,False,False,False
PCDH12,0.41353333333333353,2413,0,False,False,False,False
TRIB3,0.4135,2414,0,False,False,False,False
KLHL4,0.4134666666666669,2415,0,False,False,False,False
ELOVL7,0.4133,2416,0,False,False,False,False
KLC3,0.4131000000000001,2417,0,False,False,False,False
SLCO2B1,0.4128333333333336,2418,0,False,True,False,False
CD70,0.41279999999999983,2419,0,False,False,False,False
KISS1,0.4127666666666666,2420,0,False,False,False,False
SYNC,0.41236666666666666,2421,0,False,False,False,False
ZNF331,0.4123666666666664,2422,0,False,True,False,False
CLEC11A,0.4122666666666666,2423,0,False,False,False,False
DNAH6,0.41193333333333343,2424,0,False,False,False,False
NPIPB13,0.4116000000000001,2425,0,False,False,False,False
PLBD1,0.41149999999999987,2426,0,False,False,False,False
ASPHD2,0.41136666666666666,2427,0,False,False,False,False
PLEKHA4,0.41130000000000017,2428,0,False,False,False,False
PIF1,0.41126666666666656,2429,0,False,True,False,False
C5AR1,0.4112333333333336,2430,0,False,False,False,False
TLR9,0.4111333333333333,2431,0,False,False,False,False
CMKLR1,0.41106666666666636,2432,0,False,False,False,False
CENPW,0.4105666666666667,2433,0,False,False,False,False
RHBDL3,0.41029999999999994,2434,0,False,True,False,False
ABLIM3,0.4096000000000003,2435,0,False,False,False,False
DHDH,0.4087666666666667,2436,0,False,False,False,False
PEG3,0.4087333333333338,2437,0,False,True,False,False
P2RY8,0.40853333333333364,2438,0,False,True,False,False
NEDD9,0.40833333333333327,2439,0,False,False,False,False
ALS2CL,0.4083000000000004,2440,0,False,False,False,False
FAM50B,0.40826666666666683,2441,0,False,True,False,False
CD300C,0.4074666666666666,2442,0,False,True,False,False
TMPRSS13,0.4074333333333333,2443,0,False,False,False,False
HEY2,0.40736666666666677,2444,0,False,True,False,False
MATK,0.40650000000000003,2445,0,False,False,False,False
CATSPER1,0.40630000000000027,2446,0,False,False,False,False
APCDD1,0.4062999999999999,2447,0,False,False,False,False
ACP5,0.40599999999999997,2448,0,False,False,False,False
IFIT2,0.4059333333333333,2449,0,False,False,False,False
NAV3,0.4058,2450,0,False,False,False,False
GXYLT2,0.40576666666666655,2451,0,False,False,False,False
GRB14,0.4053,2452,0,False,False,False,False
SERPINB9,0.40526666666666683,2453,0,False,False,False,False
PRSS35,0.40516666666666673,2454,0,False,False,False,False
POLE2,0.4048666666666665,2455,0,False,False,False,False
NKX2-8,0.40480000000000027,2456,0,False,False,False,False
ADAM19,0.40470000000000006,2457,0,False,False,False,False
HOXC4,0.4041333333333335,2458,0,False,False,False,False
TNFRSF8,0.402966666666667,2459,0,False,True,False,False
CXCR4,0.4026666666666667,2460,0,False,False,False,False
TJP3,0.40253333333333335,2461,0,False,True,False,False
TAGAP,0.4025000000000002,2462,0,False,True,False,False
EFHB,0.40246666666666664,2463,0,False,False,False,False
PLK2,0.4023999999999998,2464,0,False,True,False,False
GSTM2,0.4020000000000002,2465,0,False,False,False,False
LIME1,0.4020000000000001,2466,0,False,False,False,False
HS3ST3A1,0.4019,2467,0,False,False,False,False
PCDHAC1,0.4015666666666667,2468,0,False,False,False,False
CSF2RB,0.4010666666666665,2469,0,False,False,False,False
SNX10,0.40083333333333326,2470,0,False,False,False,False
TMEM61,0.40073333333333283,2471,0,False,False,False,False
TFPI,0.40056666666666657,2472,0,False,False,False,False
ANO5,0.4001333333333333,2473,0,False,False,False,False
G6PD,0.4000999999999999,2474,0,False,False,False,False
EMID1,0.4000666666666666,2475,0,False,False,False,False
LRRIQ1,0.3998333333333333,2476,0,False,False,False,False
RORB,0.3996666666666664,2477,0,False,True,False,False
TRO,0.39916666666666667,2478,0,False,False,False,False
TNFRSF9,0.39863333333333345,2479,0,False,False,False,False
NEK10,0.3983999999999996,2480,0,False,False,False,False
CACNA1F,0.3982333333333332,2481,0,False,False,False,False
CD80,0.39820000000000005,2482,0,False,False,False,False
LRIG3,0.3980000000000002,2483,0,False,True,False,False
IL2RG,0.3978999999999999,2484,0,False,True,False,False
MTMR7,0.3978666666666666,2485,0,False,False,False,False
GAPT,0.3975666666666668,2486,0,False,False,False,False
EGFR,0.3974,2487,0,False,False,False,False
GABRD,0.3971666666666668,2488,0,False,False,False,False
IFI30,0.3971666666666666,2489,0,False,False,False,False
NRN1,0.39703333333333357,2490,0,False,False,False,False
TST,0.39630000000000026,2491,0,False,False,False,False
ZMYND12,0.3962333333333333,2492,0,False,False,False,False
DYNC1I1,0.3959999999999999,2493,0,False,False,False,False
CHEK1,0.3958000000000001,2494,0,False,False,False,False
HLA-DMB,0.39576666666666666,2495,0,False,False,False,False
GPRC5B,0.39566666666666683,2496,0,False,False,False,False
FAM81A,0.39563333333333345,2497,0,False,False,False,False
ESPNL,0.39499999999999985,2498,0,False,False,False,False
MAP6,0.3949000000000001,2499,0,False,False,False,False
IRF1,0.39483333333333337,2500,0,False,False,False,False
KHDRBS3,0.39479999999999993,2501,0,False,False,False,False
FUT1,0.3945333333333335,2502,0,False,False,False,False
MXD1,0.3941333333333331,2503,0,False,False,False,False
PID1,0.3940333333333336,2504,0,False,True,False,False
MBIP,0.39393333333333297,2505,0,False,False,False,False
VAX2,0.39370000000000027,2506,0,False,False,False,False
SRGAP3,0.3936333333333332,2507,0,False,False,False,False
CYP19A1,0.39356666666666645,2508,0,False,False,False,False
SPIRE2,0.3931666666666666,2509,0,False,False,False,False
ZGLP1,0.3931666666666664,2510,0,False,False,False,False
PI4KAP1,0.39313333333333345,2511,0,False,False,False,False
IRF8,0.3928999999999998,2512,0,False,True,False,False
PLEKHN1,0.39273333333333343,2513,0,False,False,False,False
PLIN2,0.3927333333333334,2514,0,False,False,False,False
CABP4,0.3923333333333332,2515,0,False,False,False,False
RNASE6,0.3921666666666668,2516,0,False,False,False,False
RBM20,0.3919333333333334,2517,0,False,False,False,False
KLHL32,0.3918666666666667,2518,0,False,False,False,False
S100A6,0.3918333333333334,2519,0,False,False,False,False
HLA-DPB1,0.3911000000000003,2520,0,False,False,False,False
DACH1,0.39100000000000007,2521,0,False,False,False,False
HOMER2,0.39093333333333335,2522,0,False,False,False,False
NRARP,0.39083333333333337,2523,0,False,False,False,False
KLHL13,0.39066666666666666,2524,0,False,False,False,False
RASL11A,0.39060000000000017,2525,0,False,False,False,False
ENPP5,0.39053333333333334,2526,0,False,False,False,False
FZD4,0.3905333333333333,2527,0,False,False,False,False
NCF1B,0.3901999999999997,2528,0,False,False,False,False
REEP1,0.39009999999999984,2529,0,False,False,False,False
C6ORF52,0.38973333333333365,2530,0,False,False,False,False
F2R,0.38953333333333345,2531,0,False,False,False,False
PRKCB,0.38943333333333324,2532,0,False,False,False,False
PPM1N,0.38939999999999997,2533,0,False,False,False,False
GPT,0.38916666666666655,2534,0,False,False,False,False
NFATC2,0.3886999999999997,2535,0,False,False,False,False
CNTN3,0.3886000000000001,2536,0,False,False,False,False
RIBC1,0.3882000000000001,2537,0,False,True,False,False
CBFA2T3,0.388033333333333,2538,0,False,False,False,False
TFAP2C,0.38779999999999987,2539,0,False,False,False,False
BGN,0.38746666666666685,2540,0,False,False,False,False
PRR11,0.3874666666666668,2541,0,False,False,False,False
C16ORF74,0.3873999999999999,2542,0,False,False,False,False
DDX12B,0.38686666666666647,2543,0,False,False,False,False
UBE2S,0.3867333333333334,2544,0,False,False,False,False
JAK3,0.38673333333333315,2545,0,False,True,False,False
CLK1,0.3865000000000001,2546,0,False,False,False,False
AKAP6,0.3856666666666666,2547,0,False,False,False,False
ZNF117,0.38563333333333344,2548,0,False,False,False,False
CNFN,0.38556666666666667,2549,0,False,False,False,False
MYLK4,0.38553333333333334,2550,0,False,False,False,False
JUN,0.3854666666666669,2551,0,False,True,False,False
GPR18,0.3853333333333335,2552,0,False,False,False,False
NYNRIN,0.38530000000000025,2553,0,False,True,False,False
GATA6,0.38523333333333354,2554,0,False,False,False,False
HOXB6,0.3851000000000001,2555,0,False,True,False,False
NOXA1,0.3850000000000001,2556,0,False,True,False,False
CD55,0.3846333333333332,2557,0,False,False,False,False
SEMA6D,0.38423333333333354,2558,0,False,False,False,False
TNFRSF4,0.38409999999999994,2559,0,False,False,False,False
EMP1,0.3840666666666666,2560,0,False,False,False,False
FAM13C,0.38403333333333334,2561,0,False,False,False,False
GFI1,0.3838000000000002,2562,0,False,False,False,False
NPTXR,0.38370000000000015,2563,0,False,False,False,False
HLA-DPA1,0.38356666666666683,2564,0,False,True,False,False
POM121L9P,0.3832666666666663,2565,0,False,True,False,False
CHST13,0.38289999999999985,2566,0,False,False,False,False
ALDOC,0.3828666666666664,2567,0,False,False,False,False
PCSK5,0.38276666666666626,2568,0,False,False,False,False
CACNB4,0.3827333333333334,2569,0,False,False,False,False
GPR153,0.3827,2570,0,False,True,False,False
PNOC,0.3824666666666669,2571,0,False,True,False,False
CLCNKA,0.38210000000000005,2572,0,False,False,False,False
NFIL3,0.38186666666666663,2573,0,False,False,False,False
PTK6,0.3817999999999999,2574,0,False,False,False,False
ANO9,0.38166666666666677,2575,0,False,False,False,False
TRAF3IP3,0.3816333333333331,2576,0,False,False,False,False
NR2F1,0.38153333333333334,2577,0,False,False,False,False
WDR49,0.38126666666666686,2578,0,False,False,False,False
HMGCS1,0.381233333333333,2579,0,False,False,False,False
OBSL1,0.3812000000000002,2580,0,False,False,False,False
MECOM,0.3812000000000001,2581,0,False,False,False,False
SKAP1,0.3807666666666666,2582,0,False,False,False,False
GIMAP8,0.3807000000000001,2583,0,False,False,False,False
FLT3,0.38056666666666655,2584,0,False,False,False,False
SIDT1,0.38039999999999985,2585,0,False,True,False,False
TMEM132A,0.3803666666666666,2586,0,False,False,False,False
OVGP1,0.3801000000000002,2587,0,False,True,False,False
BCL3,0.37999999999999984,2588,0,False,True,False,False
TMOD1,0.3799666666666667,2589,0,False,False,False,False
CYP21A2,0.37969999999999987,2590,0,False,False,False,False
CD68,0.37939999999999996,2591,0,False,True,False,False
SAMD4A,0.3788,2592,0,False,False,False,False
SEMA5B,0.37833333333333363,2593,0,False,False,False,False
ACY3,0.3782000000000001,2594,0,False,False,False,False
PSTPIP1,0.37816666666666654,2595,0,False,False,False,False
PCDHB11,0.3779666666666669,2596,0,False,False,False,False
IL10,0.37783333333333347,2597,0,False,True,False,False
CSRNP1,0.37770000000000015,2598,0,False,False,False,False
CNTNAP3,0.3776333333333335,2599,0,False,True,False,False
SPAG4,0.37736666666666663,2600,0,False,True,False,False
CD74,0.37726666666666675,2601,0,False,True,False,False
TNFAIP3,0.37713333333333315,2602,0,False,False,False,False
LRRC25,0.3770999999999998,2603,0,False,False,False,False
CENPM,0.37689999999999974,2604,0,False,True,False,False
DLK2,0.3763666666666667,2605,0,False,True,False,False
ATP8B3,0.3761333333333333,2606,0,False,False,False,False
ISLR2,0.37586666666666646,2607,0,False,False,False,False
GSTA4,0.3751333333333332,2608,0,False,False,False,False
FAT3,0.3750333333333334,2609,0,False,False,False,False
KMO,0.3749000000000002,2610,0,False,False,False,False
PPP1R15A,0.3744333333333334,2611,0,False,False,False,False
ZNF229,0.3743999999999999,2612,0,False,False,False,False
NXPH3,0.3743666666666666,2613,0,False,False,False,False
CCR3,0.3741,2614,0,False,False,False,False
LCN12,0.3738666666666669,2615,0,False,False,False,False
UNC5A,0.37363333333333354,2616,0,False,False,False,False
FAM86B1,0.3736333333333333,2617,0,False,False,False,False
BCO2,0.3735333333333335,2618,0,False,False,False,False
RHPN1,0.3734,2619,0,False,False,False,False
DPYD,0.3729666666666669,2620,0,False,False,False,False
CD200R1,0.37283333333333324,2621,0,False,False,False,False
ARHGEF37,0.37276666666666664,2622,0,False,True,False,False
SOCS1,0.3726666666666667,2623,0,False,False,False,False
CCNJL,0.37226666666666686,2624,0,False,False,False,False
AMZ1,0.3721333333333335,2625,0,False,False,False,False
TNNI1,0.37206666666666655,2626,0,False,False,False,False
CBR1,0.3719333333333334,2627,0,False,True,False,False
SLC39A14,0.37133333333333324,2628,0,False,False,False,False
HIC1,0.3711333333333333,2629,0,False,False,False,False
EFNA5,0.37083333333333296,2630,0,False,False,False,False
MCHR1,0.37063333333333337,2631,0,False,False,False,False
SMIM5,0.3703666666666666,2632,0,False,True,False,False
F12,0.3699000000000002,2633,0,False,False,False,False
C1ORF127,0.3698333333333333,2634,0,False,False,False,False
DDIT3,0.36979999999999985,2635,1,True,True,False,False
LDHD,0.3697666666666665,2636,0,False,False,False,False
FAT4,0.36966666666666675,2637,0,False,False,False,False
TAS1R3,0.36946666666666683,2638,0,False,False,False,False
GSTO2,0.36903333333333327,2639,0,False,False,False,False
EXOC3L2,0.36863333333333337,2640,0,False,True,False,False
PLEKHG2,0.3686,2641,0,False,True,False,False
GGTA1,0.3685666666666667,2642,0,False,False,False,False
ROBO3,0.36823333333333336,2643,0,False,False,False,False
LXN,0.3679333333333334,2644,0,False,False,False,False
TEKT4P2,0.3678000000000002,2645,0,False,True,False,False
C5ORF34,0.36763333333333326,2646,0,False,True,False,False
TMEM232,0.36753333333333327,2647,0,False,False,False,False
PRKG2,0.3673333333333336,2648,0,False,False,False,False
EPHX1,0.3669333333333333,2649,0,False,True,False,False
CD34,0.3666999999999999,2650,0,False,False,False,False
CYBRD1,0.36636666666666634,2651,0,False,False,False,False
DZIP1L,0.36633333333333357,2652,0,False,False,False,False
CD72,0.3662333333333334,2653,0,False,False,False,False
DUSP8,0.36609999999999987,2654,0,False,False,False,False
KCTD16,0.36566666666666675,2655,0,False,False,False,False
GPC2,0.3655666666666665,2656,0,False,False,False,False
CCDC141,0.3655,2657,0,False,False,False,False
PITPNM3,0.3653333333333334,2658,0,False,True,False,False
SLC2A14,0.36529999999999985,2659,0,False,False,False,False
S100A1,0.3641333333333335,2660,0,False,False,False,False
CLEC4A,0.3638333333333331,2661,0,False,False,False,False
TTLL7,0.36380000000000023,2662,0,False,False,False,False
SGK2,0.36369999999999975,2663,0,False,False,False,False
MAFF,0.36350000000000016,2664,0,False,False,False,False
UBASH3A,0.36323333333333346,2665,0,False,False,False,False
USP44,0.3632333333333332,2666,0,False,False,False,False
GPR3,0.3631999999999998,2667,0,False,False,False,False
IDO2,0.36279999999999996,2668,0,False,False,False,False
SAMD5,0.3626333333333334,2669,0,False,False,False,False
LILRA4,0.3624666666666666,2670,0,False,False,False,False
TLR3,0.3620000000000001,2671,0,False,False,False,False
DNAH7,0.36173333333333296,2672,0,False,False,False,False
STAG3,0.3614666666666665,2673,0,False,False,False,False
RCAN2,0.3613333333333335,2674,0,False,False,False,False
ACBD7,0.3611666666666667,2675,0,False,False,False,False
RAB15,0.36100000000000015,2676,0,False,False,False,False
EDNRA,0.3607999999999997,2677,0,False,False,False,False
CABLES1,0.3607666666666667,2678,0,False,False,False,False
FAM118A,0.3607333333333337,2679,0,False,False,False,False
MARK1,0.36069999999999997,2680,0,False,False,False,False
SPC24,0.3606333333333331,2681,0,False,False,False,False
NTN4,0.3603666666666665,2682,0,False,False,False,False
PCDH9,0.3601666666666667,2683,0,False,False,False,False
EPS8L1,0.36013333333333303,2684,0,False,False,False,False
CYP2J2,0.3601000000000001,2685,0,False,False,False,False
LZTS1,0.36003333333333337,2686,0,False,False,False,False
SIGLEC11,0.3599,2687,0,False,False,False,False
MPV17L,0.3595,2688,0,False,False,False,False
PPIEL,0.3592333333333337,2689,0,False,False,False,False
HAGHL,0.35893333333333327,2690,0,False,False,False,False
TNFRSF14-AS1,0.35866666666666674,2691,0,False,False,False,False
RAC3,0.3585333333333334,2692,0,False,False,False,False
UGCG,0.3579000000000001,2693,0,False,False,False,False
IGLON5,0.3577000000000001,2694,0,False,False,False,False
RGS9BP,0.35743333333333316,2695,0,False,False,False,False
RAB42,0.3572333333333334,2696,0,False,False,False,False
RGS13,0.35699999999999965,2697,0,False,False,False,False
KRTAP5-AS1,0.3569333333333334,2698,0,False,True,False,False
GSDMA,0.356833333333333,2699,0,False,True,False,False
MMP17,0.35656666666666675,2700,0,False,False,False,False
DHCR24,0.35653333333333326,2701,0,False,True,False,False
SALL2,0.3558666666666664,2702,0,False,False,False,False
GUSBP11,0.3553666666666665,2703,0,False,False,False,False
PDE1B,0.35529999999999984,2704,0,False,True,False,False
TRAM1L1,0.35523333333333323,2705,0,False,False,False,False
UBB,0.3549333333333333,2706,0,False,False,False,False
ZNF578,0.35466666666666663,2707,0,False,False,False,False
GPX8,0.3545999999999999,2708,0,False,False,False,False
CSPG4,0.35429999999999984,2709,0,False,True,False,False
KCNJ2,0.35413333333333336,2710,0,False,False,False,False
COL24A1,0.3541000000000002,2711,0,False,False,False,False
MORN3,0.35410000000000014,2712,0,False,False,False,False
NRTN,0.3533999999999997,2713,0,False,False,False,False
KCND3,0.3532333333333331,2714,0,False,False,False,False
KLF9,0.3531666666666667,2715,0,False,False,False,False
RAB39B,0.3526333333333334,2716,0,False,False,False,False
DOCK2,0.35249999999999976,2717,0,False,True,False,False
DEPDC7,0.35233333333333317,2718,0,False,False,False,False
STARD4,0.35226666666666656,2719,0,False,False,False,False
HHIPL1,0.3522666666666665,2720,0,False,False,False,False
PLEK2,0.3514333333333334,2721,0,False,False,False,False
NCALD,0.3513,2722,0,False,False,False,False
SLC12A2,0.3507666666666668,2723,0,False,False,False,False
NMB,0.35056666666666664,2724,0,False,False,False,False
UGDH,0.3504,2725,0,False,False,False,False
TRIM36,0.35033333333333355,2726,0,False,False,False,False
PSRC1,0.3502666666666667,2727,0,False,False,False,False
ACSL5,0.3498666666666666,2728,0,False,False,False,False
CD33,0.3498333333333334,2729,0,False,True,False,False
ANKRD24,0.3498000000000001,2730,0,False,False,False,False
NEURL2,0.3495333333333333,2731,0,False,True,False,False
TMEM156,0.34906666666666686,2732,0,False,False,False,False
GLI2,0.34873333333333323,2733,0,False,True,False,False
HSPB1,0.3480000000000001,2734,0,False,False,False,False
MYCBPAP,0.34799999999999986,2735,0,False,True,False,False
KCNT2,0.3479999999999998,2736,0,False,True,False,False
CGN,0.3479333333333335,2737,0,False,True,False,False
PKIG,0.3473000000000004,2738,0,False,True,False,False
SLAMF9,0.3470666666666664,2739,0,False,False,False,False
ANK3,0.34666666666666673,2740,0,False,True,False,False
LSAMP,0.34629999999999966,2741,0,False,False,False,False
FAM43A,0.3458666666666666,2742,0,False,False,False,False
PCDHB5,0.3457333333333332,2743,0,False,False,False,False
PTPN7,0.3455333333333334,2744,0,False,False,False,False
C8ORF34,0.34490000000000026,2745,0,False,True,False,False
FAM171A2,0.34486666666666665,2746,0,False,False,False,False
PFKP,0.3448333333333337,2747,0,False,True,False,False
AIF1,0.34466666666666645,2748,0,False,True,False,False
ATP2A3,0.3444,2749,0,False,True,False,False
FAM90A1,0.34409999999999985,2750,0,False,False,False,False
PPP1R1C,0.34406666666666674,2751,0,False,False,False,False
TMEM105,0.3440333333333337,2752,0,False,False,False,False
BOC,0.3439999999999998,2753,0,False,False,False,False
ZNF682,0.34399999999999975,2754,0,False,False,False,False
HSPA2,0.3439,2755,0,False,False,False,False
SH2D2A,0.3439,2755,0,False,False,False,False
GPR39,0.34379999999999994,2757,0,False,False,False,False
EFS,0.3435999999999998,2758,0,False,False,False,False
SPI1,0.3430333333333336,2759,0,False,False,False,False
DNHD1,0.34296666666666664,2760,0,False,False,False,False
OAF,0.34289999999999976,2761,0,False,False,False,False
SYP,0.3428000000000002,2762,0,False,False,False,False
SDHAP3,0.34270000000000006,2763,0,False,False,False,False
FKBP1B,0.34243333333333353,2764,0,False,False,False,False
NR5A2,0.34243333333333337,2765,0,False,False,False,False
TSHZ2,0.34223333333333317,2766,0,False,False,False,False
BAG2,0.3421,2767,0,False,True,False,False
EVPL,0.34193333333333337,2768,0,False,False,False,False
MX2,0.3418999999999999,2769,0,False,False,False,False
EFR3B,0.3418666666666666,2770,0,False,False,False,False
GLRB,0.3415333333333333,2771,0,False,False,False,False
PSMB9,0.3412666666666665,2772,0,False,True,False,False
ACOX2,0.3411666666666669,2773,0,False,True,False,False
HSPH1,0.34110000000000024,2774,0,False,True,False,False
GPR146,0.3411000000000001,2775,0,False,False,False,False
COL6A2,0.3410666666666664,2776,0,False,False,False,False
RFX2,0.341,2777,0,False,False,False,False
ADAMTSL5,0.340533333333333,2778,0,False,False,False,False
GBP2,0.3401333333333335,2779,0,False,False,False,False
RND2,0.3395666666666665,2780,0,False,False,False,False
VILL,0.3395666666666665,2780,0,False,False,False,False
MFAP3L,0.3393666666666669,2782,0,False,True,False,False
NCKAP1L,0.3390000000000002,2783,0,False,False,False,False
RAPGEF3,0.3390000000000001,2784,0,False,False,False,False
CAV2,0.33873333333333344,2785,0,False,False,False,False
TNFRSF10D,0.3383333333333332,2786,0,False,False,False,False
KLHL30,0.3382333333333332,2787,0,False,False,False,False
ASS1,0.33816666666666656,2788,0,False,True,False,False
DGKG,0.33790000000000014,2789,0,False,False,False,False
CD226,0.3377333333333334,2790,0,False,False,False,False
TNFAIP8L2,0.3376333333333332,2791,0,False,False,False,False
GSPT2,0.3375666666666666,2792,0,False,False,False,False
PCDHGB4,0.3374333333333333,2793,0,False,False,False,False
TMEM200A,0.33740000000000026,2794,0,False,False,False,False
LINC00426,0.3372333333333334,2795,0,False,False,False,False
SERTAD4,0.3370999999999998,2796,0,False,True,False,False
IL18,0.3367666666666667,2797,0,False,False,False,False
TCEA3,0.33659999999999995,2798,0,False,False,False,False
HOXA3,0.3359666666666665,2799,0,False,True,False,False
C1ORF53,0.3354333333333335,2800,0,False,True,False,False
FBLN7,0.33543333333333325,2801,0,False,False,False,False
GSDMB,0.33540000000000014,2802,0,False,False,False,False
NSUN5P2,0.33529999999999976,2803,0,False,True,False,False
GNG7,0.3342333333333333,2804,0,False,False,False,False
KCNE3,0.3342000000000001,2805,0,False,False,False,False
GLOD5,0.3341999999999999,2806,0,False,False,False,False
IL17RE,0.33396666666666686,2807,0,False,False,False,False
MFSD2B,0.3338333333333334,2808,0,False,False,False,False
