gene,ensemble_prob
ATXN2,0.013699060366351724
MFSD3,0.013912659387640308
KANK4,0.0471904100446555
PLEKHO2,0.01243242023316988
IL1A,0.08469853840517334
MAP4K5,0.013682381766876178
TAF1B,0.013671416944292414
CCDC61,0.013631446109517872
PA2G4,0.013710458498653438
WDR62,0.06638929759443592
ATP6V0D2,0.11560935219266434
PDZD8,0.013692933772511798
SLC17A5,0.013829062878890522
SRD5A1,0.013797733793161213
CYP24A1,0.5704945943402384
PDIA4,0.014271931262721542
B3GALT4,0.013669498375627283
MTF1,0.014447751897817213
CDK5R1,0.014587435374157458
SENP5,0.013889130471429877
BTG1,0.013744366467149846
RCOR1,0.014016978543570901
ZBTB24,0.013964685612149412
TMED6,0.08607595017419936
SETD1B,0.013915473171632083
TBXAS1,0.016287852845746076
ZNF837,0.01369040021008204
TMEM200B,0.038160013738081616
HSP90B1,0.013728764584029924
FBXO3,0.013676471702090652
PLA2G4C,0.04283307962974251
CKLF,0.01444988867006013
NMU,0.0918691459441761
GAS6,0.01698903616578869
IPO5,0.013884354393069584
HTR7P1,0.013642751690304622
PIGH,0.01364893505255605
BCL2L12,0.013687562087337159
COX5A,0.013714181064906725
LRRC4,0.05828806325454172
ZNF575,0.013632897267237676
LLGL1,0.013690087856398057
TSEN15,0.013760872142149161
ASF1A,0.013690333581522475
NEURL2,0.025448370631643104
ANXA5,0.013615774110535635
PLA2G5,0.032773106365550045
FOSL1,0.14922684367277372
C1QTNF1,0.03204451003719693
RNF166,0.014101677576043994
MIR100HG,0.03568722444501404
ZNF7,0.013706047859022567
YIF1A,0.013715253443805262
CRIP1,0.06228926253853497
SLC35F2,0.014824691245889254
GPRIN3,0.028240036933122277
HEXIM2,0.014718134935496346
NEURL4,0.01374362828151649
IL16,0.012676191315467305
SHISA3,0.25522683483640096
FZD7,0.014271872135073641
TTPAL,0.013867322477664154
RSBN1L,0.013670282786890676
ITGA11,0.16298206248052732
HELLS,0.04241009501159023
SYNJ2,0.014016091040463951
PLA2G3,0.26948348305511927
SFN,0.04687639195392015
TNF,0.2149226646851229
ZNF441,0.013739985761901611
COL15A1,0.3139816957419209
EPB41L5,0.014056539959023338
NPPA,0.41228246088157855
MAP9,0.01380303436983901
BMP2,0.12451768277270049
MECP2,0.013762470147875435
LYPLA2,0.013700573676751938
HPN,0.16151910082823795
OPHN1,0.013813119290795208
SPIN2B,0.013573835033684124
DOK2,0.019353801105882168
RECK,0.014060592455457491
DNAJB2,0.01369159586908097
RFNG,0.013713458998314812
ARPC1A,0.013693133134850021
CD33,0.017100496321405808
ORM2,0.24416849961679882
GINS3,0.014115552743679894
TSC22D2,0.013827428028853578
ZNF445,0.013771249603969738
C3ORF18,0.013852582438063766
TCFL5,0.013649276626366242
GIMAP1,0.014582423694341515
PLA2G10,0.14003770291216874
TIMM8A,0.013672793591704258
CENPM,0.031360480177283837
ZWINT,0.04835925253839682
FADS1,0.014089639699459412
RGS22,0.04703475849203643
MORN2,0.01536019715933198
HNRNPA1P33,0.014871184890249928
TCN2,0.01510206933497128
ELOF1,0.013712229706286175
TNFAIP6,0.08939444636497852
DDX31,0.013822488206680734
P4HTM,0.013682287722052162
B4GALNT1,0.030144238353618083
TXNDC11,0.013675702643875725
MTR,0.013699611258560146
NCKIPSD,0.013874044823478895
ELL3,0.01373742511010658
CAMP,0.751585208078151
DENND2C,0.014279583975326512
TTC28-AS1,0.014037602992104574
AATK,0.03200505177629245
TPRG1L,0.01389871698457841
RAB23,0.013942384490523516
BCL2L15,0.03350050108711067
UACA,0.01414725317735592
FAP,0.3570356922490604
HS6ST2,0.09662559479971734
LRCH3,0.013801980601959
SOCS6,0.013860787586864024
BLM,0.021113962718659743
SNX8,0.01588003984319089
AMY2B,0.032246402612874606
IFRD1,0.016067521209589746
SFTPD,0.3992449221925082
TMEM17,0.013690996175294868
GLI1,0.06336500906283546
NSDHL,0.014180395926069083
ZNF611,0.013669717241537626
ANO8,0.013779596292705944
ZNF621,0.013704198801709094
ZC3H12C,0.014033190478972616
TLR10,0.03407511746045708
ZNF274,0.013901515037472176
CDKN1B,0.013677693054975779
MIIP,0.013917987511074814
PURB,0.013692049200100963
NFE2L3,0.014337480562548688
CCNG1,0.013695484200461586
ZBTB22,0.013685965357147261
PRR15L,0.2725798574394435
RPS6KB1,0.013680709494204305
GBP5,0.0881583206457394
NFIC,0.013916264155994113
RAET1G,0.04132060579892216
SYTL2,0.016323389241002257
WDR17,0.027015778142324053
TMED9,0.013685683920275683
ALKBH8,0.014245061723198012
ZNF347,0.013749446033968295
DHODH,0.01365891013901747
ZFAND2A,0.016408701092447252
NMNAT2,0.1560388111173864
CD44,0.014826132591132099
RC3H1,0.013774382306434749
FBXO34,0.013873278348602955
CST6,0.4081063410041684
RAMP1,0.21458256755789523
DEDD2,0.014906199248216045
GALNT2,0.013720108065081029
ADAMTS3,0.021745569714821666
DPEP2,0.024832483977931162
JAK3,0.021651298427957565
SNRPG,0.013909676159910121
FCN1,0.07547097092463699
EBNA1BP2,0.01370726443936725
SEMA5A,0.024574436676644645
PREX1,0.012690463111257716
TUBD1,0.013725397258829205
DHX40,0.013669477190464838
NPC1L1,0.10709517781125445
MYOM1,0.021358119323768115
ZNF469,0.09907168049988495
FGF14,0.026253499373292834
MYBL2,0.6058122959592948
ATXN7L2,0.013692585940951978
PEX11B,0.013743578831735567
WT1,0.07526065711507576
MCM2,0.01893774827980646
PRKAR2B,0.017810156749853437
C10ORF95,0.047986539385485465
SLC16A7,0.02509372647630083
ANKRD36BP2,0.06304358951802305
DICER1,0.013717153334541566
FOXL1,0.02568387024933503
JUN,0.01705962161691821
STAC,0.08907706753657924
MSRB3,0.015389554540675442
PCDHB8,0.03488140758865559
RHBDF2,0.01384374303536453
S100A14,0.19370756862891497
MED12,0.013702979127965226
ACAP3,0.013838595243747122
NAIP,0.014938227123073985
TDRKH,0.015730665236771163
TNFRSF8,0.024896505333159343
FUBP1,0.013953650319898724
SLC25A37,0.017866987456446017
PTPN12,0.013695881890672576
ITPRIPL2,0.013893237647462371
FZD5,0.01496132217071184
WLS,0.015938264395491276
NCKAP1,0.013745910700500918
ATL1,0.0137101679653068
PHKA1,0.014143590054953914
BTN3A3,0.013873510292812367
ETV2,0.019954209395368655
MYO6,0.013784233620949512
RALGPS1,0.013785709320000027
WDR91,0.013885343276774398
CCDC106,0.01364766021113143
HR,0.03918433338127835
MYO10,0.01386554369828304
KLHL7,0.013742996132636463
IFIT5,0.014277834414696511
PARP16,0.013652208452720098
NLGN3,0.014061315379416895
FNBP1L,0.013988109559469827
ZRSR2,0.013644122936714527
RENBP,0.020642066338757547
ZSCAN21,0.013888203612841763
MAFB,0.01475739444949211
MTBP,0.014378465178876261
TMEM43,0.013687430310632763
MT1M,0.19641178875563356
HTATSF1,0.013820261920827406
CEP97,0.013716397026361972
SLC25A15,0.014214005690405198
LINC00938,0.01373845893177584
SNX25,0.016717622305578442
COL11A1,0.10828334693343891
CTDSPL,0.013684496570586227
TNKS1BP1,0.013908141980520471
MMP9,0.1934091665802425
SYK,0.014465766651488137
C17ORF67,0.017493012603430013
GIPC2,0.031010837951104712
MRPL17,0.014203686476159067
PPIL3,0.013696693193403858
CNTNAP3,0.032668581651035485
GOLGA7B,0.02223662070818964
SULT1A1,0.03530505437881916
DAB2,0.013205720914506976
MAP3K14,0.013707945419650957
ADAM9,0.013689140900754865
SCGB3A2,0.7465635161637078
RANBP10,0.013689772986601415
CD28,0.02202521554466686
HLA-DQB2,0.17062889751258642
PPFIBP1,0.0137078101509089
OSBPL1A,0.01369131901585853
NR2C1,0.01368077563043702
TUBA1B,0.014439730885391182
TIE1,0.016101190564346557
SLA2,0.023859300049927437
SULF1,0.45194149534946826
PARD3B,0.02715895115577005
ZNF775,0.013607483154460311
DBN1,0.013715390305338186
NAA50,0.0137240433746673
BMI1,0.01367930811357163
SERPING1,0.012941116305310474
ZNF839,0.013732120953180882
CNRIP1,0.015185432351552411
MPZL2,0.04449609496385242
KRT17,0.5443735342632658
HPSE,0.01684513519505578
SYCP2,0.034576842261884067
UBAC1,0.013685222128996144
SPNS3,0.02259602382802481
FAM120C,0.013654423390641237
PLOD2,0.034375403482465566
ITPA,0.013711193768069663
ZNF836,0.013597582097588988
SSH3,0.01366171894582615
BMP3,0.1468933297202433
KLC2,0.013909126514748902
EDA,0.01885439296137395
PDE10A,0.024231064111079982
TNPO1,0.01366598495719245
CDR2L,0.013913732358467353
EPCAM,0.01523069340166905
SOX18,0.530220125198906
TPP1,0.01433623426883368
AADAC,0.16888408573766392
ASPH,0.019849954542096426
LINC01106,0.02023650185855134
ZNF417,0.013671199070303487
PAQR8,0.014666865662409524
PCGF5,0.013816471339305074
ELFN2,0.11991877344418701
NUDT5,0.01381618727263733
PRKCQ,0.027560424049589843
IBTK,0.01370078748780081
WDR93,0.053979512445936545
FGL1,0.11267612757196248
TSPAN6,0.013769321757963799
ARMC3,0.11447717507049608
GOLT1B,0.01372343861829676
ZNF48,0.013668592478544284
FNDC3A,0.013681654827984792
THEM4,0.014419524334808257
C17ORF75,0.015435733535738148
TRADD,0.01379037079719494
CASP10,0.013845133017622628
CTNND2,0.09705861391148617
RASD1,0.4811755331014331
CCDC183-AS1,0.014502674342643067
GALNT1,0.01368868813946002
LINC00847,0.013764068843109123
MN1,0.03542577317971089
CD27,0.13812331202736713
WDR53,0.01363606035231179
PCDHGA3,0.03114053556773238
IGF2R,0.014220121039752495
CD300E,0.14075306162690265
HOMER1,0.01412597007501381
C19ORF44,0.01385832584726223
UTP20,0.013774395191252248
ARL6,0.013591651407081238
CHIT1,0.5329854968628958
PTPN3,0.01416986268788964
RPUSD4,0.01371125358051501
MRPS18A,0.01370508912016053
PAK6,0.014796755598632081
TMEM120A,0.013979104133240933
IL10,0.028192133238138503
CDKN1A,0.015093440078243004
FSTL4,0.2028299118887013
PLIN3,0.013888539705953246
CAPZA2,0.013685102332888555
LNX1,0.01470907293419915
PAN2,0.01391147766416117
FBXW7,0.014462588083496613
C12ORF57,0.014018475234345651
ATP8B4,0.013454831890036784
ELF3,0.022199574343898847
LRRN2,0.023538521558988265
INSR,0.014055645495131596
DIO3OS,0.045212085096998006
FCRL6,0.06956835786751123
FCRL1,0.050032284957977645
COX11,0.013690402498672196
SH3BP4,0.013970978754400794
CAPZA1,0.013733913398628136
ZNF646,0.013771170145889553
RIC3,0.05331703079320514
TMEM175,0.013720825920482715
BTN3A2,0.020315629015284664
SNX6,0.013696125049908222
PDE5A,0.017452674837616436
ZNF10,0.013944081435082231
TPR,0.013725497423439889
SIDT1,0.022267562318846162
AHR,0.013988446778965616
MMACHC,0.013806720196346035
TRIM46,0.02535307159032793
ZCCHC12,0.07110409511185904
RRN3P3,0.01435560369342516
TRMT2A,0.013712650143042678
C1QTNF7,0.07346275361318609
ACACA,0.013972565463818051
TUBE1,0.013653434823779884
RSL1D1,0.013668566101150479
TEX10,0.013976249100558887
MRPL30,0.018551160490619507
PAICS,0.01422258031610838
ZNF517,0.01384845156730388
INTS2,0.013752675457661215
ASCC3,0.013780846384220297
ANGPTL6,0.021736027886500146
RASL11B,0.046109715059174744
ZDHHC7,0.01368388586023825
ZNF235,0.013606468905474164
ITGA7,0.12181521177709692
MYCN,0.13514184287216582
SFMBT2,0.020776313678932484
IDH1,0.016700722023621585
TNFRSF10A,0.013709127218729756
TLR4,0.013163431891965555
ZNF516,0.013680253569538973
PDCD4,0.013723397836666557
CD101,0.022967060758408254
EPHX1,0.01804102767597498
STAB2,0.0455485947037779
NLRP3,0.01930133053410458
IGF1R,0.013929319166203841
CREG1,0.013700083809147272
NUAK2,0.01734356040470755
FMOD,0.016570202711362593
ACYP1,0.01824197965197009
PPP1R14C,0.11172893020061993
LRIG3,0.02085573122459022
EPHA2,0.3138423135143017
PCBD1,0.013689052933375192
GSN,0.013852483842266169
HSPH1,0.017838068250731337
EIF4B,0.013848464685748078
PDGFRB,0.01470539090831632
VEGFB,0.01394742716618254
CLDN4,0.01656542034389503
RAMP2,0.5056841533404
ZNF44,0.013630676449798932
DIABLO,0.014913797727511283
TEKT4P2,0.02598760094772592
WIF1,0.7260574158425608
CHAF1B,0.015333199101930517
APBA2,0.024816601491192258
FAM114A1,0.013675432505902672
BAG2,0.021485838241877026
ANKRD36,0.01415565478539936
UBR5,0.013692027850808534
HLA-B,0.014569517502085705
CD74,0.015651071214259092
DIAPH3,0.04530996938396959
HSPB1P1,0.02227181367399369
GAS8,0.013770535584747558
IQCG,0.015620385141878952
NPM2,0.025546704565499557
ACOX2,0.01847070376421594
SLC25A10,0.014827695456287275
POMP,0.013724836281732133
PAOX,0.013594912891318969
PECR,0.013690885912831524
NEK9,0.013701020513301364
PARP2,0.013997481166938648
MCL1,0.013885446307051822
CHCHD3,0.01369750832555315
SIN3B,0.013740835798373378
FAM124B,0.015008279516805535
ALDH6A1,0.01517763735696542
ZBTB42,0.01569526706447659
ZNF569,0.013709694279057294
RPS18,0.014056457326042882
DAD1,0.01365867432239589
C1RL,0.013917784764677553
AGFG2,0.013753604932124023
TMEM39A,0.013754964008211542
FARSB,0.013915679187587645
ZNF654,0.013667945317535554
LBX2,0.01649113691908748
SLC1A1,0.06006538548546753
CD207,0.16449906439877024
TXNDC9,0.013907182258246763
SEC14L4,0.10144421303449959
PIBF1,0.0136847183630412
LRRC49,0.013865182199854506
LOXL4,0.02344473329930111
ALG12,0.014219896751983522
FCHO1,0.015474101769373035
AKR1E2,0.02860041486522109
TCF4,0.014224415102520798
CD53,0.012608971691166614
TMEM54,0.013872292487216638
GSTM3,0.04942577135401851
WDR77,0.013676273082820378
FECH,0.014427717974334715
RHBDF1,0.013764242532551457
SLC7A9,0.06578844391681161
CD3E,0.04680229225074955
MEX3A,0.07353027521314068
CX3CL1,0.1972313337738111
CDC42BPA,0.013669788160211556
SRPX,0.7668897776836258
MEX3D,0.013838044270101147
CMTM7,0.01389756282902964
SH3YL1,0.013816475986587213
SEC11C,0.016791371913394915
ANXA2P2,0.01551644061072383
RAB26,0.025365396041542306
ITGA4,0.01491118848364602
QSOX1,0.013914437617264325
ZNF33B,0.013876773026152879
APC,0.014477626671761116
IGSF6,0.029693392146251555
RBCK1,0.01366965175711021
SPOCK2,0.06597510029254662
HSPA6,0.16086231429802889
KRTAP5-AS1,0.0243891298744732
ZNF791,0.013648259110463265
TNFRSF17,0.059775800183983784
DYRK1B,0.014250103188035055
GTF2IRD1,0.013960609190540294
CD3D,0.04095434981843359
ERP27,0.08702700593522426
TAGAP,0.014937372233210176
CCND1,0.01776273357652268
MIS12,0.013844317346082356
ZEB1-AS1,0.013750087659311358
DTNA,0.018280936094909713
TIMM17A,0.013686849908997904
SH3BGR,0.01681365071395421
TFEB,0.013688391705863242
UTP23,0.013748153611609795
ITPR3,0.013784900608720726
CMC1,0.013995133021776318
TMF1,0.01369431600119743
ZNF486,0.03163359979804121
TAF13,0.013828571360046876
ST3GAL6,0.014050436488857232
ZFP82,0.014032619601039922
SKI,0.013731791092398674
HSPA1A,0.025487083639015168
EPHB2,0.046718533516017846
METAP1,0.01370094568717796
ASB13,0.013840570336269955
IGF2,0.312647786331214
LENG1,0.013724708494865569
DLG5-AS1,0.014654564055039985
FAM149A,0.019394761151777812
DALRD3,0.01374169577830279
CDKN2A,0.2161047261135171
RNF150,0.02340414194490716
AFF1,0.013790917972389943
UBE2Q2P1,0.02182613252997345
PHF14,0.013737665904668359
RXRA,0.013666120606561364
TMEM144,0.013833279201530565
MYCBPAP,0.03262612729766301
ACSM1,0.06244523239337584
MUL1,0.01389782691748856
CYP2S1,0.05767435077106035
C1ORF226,0.014008146998890247
MORN4,0.014303678096960488
HCG11,0.014258590207188494
C22ORF23,0.013714986308267845
MTHFD2,0.02006428192921052
TMEM108,0.021891107929104904
S100A16,0.015888446428486813
ZNF124,0.014023544617061028
ZNF292,0.013777963473791753
ASS1,0.019015536967710387
CHURC1,0.013682296355676343
PSCA,0.18591267223832858
PKIG,0.01898558254707131
LINC02035,0.013644097829256036
SLC20A2,0.013906430816075085
INVS,0.014053190625568613
ZBED2,0.10931599667461236
PCM1,0.01367467498482483
GGCX,0.013907426040042959
SUOX,0.013909124079025864
FASTK,0.013825701213732547
A2M,0.024438440464975557
DOCK2,0.014813044027126042
KNTC1,0.01494517247879028
HIBCH,0.013719362537862474
PRKD1,0.018118056734514543
THSD7A,0.02024448287086725
USP38,0.01393277796835013
DFFB,0.013721939474973868
GAPDH,0.013738023367823541
ZSCAN22,0.013649914018815278
IFNAR2,0.013703522812772734
HMGB3,0.05927712212887627
PITPNM3,0.02581616445201378
PIF1,0.02141819781085522
CD69,0.18921768567308733
ZNF484,0.013695690059890827
EMILIN1,0.02632079151709262
HNF1B,0.056249804965915993
COL16A1,0.06954743476628478
CDCA2,0.13869427068329734
MBOAT1,0.013679655428338723
OLFML1,0.026822562100232834
SLC10A3,0.013690813618397205
PLEKHJ1,0.013692313056092382
YAP1,0.013670609709567719
SNX7,0.013680359775166564
GPRC5C,0.031384660494873075
ST6GALNAC1,0.20864522646789674
KIF18A,0.015827990151656854
CYBA,0.0138791522487921
CRYAB,0.75317264334499
C2ORF74,0.014808511633040197
ACVR2B-AS1,0.014158158141209264
FLCN,0.014086397019300966
FBXO15,0.02076230914627905
PDPN,0.05634059416895094
ERLEC1,0.01367631100332974
SP100,0.013746016955876282
EPSTI1,0.04360203688934579
STK4,0.013758711025885018
RNF168,0.013721426350680412
NLRC5,0.015020348310088291
CTSW,0.09999721235822805
SLC30A1,0.013924581500799085
C1D,0.013626033344012576
PRKAR1B,0.013986282186351477
SLC2A11,0.013654673013160467
LY6E,0.01599523264781286
PLOD1,0.013697145413285313
JAGN1,0.015798755660380633
RASA2,0.014676069077015963
MICA,0.014410111393294876
MRPL45,0.01417446566434692
IFT122,0.013698186972924414
STRADB,0.013712957568194316
C2CD3,0.013758005475427265
GDF15,0.36735495120647627
ERF,0.01460926113583803
IL4R,0.014035160738390298
CEP55,0.37527471070322016
MAP7D1,0.013727918190212378
FGD5,0.013837874727781018
CHRAC1,0.013717176617385073
ALDH16A1,0.013705603260821262
ZNF304,0.014643056429226198
ASTN2,0.015748605829152697
MELK,0.19020971068860185
MRTO4,0.01376802551120093
DENND1C,0.013525789617708983
CCDC134,0.013781033474530536
DHCR7,0.01475972432491643
ARHGEF37,0.03648674154095801
SLFN11,0.013875181860750199
ALAS1,0.013928458759686164
GPR89A,0.013739560799164902
CD22,0.07802611529553945
NLGN2,0.014015765537241515
RNPEPL1,0.013832993844358987
SEL1L3,0.013780761344163483
HTATIP2,0.013708321944550978
KLRD1,0.02376903603169156
ALKBH3,0.020629651604141517
FTO,0.014515735518257949
NSUN5P2,0.01729452217724155
PLCXD2,0.013757371388610598
PYCR2,0.013700819328240991
ITPKC,0.019465612906404996
SESN1,0.013977336825376151
PRDX6,0.01392796989167411
SLC43A2,0.013944712161631963
VPS37D,0.014630747906832761
FGF11,0.0343071001016673
SLC2A1,0.34952507153134305
NAA10,0.013733646302738408
TMEM229B,0.014586296173021334
MSTO1,0.013766465355065682
CCT2,0.013698839674711253
UBE2N,0.01374900286998537
TPX2,0.6776073106350823
RND3,0.03199063841356175
CDH2,0.113793121797897
FLRT3,0.09970007268381975
KIAA1586,0.01365307016875029
SLC25A14,0.01360720270508734
SMARCD3,0.014989490158262831
ZDHHC17,0.013683820760820463
SPTLC2,0.013995735856792686
KAZALD1,0.018263646838405017
ARHGEF10,0.013764187237758987
GPR161,0.014876118658717028
C1ORF220,0.022058691849119298
PTRH1,0.01603592457961634
CACNA2D2,0.18761556141428298
PCDHA3,0.022317514498460124
POLR2H,0.013739263184257135
MARCKSL1,0.015314496264521344
SLC25A22,0.013807896229575881
CD160,0.015390210591261659
TMEM125,0.035793538435186935
NFAM1,0.016082210435620165
HDDC2,0.013715821120859
CAPN10,0.013731425114748392
TMEM187,0.013651298143173632
LTBP2,0.02721876202573592
CANT1,0.013679280070349511
FKRP,0.01366263435225772
STRAP,0.013722157948017257
ADA,0.014148301332446987
RELN,0.037137933874361574
RSPH10B2,0.050639397589616705
CYTH1,0.013806817572294901
RCOR3,0.013683026483764604
WDR36,0.013715611565558108
SMTN,0.0156005131524796
PHF7,0.013812092105969816
C1R,0.013740624941763169
LRFN1,0.017158614100442796
NCF1,0.022900627646695742
TCF3,0.013685059463690771
PLA2G6,0.017769519017572222
CLEC10A,0.043901010218552146
TBC1D8B,0.013727312999416524
GAL3ST1,0.026195531129909414
SPTY2D1,0.0138618134279121
CC2D1A,0.013712708689398228
TSC22D3,0.030180920204745967
LRRC8C,0.01322045961063145
SNUPN,0.01420590477816717
FOXP2,0.020171448234175868
FPGT,0.014071384818759889
ERBB4,0.029819819385338675
CCDC14,0.013800716759896298
BET1,0.01374960450412311
PHYH,0.013691033485403454
TRIP11,0.014018469207156938
HIVEP3,0.014534037087954468
ID4,0.2624832617311063
APOBEC3D,0.014146819206726556
SLC40A1,0.0314090106138331
ROBO1,0.013903632217442887
SFTPA2,0.10693788084750705
NES,0.04310794065104214
ZNF540,0.018788457421194525
LBX2-AS1,0.013925883202984298
LONRF3,0.014881194707892793
CRIM1,0.014051485946420608
EID2,0.013693291490817638
IL7,0.01948447965916706
ZNF626,0.01790330435969656
SIPA1L2,0.017910446052750526
GK5,0.014108484797983325
ZNF366,0.05467472228774632
FDXACB1,0.013858317875291628
PTPN11,0.013717284831514645
ADAM17,0.014652988660414808
AHCTF1,0.013765825526950213
PLK2,0.024629376245618638
FGF12,0.04144108316677568
ANXA2,0.013890155178660466
PDLIM7,0.013945195895731777
LAGE3,0.013728313338113082
EEA1,0.013690072730519877
CD63,0.01372525160639792
DSEL,0.01767953904315719
POLR1B,0.014421060346168264
CLIC1,0.013740195182685289
MYO9A,0.01378251422246781
ATP9A,0.013765103328030813
MCM8,0.0141208531881185
ZFPM2,0.01413639901983614
LIMK2,0.01388319747343744
FCRL5,0.10052257929358166
NAV2,0.014001635554401332
LAMB2,0.013673042594531146
BPNT1,0.015013514157519132
ABI3,0.012588239995755056
RSPH1,0.08466292956427883
ANK3,0.01896259503163649
SLC31A1,0.013703298412748753
CBR4,0.013684775583434363
CSPG4,0.020514909535342348
C1ORF21,0.016476682184597767
PDE2A,0.021931047579190555
MEMO1,0.014000148913371455
DHX34,0.01398206804905513
WDR76,0.015311194818928278
PAX8,0.02411754846989364
DIAPH2,0.013690927524994555
ZBTB41,0.013745146553610062
SLC2A13,0.013953511326665955
MX1,0.039568703319028044
RLN2,0.022522962247636155
AFMID,0.013940578337338477
SMYD2,0.013676391392655146
DNAJC6,0.020619457947841133
FOSL2,0.01425806290190356
SHCBP1,0.0624886348054223
LCA5,0.014140100729309487
ZDHHC11,0.09415447548286787
GABBR2,0.07215923413188371
LINC00654,0.013841832188389663
HGF,0.04948359026156483
SLC35E4,0.014130183523572445
RAD51C,0.013904170049358103
BZW2,0.014098092351728566
LGR5,0.16203511304835522
SPAG4,0.0208490491711384
SLC25A45,0.01404892079036484
CD96,0.030843638960667295
ZNF16,0.013834846747217541
SH3PXD2B,0.015495889193003013
CYP7B1,0.021679652630295566
NXF1,0.014834423673475344
GCHFR,0.018892018716329728
GABRB2,0.056507131107496826
NR2C2AP,0.013713468682758141
MARS2,0.01369461982917972
CD19,0.09898378010618147
SLC6A12,0.020908191536788318
BCAS2,0.014057583472939946
NTAN1,0.013736734860415519
LHFPL2,0.013779881833446946
DEK,0.013694816068274667
PCLO,0.021955640862946428
SIRPB1,0.023763694849013688
MNS1,0.017583667289415097
TP53INP2,0.014275532681309345
ZFYVE19,0.013710706541658893
INPPL1,0.01368461659948427
KHK,0.013803152701728917
NXT1,0.013883227035010777
GTF2H4,0.013691472811270833
TSPAN3,0.01367474169656743
MRPL40,0.013860802905453381
ITGAX,0.03654968680995679
ARID5A,0.027809298680757783
CLCN4,0.015424266213358314
MVD,0.013976588400106633
FGD4,0.013898284734978967
CISH,0.032174489848562075
TMCO1,0.013963453402999863
PROCR,0.020805640304089948
MTHFD2L,0.014333046231862972
MAN1B1-DT,0.013945486153296327
RASSF6,0.02791225557618495
NFKBIE,0.01656707335066613
RGS19,0.01367827288303925
ZNF282,0.01408603538508182
HLA-DPA1,0.015115140084216909
PTPN18,0.014757655774584736
LAT2,0.013740825289585385
NPAT,0.0137480845251215
EML6,0.02043745994378527
PRKAB1,0.013776933310101382
LMF2,0.013692013389046201
PLS1,0.01483817896460345
RPL36,0.013937864213164966
KRT80,0.12386487110977609
MRPS24,0.013700362092299601
SCAND1,0.013764992981470563
PRTFDC1,0.015356527594491392
DNAJB5,0.015247625093947241
TRMT11,0.013833329001060988
MYL6B,0.013705826082624497
SEC14L2,0.018428419195737022
PILRA,0.015008764561914552
HLA-L,0.01606092460894018
CCT8,0.01369728156084886
C1ORF162,0.014930552253665321
LSM8,0.01376698240317232
CRABP2,0.48725667436238884
POT1,0.013742135135668547
CLPP,0.0137072799132526
SLC20A1,0.01371748804690809
ZNF784,0.013813494800074683
RALGPS2,0.01385133423142345
NME4,0.013776021268313393
HLA-DMA,0.017388241542325416
ZNF251,0.013702348652970264
CXCR5,0.06921500415907973
RNF141,0.013692736028256745
CD24,0.11233014384492011
CLIC6,0.2643559305143157
DTWD2,0.01366794014905242
SLC37A1,0.015053616107843714
DTX3L,0.01431364762637939
HYDIN,0.027203272863582286
HAVCR1,0.07415088402717793
CHAD,0.06795458712913394
TSPAN13,0.014068281684755993
BMP5,0.10576995887422447
FAM24B,0.018452186418919974
BRCA2,0.01883044378270657
ST7,0.013672524853838273
SGSM3,0.013682068696349073
SIGLEC10,0.0329891535683343
PARD6G,0.013764940552356388
PPP1R9B,0.013692941101588864
POMT2,0.013742005607834295
TBCEL,0.013679282258842334
ZNF70,0.013885346370306495
SLC5A8,0.3334258386697887
SEMA4B,0.014011743483198495
DNALI1,0.06897488421149105
SSBP4,0.013817957665317312
EIF3L,0.01378675086783566
FAT1,0.01629314369918303
PIN1,0.013711939997048466
MARCO,0.6841083034376022
TTLL12,0.013880159863722704
TM7SF3,0.014129106632270665
GZMA,0.08743021930024962
SLC12A9,0.013698373488233846
QRICH2,0.018797607119824526
C1QTNF6,0.01609864259205491
CDKN2AIPNL,0.01408325636904545
SOX9,0.261703876597208
NCF1C,0.04846494793290465
MEIS1,0.018055480206661777
IMP3,0.01387420213278882
XPO5,0.01369474559654139
AIF1,0.014612024367688811
COPS3,0.013696301826788777
CDC25A,0.08021329233090403
RANGRF,0.013704382990888105
ADAT3,0.014541553773443005
ACRBP,0.03309854191499668
SIT1,0.026296464921873357
TPD52,0.014061471593541364
C1QL3,0.025243196234132743
SLC17A9,0.057359882048914956
KIF3B,0.013674785095161778
USP21,0.013709010747529471
PPCDC,0.013887299838369815
ZNF45,0.013746443091223816
TCF19,0.016526445017453522
DHTKD1,0.014247472852422984
AQP9,0.557460393730875
PCP4L1,0.20438406871449488
SNN,0.013683191046848587
MOCOS,0.018622810487338767
ZSCAN12,0.013655430967851956
TELO2,0.013757931354585582
AP1S2,0.01282247408377549
RORB,0.04082445256808077
BORCS8,0.013702665048760306
PACS2,0.013674886311158893
LACTB2,0.015723019930271736
POSTN,0.2067846663445676
ZFX,0.013755796555743079
CCDC127,0.015824829424947173
SLC29A1,0.013870790997295265
THBS1,0.06207835100426731
PCSK4,0.01754368886319759
CD5,0.060816542053521105
TJP1,0.013686465802883093
CTHRC1,0.5259936685566433
CACYBP,0.01710709994548142
NCBP2AS2,0.013658480345697728
TMEM198,0.014568749158220214
OVGP1,0.027633077788275503
DBF4B,0.014044729640908644
MLH3,0.014079914760209969
ITPKB,0.013931072129822726
HECW2,0.0423133632553157
DPYSL4,0.08776018169619766
SIGLEC12,0.17500016754256761
MCF2L,0.04373364564036837
GSTT2,0.05945249925171537
