gene,ensemble_prob
RWDD3,0.014447093720739162
ARL3,0.013698062991212626
PHF13,0.01387945405665443
KCTD11,0.013955360743445945
NVL,0.02184326860328027
BMP7,0.09780507799623328
PSD,0.015850605641600946
PTPDC1,0.013755138720519058
PRUNE2,0.03259349743639255
EXOC6,0.013723687518421769
TIPIN,0.013723833778548638
MYO18A,0.013958485371219284
SNX20,0.014199792280987734
CMTM6,0.013819795758459876
HPDL,0.031224721817933322
TMCC2,0.01949976977896134
ZNF319,0.01374794537812416
POR,0.013760398740523639
RNF38,0.01368263607318058
MCM5,0.013795329588110286
FANCM,0.014023367569273996
LYL1,0.02076389368900221
MAFG,0.013708320346865624
ZDHHC23,0.013795132891578457
HSBP1,0.013683880082242297
SMG1,0.013788367322794962
MINK1,0.013692171743716335
HLA-DRB6,0.2605290384662129
CACNA1C,0.016378548776107664
SLC35C1,0.015298034687157161
PPIL1,0.013910126617876007
ARSK,0.01364565435940837
POP1,0.01469476061387975
TMBIM1,0.013775457191517394
POLM,0.01369001671609183
PCOLCE2,0.21332514575967104
GNA13,0.013889872207314257
MPZL3,0.02586951804432722
RHBDL3,0.03449307837307334
APOC1,0.1154756044064588
MT1A,0.3498973373655801
OSBPL10,0.01386190941576215
LIPT1,0.01359911946246687
KRT6A,0.3018917081526241
TMX4,0.01368325431255709
DPP4,0.17028095635170673
TRIM59,0.0142729653771198
SERPINA3,0.6521679866667907
DNAJB6,0.01438342889424665
NKIRAS1,0.013630146879213026
HEYL,0.019762007439142346
ABL2,0.013753770406375005
E2F5,0.013717989682445256
CXORF38,0.013615687833054942
MYBPHL,0.20147322893137115
KPNA2,0.015334172909318884
MOXD1,0.18470138919365084
MTHFSD,0.01918752410378459
THAP10,0.013686490876457822
DENND3,0.013941454350538663
HTRA1,0.014386850869452144
ZBTB11-AS1,0.013635928431737774
CROCC,0.01406539437279281
SEH1L,0.013842702072534574
NOTCH3,0.014388500701698255
SUSD3,0.014544180332998334
TMEM40,0.12178799575529492
SMAP1,0.013739509890489186
MATN2,0.06095613356436546
ZC3H3,0.01400043694243385
PAM,0.01382105758664803
HOXD8,0.04219221398754436
TAP1,0.014827977179787935
LSM4,0.013700260269717596
CD68,0.016492367683028367
IQSEC2,0.013744882668520461
PRKCD,0.014000427214401449
ACBD3,0.01375171483092946
RTN4IP1,0.013974719556237358
TWF2,0.013699278550878612
PNPLA4,0.014940444739294257
LRFN4,0.016813433974177762
ZNF273,0.01533326528959612
ATXN1L,0.014192306994199601
TPRG1,0.016916898026125875
STARD10,0.013825328593386624
RSBN1,0.013684348821950012
CELSR1,0.01401021093898031
IKBIP,0.013809024533683002
OCLN,0.014432099183757449
ULBP1,0.067091235561369
DSN1,0.014014050031200277
BAG3,0.018721615395630442
RPH3AL,0.014466332624892433
PRDX5,0.013680082561511035
C8ORF34,0.026837680462423793
RHOQ,0.013680490950714122
SLC3A2,0.013716046682567503
ZKSCAN3,0.013719663134750924
RRM2,0.5894532419053622
SORL1,0.015978488508309317
WDR54,0.015950061959093747
GPSM1,0.0146124945585293
PITPNC1,0.014614879977578304
DCAF10,0.013741542971919771
COX17,0.014036622268205335
CDCA4,0.01405154876846633
GNG11,0.054278504165190325
FGF1,0.03172452741382038
BMP8B,0.014574335899093028
HOXC5,0.04439933300002113
UHRF1,0.11233675233768979
LRPPRC,0.013818396661581054
MALT1,0.01381741098153012
IKZF1,0.014648861398541276
ZNF630,0.014105460981277615
KIF2A,0.013725584181287555
COMMD5,0.013897391200570687
PSMD11,0.0138739876965518
ZNF121,0.014360773175914887
TLR2,0.08924546639650631
MSI2,0.01366988123796297
PRPS1,0.013706667313511372
ZNF341,0.01365917874222308
CIITA,0.030407996233504726
DNAJC19,0.01390988170155683
MYH10,0.017765229117909585
DAG1,0.013837503117791689
TNKS,0.013740369059055667
LPL,0.6398374925430972
RAB11FIP3,0.013686160317566877
VGLL1,0.0961063781675903
PAN3,0.013683904897867506
GPR137B,0.013916851841183065
ZNF169,0.013639673794730611
TGFB3,0.021466698501176888
RFXAP,0.013676667688776234
PEX3,0.014062231134729436
CTBS,0.014140995998892753
SLC7A4,0.07922803453821463
ARRDC3,0.014550469668067053
CP,0.2685057418206523
SGMS2,0.01586596934970593
GPR183,0.04508083158298986
DCXR,0.015047462257453187
KBTBD11,0.02077178510070228
MEGF6,0.02244899971322552
P4HA3,0.0824218538146965
DLK2,0.02957764055393464
SLC5A1,0.19465116818091643
RCN2,0.013667754869855258
WNK1,0.013683988358306755
ARSG,0.014123467299922357
MMP14,0.014380821868548447
DNAJB14,0.013787177678606748
RFTN2,0.015931457757212962
VEPH1,0.07684447628850602
KCNK5,0.23852162813580535
TACC2,0.036230969435110894
TANC1,0.013705509039862913
CHIAP2,0.17493914041610453
CYLD,0.013817336109629368
ORAI3,0.013680165730930447
SPTLC3,0.024743593276556026
SCRIB,0.013701746667586485
ZNF511,0.01372247311193456
C5ORF34,0.019884512256009755
SLC16A10,0.026011228814218253
BMP2K,0.013628931665098857
SYNGAP1,0.013734521403174896
PIGV,0.01602227666425607
TMC7,0.01810593055474632
GALNT5,0.05487793876369126
FREM1,0.04389882829354928
TMEM71,0.05539663317843856
TACC1,0.0137991507391968
SH2B1,0.013814712160414234
CCT6B,0.01843164063014614
IFT57,0.01581073852376911
STXBP4,0.013706941738641064
FADD,0.014485556543966827
HLA-A,0.014542529571924529
GOLGA4,0.01382890996142867
SLC16A1,0.04270513200079603
HMCN1,0.03542105874565071
BMP1,0.015361765436580662
RCAN1,0.019233686311871834
IGFBP5,0.07410900599004752
DEFB1,0.5865100921844829
GPAA1,0.013715569595139462
SYTL1,0.015613292130479206
DOCK6,0.015510363095452135
SLCO2B1,0.015272197366462043
DNAJC28,0.014456110801486803
CEACAM5,0.5696565636166823
IGHMBP2,0.014001482228856377
TEAD3,0.013684470760639283
DKK3,0.016992980820743176
DST,0.016689320860014373
PPL,0.01598985149001974
POP7,0.013952914641200654
NAA40,0.013693729188255625
SNAPC2,0.01369600497185447
C9ORF85,0.013863878497357474
SLC45A3,0.01772280203382684
PAXIP1-DT,0.014514174066089947
WASH7P,0.015044018482503568
MYOM2,0.034822812964005884
PARP14,0.013897269296488924
TEX264,0.014322408784990012
KCNJ5,0.052769807963656594
DDX56,0.013729563569652926
ZNF718,0.013804814841476495
IL2RG,0.01843743165585197
SHROOM4,0.027111026815909166
IRF3,0.013714076027764404
TSEN54,0.013774009681963543
ZFYVE26,0.013767547891399121
P2RY12,0.051811870555735405
TMCO6,0.01362915318528045
PDE3A,0.03440053823233689
ESRRA,0.013703667698153474
XYLT2,0.013679599321188715
TCP11L2,0.013742483816675654
ZNF749,0.01382450814169969
GMCL1,0.013695001951008676
ZFP37,0.014212602567486885
NHLRC1,0.015286934932379747
MAP4K1,0.018344816087422215
FAM78A,0.012313994816601542
HIF1A,0.015465595492442879
NOXA1,0.02858794544533376
MAN1A2,0.013724282072665775
LILRB2,0.08949109831325396
CTNNBIP1,0.013902665173315046
CREB3L1,0.11236049136002761
TMEM117,0.014163258804777585
SYBU,0.05857581419298272
ABT1,0.013712126951640332
SFXN4,0.013814509336530386
ABCE1,0.01375805201540285
PRDM8,0.01744214908713936
UCKL1,0.013707738878773712
SPOCD1,0.1474599375533219
ENOPH1,0.013773397307698112
FGA,0.4110572597564425
HEMK1,0.013755563417617163
GEMIN8,0.01366907807447585
XG,0.05553015503890325
ALOX5,0.03170673282448302
ZFP62,0.013923200066909044
MFAP5,0.5212864924135706
BMPR1B,0.021690017218862143
IKBKE,0.014002692926028338
INPP4B,0.017223450607878756
ALOX5AP,0.4590748357746138
SH3BGRL3,0.013940134425642667
TFDP1,0.014114657276014703
PPP1CB,0.013817092858901396
CAMLG,0.013763651910554283
NBPF15,0.013916245584813887
MAP7D3,0.01434113316698437
DIP2C,0.013830498443673539
ZNF331,0.03570363639092162
NDUFS1,0.013743911725927599
ABCC4,0.016940773730718662
SDR39U1,0.014042711074094348
ANKH,0.013749519125556164
CASZ1,0.014171553663661322
LRP8,0.01775212178351286
PWWP3A,0.013712315691209344
DEXI,0.014082255293924071
ABCC3,0.04327704254279657
CRIP2,0.014992999414912327
ARMC6,0.014013057323730859
ANXA6,0.013736707814124359
BCDIN3D,0.013927707287451662
NANS,0.013700736015217152
GTF2E1,0.0262660656359424
RHCG,0.16583527304940882
PDLIM2,0.014215765007843224
SBDS,0.013685001341625282
TRUB1,0.014509017960905061
FAM3C,0.013709019040880416
FBLN1,0.04353371480405311
TMEM120B,0.013851684335631522
POLR3B,0.01439291606120063
LMNA,0.013940619315837567
LPCAT1,0.03720201053595035
ARL4D,0.11363336540581741
HNRNPH1,0.013802075352480823
SPINK5,0.12221390277596467
DTX4,0.014018273747708058
IL17RA,0.013901490339994568
ZCCHC10,0.013687947026022688
POLE,0.01423839146279109
PDGFC,0.01400833042171185
PNPLA2,0.013974769081354784
PNOC,0.031174468082028957
DENND2A,0.02993775380725391
B4GALNT3,0.06393773628432901
CUTALP,0.017513772349222845
TMED3,0.01376146905428768
CDH5,0.015702364521619053
ATF1,0.013701905615567701
DIXDC1,0.013753285601039111
ALDH1L2,0.037854792145156996
SRGAP2,0.013667477471800148
MRPL36,0.013692801053593816
CANX,0.013687137659003264
SMC1A,0.013705239959387473
AK3,0.013678564272553435
HSD17B7P2,0.014407070586928816
TJP3,0.025085329816545033
KLHDC2,0.013672744323191582
KIF4A,0.17493093416705868
PTER,0.01413693098494645
MMAA,0.013653120221537486
TICAM1,0.01370699649791934
TMEM184B,0.013715611568514733
GADD45G,0.09192290860197315
TMEM91,0.015496341993028384
SEMA3B,0.2580086680249066
LRRC3,0.014834389772384129
VTA1,0.015324709905296902
ZMYND8,0.013675877784210066
ZNF625,0.014870822447363465
ABCG1,0.014191101618933121
CCL19,0.5057409184747702
SLC39A8,0.018234279145337744
YIPF4,0.013827772114070594
FBXO38,0.0138533709765881
MAN1B1,0.013691135750672826
CD59,0.013715679919826819
ATP1A1,0.01491622180025673
FAM86FP,0.013896961005001764
AP4B1,0.013822451656353454
B3GNTL1,0.014007466839126197
WDFY3,0.013737012015116087
LRRC37A3,0.013711015005148581
BEND5,0.027271237982873398
OGFRL1,0.014512034099711484
PRRX1,0.03644732877058108
LMAN2L,0.01370832620971537
DHRS12,0.01362122447452281
MCM6,0.014557797327655948
HERPUD1,0.014201629923129858
SPIRE1,0.014311827714142645
PARN,0.013750711818132581
ZNF266,0.01427916509690251
PALMD,0.04192443569047975
LRWD1,0.01381698330415189
GLIPR1L2,0.02688709143081086
B3GNT2,0.013854871041564576
ENO1,0.014237601651926852
DAAM1,0.013695683895463925
CA8,0.06480627347654139
BAD,0.013731285679669827
C4ORF19,0.05393140121540238
IQUB,0.02745368275594887
SERINC1,0.013683512691205322
AADAT,0.016950999118903836
MPHOSPH9,0.01390325841067667
ARID4A,0.01369411747446399
ACTR3,0.013752128684626615
CMYA5,0.015248967977992611
PHLPP2,0.013662711412112312
DDX60,0.014759492151570314
APEX2,0.013693849397902113
HOXA3,0.024645416825031807
SHOX2,0.035870878136940156
UAP1L1,0.014286526615552679
KCNT2,0.034662101483491706
BRSK1,0.018451521642897595
OGG1,0.015063664633739218
OFD1,0.013837712403527578
KHDC1,0.01371247340327485
APLN,0.12223004674832834
XKRX,0.05934127097829293
TALDO1,0.013713936345487959
BRIX1,0.013716349306444985
LIFR,0.030888273613201254
VDAC1,0.013678684951790086
MCM3,0.01383831967343171
RAB43,0.013744013610118398
FN3K,0.013807226019421762
CKS1B,0.014906793384897019
ST14,0.014732024370257918
STX3,0.013885558972173216
CCDC159,0.01370256459127344
NOD2,0.013899051681069563
MAP4K4,0.013670524832892614
ZNF514,0.013805836849592822
ROR2,0.04337529267366333
CORO2A,0.013777582995022138
YPEL5,0.013690175974462078
SMIM5,0.028601135970267998
LLPH,0.013760499319258887
NUP37,0.014907008317477185
CERK,0.01382930054016354
CILP,0.31655654925517135
CAMK2N1,0.3849128963396044
SAAL1,0.01401883016169481
CXCR6,0.050909482396291804
ZNF570,0.013698362188091446
AP1S3,0.014139867265414434
LMAN1,0.013696500468171701
MLLT6,0.013706336899405114
TRAF2,0.01381040813686454
CDC40,0.013717330613058056
C1ORF116,0.10030159901438461
E2F1,0.06101819293896764
NIPSNAP1,0.013975891378424773
SETBP1,0.017320676603967307
SPATA13,0.014035909110173753
ABCA7,0.015301660367576365
IRF8,0.01506062042846538
CCDC8,0.035774361059315
SLC15A2,0.03212205945576644
BRAF,0.013615975931090731
TSPO,0.013737474661992634
LIN37,0.013735645900442314
GBP3,0.08462584863062704
SORBS2,0.037900333786991446
DCAF15,0.013740870495392297
PTGR2,0.013672217559386761
NEDD8,0.013692721349749361
RIBC1,0.021672555966406718
ASH2L,0.014119305440750893
ULBP2,0.06030902996919845
ZNF267,0.01498565422324832
FOXP1,0.013732080113265556
KNDC1,0.12331657939046674
ZNF219,0.013994039664044833
GNL3L,0.01374605145282898
DISC1,0.013724692434298554
NUBPL,0.01366403453257662
PDE9A,0.016881860326832112
SLC9A5,0.022087544339219823
DMKN,0.025564857151196805
WDR4,0.013624347200159204
XIRP1,0.09080469378826667
FCRLB,0.014650488570264195
CCDC90B,0.014502692728476714
FKBP14,0.01365100157015227
MACROD2,0.14126314543562443
ST3GAL5,0.025178618198785183
GBP1P1,0.04461352425945804
SH3D19,0.013842951688634591
KRAS,0.013689002068415964
B4GALT4,0.013821646094702166
CXADR,0.0158628861725603
ADAM12,0.12818081905431736
LPAR2,0.013953433943191696
CXXC1,0.013680983795846396
WFDC2,0.13771037929305796
PCNA,0.0156675001027055
GPNMB,0.0549469987588488
IFI44,0.11135580970922977
PPP1R12C,0.013746534376394729
FKBP11,0.01414015995370378
PSME4,0.013693711146728002
PSMB9,0.02143915407792106
SMN2,0.015115580604595813
HLA-DRB1,0.03002793123234395
MYADM,0.014387146255532004
PPT1,0.013675688775432883
RPS5,0.013854717288059743
CCNE1,0.03879590724086597
FGD2,0.019771239491627485
TMEM139,0.055594903639367234
FHL2,0.051894470243817443
TBCE,0.014871663669063456
ADCY1,0.021139973560827374
PIK3CA,0.013710942439654561
PLEKHG2,0.020003540373330804
GFRA2,0.024594612200543254
FAM117A,0.013872089573906416
DDX49,0.013843638508369366
LRRFIP1,0.013686888475809235
PEA15,0.013986548878682106
ANGPT1,0.08367154915633718
LY6K,0.14318822135214515
CRELD2,0.01396121942352035
TMEM185A,0.01399930813248945
PLEKHA2,0.013809330671269068
PRR12,0.013718733284658809
CDC20,0.6582290975163728
FAM50B,0.02882413276706722
AMDHD2,0.014217138223503964
ZBTB34,0.013712307103575249
HEPH,0.016685770726978407
AGAP4,0.015101124597836553
TMEM154,0.01412892540118209
REEP4,0.013947131473483783
TMOD3,0.013680097789079573
BRCC3,0.015833173132045228
PPM1L,0.019072261278758194
BCAM,0.015440759880235242
RNF145,0.0137027397872888
PLEKHG3,0.013784332603528102
KCNA5,0.6419376435823199
KIAA1671,0.013914508897672935
KCNA3,0.029677800569146092
BAMBI,0.23625581064166698
COX5B,0.013788739461427677
SYNGR3,0.027559193781905543
KCNK13,0.017244980483270767
SLC25A36,0.013837012479309112
IL2RA,0.10417846460297583
CEP68,0.013686855709483019
BAZ2A,0.013700842296644406
UPP1,0.014376309626120245
SSH2,0.014694972587225855
MTX3,0.01408356597096893
THOP1,0.013781942177753904
TNFAIP8L1,0.01396841870102603
RBM6,0.01398504418767051
ZNF462,0.018477823795054298
GKAP1,0.013676912313530038
EIF4EBP1,0.04050023494451883
KLHDC9,0.028024659096822932
C2,0.10661918946782771
C4BPB,0.1892248437164381
PIGZ,0.014135231680660804
VWA3B,0.15053196356469656
GCNT2,0.013900441161688868
CAMK4,0.02144297279650386
TRPM4,0.014188641024347052
PPIB,0.01369485854665321
PPAN,0.013742633629196074
BTN3A1,0.013943286068818344
SYNE1,0.017534538278927914
SPPL2B,0.013744522230591114
GLS2,0.023248468328845473
ARMC9,0.014115833082322938
CA11,0.024127180911330422
ZNF584,0.013651997543025561
MCC,0.014035037742306892
ABL1,0.013708444943293699
IFIT1,0.2887946204243364
SMOC1,0.11910685532055074
GLI2,0.018867767928947544
CCL22,0.09971403124752733
POP5,0.01387645115938468
ATF7IP2,0.013968010785107558
POM121L9P,0.028062569732670548
PCDH7,0.03599943474802492
ZNF180,0.013906914044811002
EIF2AK1,0.013704775717349845
PDE1B,0.023620973226653498
ALDH1A2,0.24583094071052847
FUCA1,0.014025779450242937
TIGIT,0.023156195816398235
ASPSCR1,0.013691560521510101
NCDN,0.013743845941203531
ALDH3A1,0.45052795435290105
ZMIZ2,0.013691228332574981
RPS6KA3,0.013671032623002548
PCMT1,0.013688945307141182
PKN2,0.013665515756708943
SERTAD4,0.020440529160513105
DNAJC12,0.13123514855269444
SECTM1,0.019424208801470205
EGLN3,0.39532429045249184
YIPF3,0.014352898457621482
AKR1B1,0.018163230566595384
NHP2,0.013712250103571053
EPHB4,0.013888585598948788
MRPS11,0.014794470618233463
COL5A2,0.10518531847950598
STMN2,0.05312270267283974
SP6,0.07899333963359417
NHS,0.021716376982997842
PFKP,0.019365824391749872
PIK3R6,0.014687214468378673
SUSD4,0.020436233454573533
MTMR11,0.02487504992967315
C3ORF52,0.01389294693383783
ARMC5,0.013721686154470294
SMC3,0.013695925771072669
ZBTB9,0.013900667656434452
SLC1A4,0.013764616758273791
ZNF84,0.013744700359533298
UNC119,0.014651735491289177
RNF170,0.015194992512825897
ZMYND10,0.15077153251959188
FLNC,0.22137787606881093
ATRN,0.013676030165873328
LTBP3,0.013703568479339016
ATP2C1,0.013689849452628374
ILF3-DT,0.013900032419020327
EIF3E,0.013951414432128526
OSBPL6,0.019675203986421527
CCHCR1,0.013693196456379763
KLHDC7B,0.1281919605696823
CLN3,0.014177838081920755
PLXNC1,0.03470556435373314
NEFH,0.07732450153688657
ACTR3B,0.013810252354346964
CALD1,0.01406749386032443
EML4,0.013900470515053227
WNT7B,0.04614678377887689
ATP2A3,0.01922593328868231
SLC22A15,0.014595674719694333
ARL16,0.013704500861132498
DMC1,0.0273885903598492
ATP2B1,0.01370081560041722
ALB,0.7452857619953429
MTHFD1L,0.015083196558492086
ZNF501,0.013877224099020364
FCER1A,0.3244394193373031
NFIX,0.017759073954310645
FBXO4,0.013615452990898405
DKK2,0.06750168095851193
DLC1,0.02790318986691188
ARFRP1,0.01374977897089096
CPPED1,0.013688558383453625
PYROXD2,0.03728687371515525
TECR,0.013715336699892737
PEG3,0.020001159808203585
PYROXD1,0.013741444734308576
DBT,0.016630231422936785
MCM10,0.10309929661426541
GRAP,0.015197418230300125
LRRC43,0.03762107187629814
ICAM3,0.014651316726522534
COL5A3,0.23634156445832197
PEMT,0.013855669474558567
YBX2,0.05647855294228385
ANKS1A,0.013711577805581033
ZFAND2B,0.013700966781390728
C14ORF119,0.013848054222683925
TREML2,0.027830383226713128
COMP,0.47995311265295115
AEBP1,0.0285324377317825
CST2,0.0797355617678725
ARL4C,0.01408903370602036
DNLZ,0.013981079751977387
GRID1,0.026017297643570393
UXS1,0.01368712640599073
SH3BP5L,0.013782379406057109
NFKB1,0.013908387858372935
RNF115,0.013752668550678759
MEIS3P1,0.013941384590197198
DDX28,0.015774847636662905
GPR153,0.028347552531290874
POLR3G,0.014424047719575638
RORC,0.05691691603605344
SHISA2,0.20151280548814737
FEM1C,0.013902246343540432
OXCT1,0.015553142802364554
EVPLL,0.02855243538877012
BHLHE41,0.09124974019055952
CNOT3,0.013696521162143167
LYST,0.0137525368810374
FAM168A,0.013809817036390464
GPM6B,0.054714352182708356
MLPH,0.24387324935424393
ANKRD12,0.013693048406306828
AARSD1,0.013671363823016298
STAC3,0.013205568136572362
TBRG1,0.0136913063644652
RPL26L1,0.013653111083162042
ANGPTL2,0.01818355744171415
EXOC3L2,0.024058837786275065
KIF19,0.048765108991730616
RABL2A,0.01494550465098627
FMNL2,0.013879087146055543
ENPP4,0.013945114697071744
RPF2,0.013704742793229849
PLAG1,0.019667927613101356
CA12,0.28231536705539717
NCAPG,0.30684251605733176
RAB11FIP1,0.015126277200015388
ASB2,0.03897026081954914
THOC6,0.014023985414190563
ULK1,0.013727117858998616
CD300C,0.0189580994784659
ELP3,0.014548464005992627
CSGALNACT2,0.013951551115672891
CAPN9,0.14340288336998747
HSD17B2,0.06850372506139935
NAP1L2,0.024259216249871967
COL18A1,0.014765568781631579
SASH3,0.012515105286584505
ZNF692,0.014384450500931286
ARHGAP15,0.014300093573227566
GAS1,0.15305497066570328
NPC2,0.031063441647160295
PKP4,0.01370187821086422
ZNF77,0.013583412935270666
PID1,0.028166987183270858
ZNF629,0.01454159345223432
OAS3,0.019558916731386548
SGPP1,0.013761142574775382
TECPR1,0.013705607266331016
NSA2,0.013977772248520657
PRSS21,0.2885843191704208
SMPD1,0.013687384879336371
STAG1,0.014017986623505304
COPS2,0.013699348034533251
VWA5A,0.014293147496526763
PNMA6A,0.03098098185227221
FAM120B,0.013869878952543203
SFXN3,0.01370585264370652
TOMM34,0.013919282688599065
NR1D2,0.014809806939889364
SERPINH1,0.017817742312435228
COQ2,0.01365726175719619
KLHL23,0.01397813575961359
GMDS,0.013920035076312358
KIAA1549,0.09145450806962883
RIN1,0.01606748039245592
CD209,0.07558069412283062
FAH,0.01481527149340762
C17ORF100,0.013642140807353783
IRX2,0.18622820110708482
ZC3H12D,0.015721423148011726
C1ORF210,0.0201882846118429
COPG2,0.013683667138293002
BHMT2,0.08899175530725313
DOK7,0.03298636246543477
SOD2,0.016803303823134018
RERG,0.03916070677741581
TNFRSF14,0.013772481017483688
SCLT1,0.01424739314687352
DHX58,0.014193006305404062
ZNF397,0.013630819804504327
C15ORF48,0.38925331048539796
PPP1R16B,0.025101430679303614
EMP2,0.017503179050637262
SLC35B2,0.013676095029317405
BEND7,0.018385571824159116
NGRN,0.013764329125501115
MAST2,0.013675333664839308
GFRA1,0.05712657060479573
DHCR24,0.01737732211265344
ZNF432,0.01404021047743845
MYLIP,0.013925448239054613
AGTRAP,0.014590760566775097
LINC00663,0.013681021090375214
RMND5A,0.013667252512611439
SUGT1,0.013761094982954084
IL20RB,0.072600316236384
CD2,0.03416683027922298
DOCK10,0.018183295441504203
UTP15,0.013975700307823923
STARD5,0.014882860848898984
PIGL,0.013934546634156428
MAF,0.014618122601279418
KCNN4,0.2804275290916881
PGM3,0.013861385924101263
DLEC1,0.06980387211765643
CLIP2,0.014081001678269017
YKT6,0.013693969416596214
DDIT3,0.02208078723411674
ANKRD9,0.014792462478021334
KREMEN1,0.01420539986974507
CNPY2,0.013820225443076099
LOH12CR2,0.01410761671472048
STYXL1,0.01370574752955781
GHRL,0.089671508540258
SPP1,0.5817362255153792
GNPTAB,0.01366567001032793
NEURL1B,0.028634722647801307
FANCI,0.02177333888675395
JMY,0.013756827567780634
TMEM104,0.013757464854389567
ZNF32,0.01376310827882692
KSR1,0.0149409214135281
ZDHHC9,0.014058722222663451
NME7,0.013642113065574528
SECISBP2L,0.01370071348679494
LRRC2,0.026722715923534292
COX6A1,0.0137921847774675
TSTD1,0.014140890882750905
AMDHD1,0.033171316812037235
ARL15,0.013781585638172288
NPIPB5,0.017911436209509843
LINGO1,0.019616908820363967
PLXNA3,0.01370686241891817
CGN,0.017337751865011353
NUPR1,0.015384685241709904
NOMO3,0.014396236982091418
CLTA,0.013687458565920461
GNAI3,0.013709212295779028
SDCBP,0.013683154988335344
WDR31,0.013858853488772365
WDR6,0.013793672601584614
DUSP23,0.013805963719803345
TP53I3,0.014108136319941025
WWC1,0.015526920728199972
STX1B,0.023049208055137917
NDUFAF1,0.01436589159327872
ZNF133,0.01363537521122165
IKZF3,0.025679698593912132
PUS7,0.014042229027155621
BCKDHB,0.013667550666840205
ZNF385B,0.127502807712385
SLC2A6,0.02543857084427891
ECM1,0.02815173811065962
C3ORF62,0.014186698522562814
BCL3,0.01707065319715653
SLC11A2,0.013956344157965163
RAB3A,0.014172187275417962
TRIM5,0.01389839824375675
HEY1,0.12470208188828417
ZSCAN16,0.013691233193523186
CAMTA1,0.013742064437012366
SERTAD2,0.013734712058855833
ITGAL,0.020220208414334882
KBTBD4,0.013757576697585105
PRPF6,0.01383271885016114
NSUN2,0.013686668362060523
RBM33,0.013788092358653357
EPHX4,0.026492686097882228
YLPM1,0.014013153229659438
PTPRN2,0.024240876271879257
MSH2,0.01485207539987931
