gene,mean_tumor,mean_normal,log2fc,t_stat,pvalue,pvalue_adj,neg_log10_padj,cohens_d,significant,direction
HMMR,7.775370815821872,1.1382446211246025,6.637126194697269,100.52152555231785,0.0,0.0,300.0,6.311408057330878,True,up
NLN,8.696793452536614,2.0615172699821156,6.635276182554499,172.42732461678855,0.0,0.0,300.0,10.668909655677963,True,up
PLEKHA5,9.54640028350873,2.9138097364421407,6.632590547066589,160.11937558911524,0.0,0.0,300.0,10.013201309528199,True,up
MBTPS2,9.11675737766559,2.484906212954351,6.631851164711238,229.09829803835981,0.0,0.0,300.0,14.147331436882466,True,up
HOOK3,10.4501692842281,3.818452219438854,6.631717064789246,188.87254882032644,0.0,0.0,300.0,11.945421070936325,True,up
DEXI,9.146223627111702,2.515852492423169,6.630371134688533,239.1870969272917,0.0,0.0,300.0,14.654248962484814,True,up
KIF1B,10.48945655137046,3.8600055936125264,6.629450957757933,228.72938015903486,0.0,0.0,300.0,14.302016271412793,True,up
TRIP13,8.277168506410442,1.652279727117804,6.624888779292638,91.94499750754468,0.0,0.0,300.0,5.7245949072046125,True,up
NOTCH2,11.72331743718568,5.099650141326631,6.623667295859049,172.7487859633433,0.0,0.0,300.0,10.939802442160689,True,up
SLC38A1,10.882894575508674,4.2612520337510915,6.621642541757582,120.77976685086507,0.0,0.0,300.0,7.7065609172312985,True,up
ERMP1,9.762450208419606,3.1435614572125146,6.618888751207091,167.9867170498657,0.0,0.0,300.0,10.614463070024875,True,up
FAM111B,7.556956047527245,0.9391505303956386,6.617805517131607,104.51120996885115,0.0,0.0,300.0,6.489039367610902,True,up
ME2,9.635294769653921,3.0199743440516134,6.615320425602308,217.33431040422377,0.0,0.0,300.0,13.517942341402527,True,up
HSBP1,11.207952810587601,4.59374877570175,6.6142040348858515,203.10441070054247,0.0,0.0,300.0,12.718621736999165,True,up
MMP24,9.357653879167026,2.748747016808705,6.608906862358321,111.64647614620907,0.0,0.0,300.0,6.737391705168823,True,up
STAU2,9.98362090494436,3.3756189256822706,6.608001979262089,201.83672034796675,0.0,0.0,300.0,12.5880046454594,True,up
CHML,9.45922690531118,2.8525525219630095,6.606674383348171,127.3821908868998,0.0,0.0,300.0,8.17054335806033,True,up
EFNA5,9.094932771215651,2.4885809606246827,6.606351810590969,108.9028478241295,0.0,0.0,300.0,6.971017416455435,True,up
TFCP2L1,9.81518380865261,3.2102417760132904,6.60494203263932,69.2260615228045,0.0,0.0,300.0,4.225363718924064,True,up
GNAS,14.402081785616728,7.798813771620377,6.603268013996351,227.4959245281828,0.0,0.0,300.0,14.311409129896358,True,up
FANCI,9.171513797802485,2.569825475529412,6.6016883222730725,142.0024753481048,0.0,0.0,300.0,8.871974463448701,True,up
APOL6,11.04000118365143,4.439811433802265,6.600189749849165,166.96911737598495,0.0,0.0,300.0,10.470117137135635,True,up
HS3ST1,8.302763965961026,1.7048227270056517,6.597941238955373,101.3499309594306,0.0,0.0,300.0,6.442079160462685,True,up
DBT,9.20496331053749,2.6070403206098995,6.597922989927591,200.58117747829797,0.0,0.0,300.0,11.944509113614593,True,up
AIFM1,9.93136010944574,3.33350431916136,6.597855790284379,227.8813169245173,0.0,0.0,300.0,13.82747354202465,True,up
ORAI2,9.994702923824038,3.39856226908939,6.596140654734648,181.27783521784394,0.0,0.0,300.0,11.343408664254563,True,up
PSD4,10.345557708772853,3.753746659521955,6.591811049250898,201.16904015912274,0.0,0.0,300.0,12.398574059331272,True,up
SLC12A2,10.161354839176967,3.5715604875133535,6.589794351663613,115.2566354241449,0.0,0.0,300.0,7.316010479117187,True,up
HS2ST1,10.045113211895794,3.457339550448519,6.587773661447275,197.13425172952194,0.0,0.0,300.0,12.172954821507737,True,up
ALDH5A1,9.314970094444565,2.7283850378596624,6.5865850565849025,138.49677360418062,0.0,0.0,300.0,8.56485250500652,True,up
PARP1,11.911227503949144,5.325580425862185,6.585647078086959,220.91430928093772,0.0,0.0,300.0,13.500774644904974,True,up
TNFRSF21,11.865268058282854,5.282382741008877,6.582885317273978,138.53234698789538,0.0,0.0,300.0,8.628367169557745,True,up
STIL,7.75237885298086,1.1705894524667049,6.581789400514156,137.83454720362786,0.0,0.0,300.0,8.743520258391811,True,up
ALDH18A1,11.11698798281878,4.537581845633206,6.579406137185573,199.45318642387545,0.0,0.0,300.0,12.034045388410478,True,up
PLEC,13.225554512442878,6.6468537389128,6.578700773530078,137.5562993291539,0.0,0.0,300.0,8.800526261297543,True,up
TFAP2C,8.387166790614794,1.808577859573704,6.578588931041089,107.63906219644824,0.0,0.0,300.0,6.809264160575962,True,up
ITGB6,11.252775579126975,4.674582534887604,6.578193044239372,84.86595917213049,0.0,0.0,300.0,5.2516441205150945,True,up
SORL1,11.078221610409132,4.5057681840237915,6.572453426385341,109.9696908930192,0.0,0.0,300.0,6.93733508485938,True,up
MRPS23,10.03950144885387,3.467134006553847,6.572367442300022,174.56115174348653,0.0,0.0,300.0,10.623705632890028,True,up
BTBD9,9.99732621659135,3.426866518706438,6.570459697884912,146.65648280664345,0.0,0.0,300.0,9.333783786513377,True,up
GPR160,9.429513014497456,2.8623006048598607,6.567212409637595,109.74006103115067,0.0,0.0,300.0,6.892679820172091,True,up
SH3YL1,10.100136072544883,3.5341766909266825,6.5659593816182005,172.62678226754065,0.0,0.0,300.0,10.943568071471564,True,up
MYO6,11.487948733794752,4.925357592599324,6.562591141195428,178.04285553582577,0.0,0.0,300.0,11.076089096258904,True,up
MMP15,10.792023041112204,4.2297732214806,6.562249819631604,120.24855406129348,0.0,0.0,300.0,7.492652949501552,True,up
STS,9.547294330438259,2.9882066343095794,6.55908769612868,129.5803879115095,0.0,0.0,300.0,8.271560762337652,True,up
DDX60,9.535781217052739,2.9810135006521707,6.554767716400567,123.36975908963925,0.0,0.0,300.0,7.825692991383944,True,up
TMEM45B,9.774699391845754,3.2220542753086305,6.552645116537123,92.08810769664751,0.0,0.0,300.0,5.698697901965391,True,up
PLOD2,10.683349363996086,4.132814448955468,6.550534915040618,94.94217935457279,0.0,0.0,300.0,6.039579741614219,True,up
TNPO1,11.196009514358957,4.650104851864944,6.545904662494014,248.52761383213291,0.0,0.0,300.0,15.346296099185361,True,up
NAV1,10.01722917572273,3.473134348047916,6.544094827674813,132.8760934195443,0.0,0.0,300.0,8.274817930041175,True,up
SEMA4B,11.847190837993953,5.303239092887174,6.543951745106779,139.65064168068594,0.0,0.0,300.0,8.708273702068562,True,up
NCOA6,10.552885453327608,4.010523793043451,6.542361660284157,222.15455858295078,0.0,0.0,300.0,13.866133286471216,True,up
HKDC1,8.072011399613423,1.5309456510039892,6.541065748609434,64.92220043670446,0.0,0.0,300.0,4.034737390183462,True,up
GYG2,7.639937588842,1.0993813443770066,6.540556244464993,99.80742997549864,0.0,0.0,300.0,6.36958891821053,True,up
MRPS33,9.355366623555375,2.8161886700334566,6.539177953521918,175.77919936005455,0.0,0.0,300.0,10.688684355031512,True,up
ZWINT,8.992247755662827,2.4544782661483393,6.537769489514488,104.4910900554108,0.0,0.0,300.0,6.317488975363949,True,up
KPNA2,10.95046664730905,4.4137459778338854,6.536720669475164,130.14634043792853,0.0,0.0,300.0,8.099089007445306,True,up
CEACAM1,9.86768586159123,3.3325176820828974,6.535168179508332,100.07484624182412,0.0,0.0,300.0,6.182887786637924,True,up
DLG5,10.47257585542083,3.939229133261453,6.5333467221593775,170.94980491520982,0.0,0.0,300.0,10.5637313429563,True,up
CTSB,14.745376135000527,8.212428859588341,6.532947275412186,149.35291586457495,0.0,0.0,300.0,9.060176334006833,True,up
STEAP3,10.574828832796433,4.041960252417939,6.532868580378493,110.99780965537207,0.0,0.0,300.0,6.771232350677509,True,up
GPAM,8.607287870128168,2.0775677855643675,6.529720084563801,125.52133583097141,0.0,0.0,300.0,7.592865971908988,True,up
OSBPL10,8.975262122105987,2.4464143501046465,6.52884777200134,181.912811834788,0.0,0.0,300.0,11.380861354248728,True,up
AAK1,9.688479944850691,3.161614077715663,6.526865867135028,220.39250536389937,0.0,0.0,300.0,13.829085057231019,True,up
SVIL,10.757870440861934,4.232308820259331,6.525561620602603,170.73064412890187,0.0,0.0,300.0,10.732746799634054,True,up
FAM89B,10.195054218000818,3.672339942495806,6.522714275505012,188.59225028625343,0.0,0.0,300.0,11.488555164083643,True,up
PDIA4,13.16485971286512,6.642814077812056,6.522045635053064,149.83051220629926,0.0,0.0,300.0,9.002711779771483,True,up
ZNF268,8.306979974636292,1.7873020368645776,6.519677937771714,197.74298900893842,0.0,0.0,300.0,12.166666251252575,True,up
GNAI3,10.94384835495884,4.424906649328033,6.518941705630807,251.80568408879336,0.0,0.0,300.0,15.320958968140973,True,up
PCLO,7.137914544158259,0.6204836029351289,6.517430941223131,104.65099155244728,0.0,0.0,300.0,6.780892995560426,True,up
UMPS,9.206944325831133,2.689939060335971,6.517005265495161,191.47290235859117,0.0,0.0,300.0,11.269279306044316,True,up
SLC25A10,9.62412641557856,3.1087392685404476,6.515387147038113,133.13055707406411,0.0,0.0,300.0,8.113647738263884,True,up
CHD6,10.206902646273539,3.694300055764763,6.512602590508775,172.81454031188946,0.0,0.0,300.0,10.811129559999436,True,up
EXOC5,10.236454213975525,3.725761472493007,6.510692741482519,237.42901923631817,0.0,0.0,300.0,14.612626562647023,True,up
SLC5A3,9.910871400431299,3.4017906710351995,6.5090807293961,124.27048295649067,0.0,0.0,300.0,7.600741883016395,True,up
RNASET2,10.432598272183496,3.9235336612411693,6.5090646109423265,164.3165766685982,0.0,0.0,300.0,10.378519296423047,True,up
BPTF,10.643916786436627,4.139972689847433,6.503944096589194,203.9864636173429,0.0,0.0,300.0,12.677236936760861,True,up
NCOA7,11.255940546822425,4.75452557204304,6.501414974779385,119.00265684641758,0.0,0.0,300.0,7.421341670034872,True,up
ERGIC1,12.396596850595701,5.895623017470501,6.5009738331252,206.16970652152344,0.0,0.0,300.0,12.94908440063462,True,up
DDX10,8.847017512714045,2.3469635451359334,6.500053967578111,220.9085304063383,0.0,0.0,300.0,13.628467058061318,True,up
SLC44A4,10.835452584118606,4.335644605983596,6.49980797813501,67.04668965612058,0.0,0.0,300.0,4.097354259985874,True,up
B3GALNT2,9.463000532392963,2.9635162401792363,6.499484292213726,217.27336794827167,0.0,0.0,300.0,13.522666278335443,True,up
CDK1,9.061289848726663,2.562359128763322,6.49893071996334,97.63352357458903,0.0,0.0,300.0,6.028860758031971,True,up
SLMAP,9.870560161199426,3.371852674038616,6.498707487160811,256.2936548434157,0.0,0.0,300.0,15.724364549532416,True,up
SLFN13,9.636765710271963,3.1385838818789837,6.498181828392979,116.44730172089224,0.0,0.0,300.0,7.233135025884984,True,up
PLEK2,8.191499967699572,1.6944499954805758,6.4970499722189965,114.08861847133501,0.0,0.0,300.0,7.199505711670836,True,up
SLC22A23,10.159832834474088,3.665638825611983,6.494194008862104,109.39903201190549,0.0,0.0,300.0,6.981242122543901,True,up
ILDR1,8.268437965223823,1.7760593113729668,6.4923786538508566,125.39577290912017,0.0,0.0,300.0,7.650088041314613,True,up
ATRX,10.505006293112245,4.014115951376715,6.490890341735531,200.89550944850123,0.0,0.0,300.0,12.307730796899287,True,up
HYOU1,12.42786301763397,5.93812789972133,6.489735117912639,152.91594762623762,0.0,0.0,300.0,9.142253937528897,True,up
PRCP,10.819146566589737,4.3297510322822985,6.489395534307438,194.96813064467617,0.0,0.0,300.0,12.102843844236018,True,up
PSMA5,10.8352161812807,4.345957651288007,6.489258529992693,219.21170725390058,0.0,0.0,300.0,13.595249675821332,True,up
SLC7A1,9.928524318061092,3.439677357982372,6.488846960078719,132.97551513290844,0.0,0.0,300.0,8.019494225285941,True,up
MTDH,11.765193158641916,5.2784158512657395,6.486777307376176,232.69321871076986,0.0,0.0,300.0,14.522817240888902,True,up
PKP3,10.578297098691648,4.092588129349014,6.4857089693426335,130.8599976850737,0.0,0.0,300.0,7.889711292604406,True,up
RORC,9.763277510685457,3.279017080070901,6.484260430614556,87.48228361156413,0.0,0.0,300.0,5.457751160811001,True,up
ITPR2,9.630948386101853,3.1474231001839845,6.483525285917868,142.97600861595328,0.0,0.0,300.0,9.195612368764333,True,up
KIF20B,7.956992261308717,1.4741824196715638,6.482809841637153,147.13027442733963,0.0,0.0,300.0,9.297981581389996,True,up
ZDHHC9,11.767044691704774,5.284478989761817,6.482565701942956,136.92619857477172,0.0,0.0,300.0,8.37015273830627,True,up
SLC12A8,8.682933995669014,2.2015890991021956,6.481344896566819,134.16032666904624,0.0,0.0,300.0,8.378673997331243,True,up
GTF2H5,8.97609131557985,2.4947582198543254,6.481333095725525,210.80719092740952,0.0,0.0,300.0,12.950083582893148,True,up
MBP,9.957949769272771,3.477694641244784,6.480255128027987,181.8356767819324,0.0,0.0,300.0,11.467859904646533,True,up
TBC1D8B,8.18262301451055,1.7040173450573395,6.478605669453211,172.5426040214743,0.0,0.0,300.0,10.745116944265778,True,up
LPCAT1,13.536116622782485,7.057820448971103,6.478296173811382,95.27393011567908,0.0,0.0,300.0,5.934012626936318,True,up
SMG1,10.996084942637518,4.5194641579852455,6.4766207846522725,204.32807373249165,0.0,0.0,300.0,12.715200569903674,True,up
ADAM9,11.966932420715988,5.490602694743499,6.476329725972489,150.67518029139157,0.0,0.0,300.0,9.551945184400692,True,up
ALDH7A1,9.893090064185191,3.417534590370058,6.475555473815133,178.61993196052435,0.0,0.0,300.0,10.998076616847491,True,up
COG6,9.120774965896342,2.64527337743956,6.4755015884567815,208.5273885886716,0.0,0.0,300.0,12.623386931578343,True,up
VTA1,9.69111408694645,3.217095450678108,6.474018636268342,212.10763461854384,0.0,0.0,300.0,12.725469710206687,True,up
SLC1A4,9.813500835645245,3.3399335143401903,6.473567321305055,141.30186044770218,0.0,0.0,300.0,8.708423847620187,True,up
AMOT,8.404337242293396,1.932314405013309,6.472022837280087,78.5295849492896,0.0,0.0,300.0,5.074154413082622,True,up
ATM,9.831705544343603,3.3622030716467974,6.469502472696805,185.27339148298816,0.0,0.0,300.0,11.419439899897295,True,up
LMBR1,9.84552913852218,3.377064042932691,6.4684650955894885,238.88667590012952,0.0,0.0,300.0,14.795696195173608,True,up
DHTKD1,9.923284435351425,3.4564108185345592,6.466873616816866,175.59841173399536,0.0,0.0,300.0,10.708512752502745,True,up
TRIO,11.039393534300403,4.574239181504503,6.4651543527959,155.78244580622393,0.0,0.0,300.0,9.922288185041332,True,up
GPRIN1,7.4770489760567855,1.0126489268600856,6.4644000491966995,118.72764384244488,0.0,0.0,300.0,7.641994163698198,True,up
ACSL3,11.070037455727759,4.605930426870802,6.464107028856957,206.80524279891262,0.0,0.0,300.0,13.031199697157117,True,up
TTC9,9.462420527371027,2.999198300595105,6.463222226775922,122.02140185773219,0.0,0.0,300.0,7.75516615224908,True,up
TP53TG1,7.895230358099502,1.4364727121090681,6.458757645990434,153.35762571593096,0.0,0.0,300.0,9.815036427780868,True,up
NBN,10.197230806248797,3.738524921119365,6.458705885129431,215.6330103794844,0.0,0.0,300.0,13.469471374032276,True,up
OLA1,10.612181419438537,4.153756763740511,6.458424655698026,218.69770506638613,0.0,0.0,300.0,13.56066390834827,True,up
PPP1R9A,8.903542326414112,2.4452566289370288,6.458285697477082,129.89534626917356,0.0,0.0,300.0,8.189436722470703,True,up
MED13,10.920764849185813,4.463943131632339,6.456821717553474,214.7366954897159,0.0,0.0,300.0,13.28755594735424,True,up
NAA15,10.003723504405167,3.5488663916137035,6.454857112791464,226.67351872604095,0.0,0.0,300.0,13.817180164484885,True,up
CTSH,12.74532781755924,6.293675782299576,6.451652035259664,79.5863193332362,0.0,0.0,300.0,4.825825675968002,True,up
TBL2,10.285804955872683,3.8360963629333464,6.449708592939336,222.87627079689588,0.0,0.0,300.0,13.572966655362707,True,up
YLPM1,10.45309726656959,4.006365778416149,6.44673148815344,213.90736395923568,0.0,0.0,300.0,13.404314413448759,True,up
GCNT2,9.25747915889716,2.8114648723234357,6.446014286573725,155.0285637219205,0.0,0.0,300.0,9.543585222329286,True,up
ST3GAL5,10.255361850964576,3.809502085075438,6.4458597658891374,99.90656070775482,0.0,0.0,300.0,6.345115841170685,True,up
TP53,10.209456535523309,3.763654098303333,6.445802437219976,147.72611430668746,0.0,0.0,300.0,9.265725212677054,True,up
NDUFA9,10.13322745520357,3.688817892967772,6.444409562235799,204.6898236839247,0.0,0.0,300.0,12.78972692890853,True,up
TSPAN6,10.279716552667479,3.83618116362968,6.443535389037798,157.86297876404956,0.0,0.0,300.0,9.766272167162077,True,up
LMO7,12.09141495602859,5.648353735062136,6.443061220966454,122.00724247652178,0.0,0.0,300.0,7.390084603429434,True,up
STAG2,11.108656601993992,4.668047632282693,6.440608969711299,250.4674236285478,0.0,0.0,300.0,15.2206458816782,True,up
HEATR1,10.059473852223253,3.6191185317544634,6.44035532046879,203.92382641041723,0.0,0.0,300.0,12.292568768491911,True,up
TMEM182,7.228090251364453,0.7885816537265066,6.439508597637946,191.88130334287328,0.0,0.0,300.0,12.228189114786437,True,up
RALGPS2,8.865762459295164,2.426465760545651,6.439296698749512,138.2880230256215,0.0,0.0,300.0,8.673136760831557,True,up
PCDH7,8.177606960880327,1.738528001310409,6.439078959569918,77.01425874757018,0.0,0.0,300.0,4.934700810837691,True,up
SMC2,8.964574096398408,2.525526415558482,6.439047680839926,162.59180868571934,0.0,0.0,300.0,10.023574361226919,True,up
COL5A1,12.16385799381222,5.725092699695371,6.438765294116849,90.51951152507964,0.0,0.0,300.0,5.60901973005533,True,up
INSR,10.460195101200881,4.022091273047973,6.438103828152908,152.18643048769368,0.0,0.0,300.0,9.46152350138606,True,up
C2CD3,9.335260045702226,2.8974795198190124,6.4377805258832135,218.01188264385925,0.0,0.0,300.0,13.592615326127643,True,up
SCAMP1,10.099596190448752,3.662919345828365,6.436676844620386,209.75052413543722,0.0,0.0,300.0,12.868533555243895,True,up
GINS2,7.503561608492478,1.0676608356599397,6.435900772832539,106.25774386200561,0.0,0.0,300.0,6.673903856572482,True,up
RAP2B,10.150830338934208,3.715403502514888,6.435426836419319,181.54533980405597,0.0,0.0,300.0,11.270819954248621,True,up
CANT1,11.230501546255425,4.795415285428264,6.435086260827161,208.233528413933,0.0,0.0,300.0,12.947796228526572,True,up
XRRA1,8.78968126996932,2.355536908124665,6.4341443618446545,167.1651702567511,0.0,0.0,300.0,9.881687344425721,True,up
RAP1GAP,10.177836308632651,3.7444380574696434,6.433398251163007,70.86182045132976,0.0,0.0,300.0,4.366065037876257,True,up
SNX13,9.9942631628944,3.5608818356951555,6.433381327199244,240.71625580218372,0.0,0.0,300.0,14.986043121295065,True,up
SCD,12.839562475582687,6.406804716775057,6.43275775880763,87.78696216522339,0.0,0.0,300.0,5.181825714104514,True,up
CREB3L2,11.565664668272621,5.135319840004186,6.430344828268435,180.01345358974538,0.0,0.0,300.0,11.203969038237377,True,up
PRC1,9.169168635683704,2.7394858871973335,6.42968274848637,114.66616710085222,0.0,0.0,300.0,7.172040200631674,True,up
LLPH,9.235340138489148,2.806488409767055,6.428851728722093,223.00794605916994,0.0,0.0,300.0,13.797481389081094,True,up
HLCS,9.127653762436008,2.7000621371175355,6.427591625318472,230.360396871882,0.0,0.0,300.0,14.098384660103994,True,up
SCP2,11.569908696178167,5.1435843454617824,6.426324350716385,236.6462360181335,0.0,0.0,300.0,14.609292283347871,True,up
KIF22,10.063230081519007,3.6369159305443417,6.426314150974665,189.93042739679288,0.0,0.0,300.0,11.715954373304962,True,up
CILP2,7.179192161106526,0.7547623431117326,6.424429817994794,76.70087567895028,0.0,0.0,300.0,4.92428558586754,True,up
NEDD4L,10.86785094677801,4.444456902026491,6.423394044751519,131.97840404073835,0.0,0.0,300.0,8.17207500539359,True,up
GNL3L,9.404397777383041,2.981618371766801,6.4227794056162395,228.34213731951132,0.0,0.0,300.0,14.0649516593546,True,up
FBXO45,8.906136164356063,2.4843831793600657,6.421752984995997,177.61535555611866,0.0,0.0,300.0,10.92258797758511,True,up
NDUFS1,10.39245415653627,3.9707681865339595,6.42168597000231,233.5045175613379,0.0,0.0,300.0,14.420358972310295,True,up
EIF2AK1,12.334360976023458,5.913177873231321,6.421183102792137,262.9969057868454,0.0,0.0,300.0,16.215672801942706,True,up
SEMA4F,8.341802095540778,1.9206287751107256,6.421173320430053,173.18096295902006,0.0,0.0,300.0,10.786429404540913,True,up
RHBDL2,7.306404234475958,0.8859027057588984,6.42050152871706,105.66292542106223,0.0,0.0,300.0,6.813608983956301,True,up
CORO2A,9.926769368811854,3.5068139296054897,6.4199554392063645,142.47890829181156,0.0,0.0,300.0,8.843532764117468,True,up
EPB41L1,10.379719196230223,3.962629748396435,6.4170894478337885,173.6444647888231,0.0,0.0,300.0,10.825971543579431,True,up
SLC44A1,11.198211334239025,4.7847771949215945,6.41343413931743,198.40368653017114,0.0,0.0,300.0,12.381982425835282,True,up
PDXK,11.675684712986618,5.268565251992972,6.407119460993646,188.61438582818613,0.0,0.0,300.0,11.667471118306965,True,up
CKAP5,10.995916638384733,4.58967082608132,6.406245812303413,210.10827787788352,0.0,0.0,300.0,13.140686815325251,True,up
SLC16A3,11.635248339239244,5.230364201696303,6.404884137542941,119.77035464403475,0.0,0.0,300.0,7.553485353577172,True,up
P4HA2,10.561462990484332,4.156725305417008,6.404737685067324,168.10481669277024,0.0,0.0,300.0,10.39578589184315,True,up
EPS8,11.120456485398849,4.71580635981984,6.404650125579009,137.90912552389406,0.0,0.0,300.0,8.776700520356712,True,up
GPI,12.690408612047818,6.285774742712952,6.404633869334867,197.792946291892,0.0,0.0,300.0,12.44784634717082,True,up
PDIK1L,8.673699099597497,2.2730712677502227,6.400627831847275,184.88523276860818,0.0,0.0,300.0,11.255720900596435,True,up
C15ORF48,9.24208570366082,2.8434106582426826,6.398675045418138,65.6621081491072,0.0,0.0,300.0,4.086775303834799,True,up
HIPK2,10.817895692066864,4.419795140763495,6.3981005513033695,138.38130029877112,0.0,0.0,300.0,8.723651840088536,True,up
VEZT,10.836886403671366,4.438950561601543,6.397935842069823,242.9516508750608,0.0,0.0,300.0,14.999091337198928,True,up
ATRN,10.571194051480528,4.176241217396557,6.394952834083972,206.1175482696226,0.0,0.0,300.0,12.896195326080347,True,up
CLDN3,10.429800711026063,4.0375196717841755,6.392281039241888,71.35583952928157,0.0,0.0,300.0,4.348901574701449,True,up
NETO2,8.788502962313837,2.3977486743261536,6.390754287987683,112.81269446789064,0.0,0.0,300.0,7.133491812479754,True,up
FOXP1,10.202227292481462,3.813917518540997,6.388309773940465,189.15059692904345,0.0,0.0,300.0,11.76817145089027,True,up
LRRC8B,9.543449737599076,3.1582121425001746,6.385237595098902,194.87178093708715,0.0,0.0,300.0,11.880391708405199,True,up
HLA-A,14.959409674207118,8.574726223796686,6.3846834504104315,140.08275606415876,0.0,0.0,300.0,8.874454920026288,True,up
BDKRB2,8.146705980486827,1.7623512569277626,6.384354723559064,95.5541454974277,0.0,0.0,300.0,5.913715823880352,True,up
CDCA8,8.317905666463053,1.9351117561287674,6.382793910334286,105.7408008206109,0.0,0.0,300.0,6.581874656579022,True,up
AHCYL2,11.234211312723325,4.853940394827751,6.380270917895574,87.75499093566208,0.0,0.0,300.0,5.503420031453553,True,up
HAS3,8.758726570728006,2.379954127968168,6.378772442759838,66.83395244801235,0.0,0.0,300.0,4.212952091442705,True,up
BUB1B,7.8488970551654464,1.4714661392930204,6.377430915872426,93.92432065863194,0.0,0.0,300.0,5.865469233598336,True,up
ZBTB38,10.756551145866988,4.381414684915322,6.375136460951666,208.58569221655378,0.0,0.0,300.0,12.815985424024694,True,up
GTF2IRD2,8.178801674907591,1.8041222109242685,6.374679463983322,166.6526481624957,0.0,0.0,300.0,10.250283812565826,True,up
SRCIN1,7.445355845646256,1.0718982712834677,6.373457574362789,84.36103069878618,0.0,0.0,300.0,5.369822371456397,True,up
RAI14,11.347758782781177,4.974903374153594,6.372855408627584,149.96396793265794,0.0,0.0,300.0,9.455880116282975,True,up
RANBP2,11.22970832118714,4.857991055163413,6.371717266023727,224.84249862998817,0.0,0.0,300.0,13.715827407679566,True,up
EIF2AK3,9.622757056481957,3.2512563668137164,6.37150068966824,222.83261021022022,0.0,0.0,300.0,13.7281239611811,True,up
NUCB2,10.566073382022585,4.195391349054151,6.370682032968435,168.15248443740953,0.0,0.0,300.0,10.413680130388869,True,up
RSL1D1,11.784690334138634,5.41445202619392,6.370238307944715,235.74362431426357,0.0,0.0,300.0,14.49112634550389,True,up
GCLC,10.116640457594944,3.7464975708606527,6.370142886734291,78.88799635091988,0.0,0.0,300.0,5.076275424312028,True,up
USP38,9.691837089339984,3.321883741196735,6.369953348143249,253.9476981638815,0.0,0.0,300.0,15.72951719129171,True,up
LYPLA1,10.902489633835673,4.533122745498128,6.369366888337545,154.89414432528065,0.0,0.0,300.0,9.710330852171877,True,up
TMED5,11.054416840669653,4.685422755429443,6.368994085240209,198.07827487910683,0.0,0.0,300.0,12.380619100874467,True,up
FOXP4,11.058418302992255,4.690689431561058,6.367728871431197,175.4322192975183,0.0,0.0,300.0,11.10224971702344,True,up
KIAA1549,8.43611025570964,2.0696537348698576,6.366456520839781,98.84824905983182,0.0,0.0,300.0,6.169559289454047,True,up
GLE1,9.765047129419537,3.39881445813032,6.366232671289217,244.8570714561211,0.0,0.0,300.0,14.77113622537774,True,up
JUP,12.94420807041053,6.5785458256806,6.36566224472993,160.65545904679135,0.0,0.0,300.0,10.009574626928659,True,up
MYOF,12.14962294796879,5.785420895502054,6.364202052466736,137.68005091642974,0.0,0.0,300.0,8.749002059508955,True,up
SCAMP5,8.24476882892225,1.8806398521474565,6.3641289767747935,123.66751964981025,0.0,0.0,300.0,7.677069796586933,True,up
ACOT11,7.493648149729939,1.1320617414215695,6.361586408308369,130.63377957439707,0.0,0.0,300.0,8.402503520655532,True,up
CKAP2,8.956507955838171,2.596933419734678,6.359574536103493,149.16110984205622,0.0,0.0,300.0,9.185410836043614,True,up
MELK,7.697321722539835,1.3382887050667966,6.359033017473038,84.28915392002077,0.0,0.0,300.0,5.314565070849135,True,up
MIB1,10.245819167388378,3.888834282796204,6.356984884592174,202.33566456139,0.0,0.0,300.0,12.49010698762419,True,up
CDC42BPA,10.73086138482125,4.374070276839012,6.356791107982238,133.03116677303686,0.0,0.0,300.0,8.55251003592033,True,up
TWF1,10.980628917289794,4.624060083831377,6.356568833458417,182.12109757461266,0.0,0.0,300.0,11.299812087856244,True,up
FECH,9.218214465388616,2.8620819907740627,6.3561324746145536,170.94955290736053,0.0,0.0,300.0,10.627595738380904,True,up
METTL2A,8.863421293091454,2.5079615565835507,6.355459736507903,223.95474195587306,0.0,0.0,300.0,13.807361831361614,True,up
DHCR24,13.575743236622364,7.221794670583704,6.353948566038659,105.66532048537898,0.0,0.0,300.0,6.185226899453538,True,up
SMC4,10.628162217798565,4.274393932101767,6.353768285696797,161.87636619250603,0.0,0.0,300.0,10.12887825595743,True,up
NCAPD3,9.20995703271176,2.85953840606677,6.35041862664499,177.19215217321056,0.0,0.0,300.0,11.217125458638122,True,up
VPS13C,10.55855457076609,4.208314785288534,6.350239785477555,188.94710720680402,0.0,0.0,300.0,11.9099529917327,True,up
MKKS,9.442252722041703,3.0927196592878174,6.349533062753885,181.82520453690492,0.0,0.0,300.0,10.850675548638984,True,up
KCNK5,9.936564021982967,3.5890847285898473,6.3474792933931194,90.29719822050163,0.0,0.0,300.0,5.727890636663961,True,up
ATAD2,9.708288832619502,3.361999913719084,6.346288918900418,129.4957996065888,0.0,0.0,300.0,8.146156980970492,True,up
CDS1,9.865101202703102,3.518944787073279,6.346156415629823,115.95076359298557,0.0,0.0,300.0,6.77790481379104,True,up
SMAP1,9.584394951548347,3.239118781234982,6.345276170313365,223.5540139896525,0.0,0.0,300.0,13.792535232432027,True,up
