gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens
LRRN4,0.8947999999999998,359,96.74,1,0,False,3.3679747085087017,6.374358184101607e-119,118.19556353656228,up,True,7.172382009591657,3.8044073010829553,False,True,True
KIT,0.8939666666666667,361,96.72,1,0,False,5.291298483678263,1.834324655132729e-256,255.73652379655337,up,True,9.518788964779135,4.227490481100874,False,True,True
SFRP2,0.8936333333333321,362,96.71,1,0,False,4.585443007966906,1.4247055149148442e-196,195.84627489457776,up,True,10.528006240223547,5.942563232256643,False,True,True
MT1M,0.8935666666666653,363,96.7,1,0,False,-2.4427570697072536,1.286692884310392e-104,103.89052510077693,down,True,4.956857627940837,7.399614697648091,False,True,True
CCL14,0.8933,365,96.69,1,0,False,2.555153406722285,7.837511609929132e-126,125.10582180282796,up,True,6.889433990610992,4.334280583888707,False,True,True
TSPAN8,0.8929333333333324,366,96.68,1,0,False,4.1773121163558,1.502561501443752e-136,135.82316774282538,up,True,8.855094715305125,4.6777825989493245,False,True,True
CD36,0.8925999999999994,368,96.66,1,0,False,2.9159624262346124,2.634802008728726e-174,173.57925201413158,up,True,8.192195538411957,5.276233112177344,False,True,True
CP,0.8924333333333329,370,96.64,1,0,False,9.369765551241018,0.0,300.0,up,True,12.28276247551122,2.912996924270204,False,True,True
AQP4,0.8921666666666662,371,96.63,1,0,False,3.5432261399840232,6.754078128822109e-100,99.17043391990433,up,True,9.185938945127583,5.642712805143562,False,True,True
PPP1R1B,0.8919333333333327,372,96.62,1,0,False,5.314647629675168,2.1751178387470974e-175,174.66251720982137,up,True,8.70431649200811,3.389668862332942,False,True,True
KCNN4,0.891566666666666,373,96.61,1,0,False,5.71708917006232,1.8214778264202814e-291,290.7395761112307,up,True,9.342292882496242,3.6252037124339216,False,True,True
KIF18B,0.8907999999999995,379,96.56,1,0,False,6.14540763501243,0.0,300.0,up,True,7.4249473563225585,1.279539721310129,False,True,True
SUSD2,0.8907666666666659,380,96.55,1,0,False,3.1841964555855817,1.053370014917626e-122,121.97741904836808,up,True,10.419377001535814,7.235180545950232,False,True,True
FADS2,0.8901999999999997,382,96.53,1,0,False,5.393779545708362,0.0,300.0,up,True,10.524515009410525,5.130735463702161,False,True,True
ANLN,0.8898333333333335,383,96.52,1,0,False,7.896444347929424,0.0,300.0,up,True,9.304448811478482,1.4080044635490578,False,True,True
CCL13,0.8894999999999995,385,96.5,1,0,False,2.8387549574288986,3.95696583739719e-130,129.40263769921438,up,True,7.214609406706035,4.375854449277137,False,True,True
SLC16A9,0.8890333333333327,386,96.5,1,0,False,6.193031415159769,5.234850211355362e-233,232.2810957405969,up,True,7.478290606545015,1.2852591913852467,False,True,True
SLC7A11,0.8889666666666668,387,96.49,1,0,False,6.629279455763168,1.62103874932848e-309,300.0,up,True,8.641494410427345,2.0122149546641777,False,True,True
PKMYT1,0.8887999999999996,388,96.48,1,0,False,5.971797497439272,0.0,300.0,up,True,7.560626094639358,1.5888285972000864,False,True,True
TCN1,0.8886666666666669,389,96.47,1,0,False,3.865134562676811,1.7001559643103963e-81,80.76951123666146,up,True,5.331019331443809,1.4658847687669974,False,True,True
NLRP2,0.8879999999999996,391,96.45,1,0,False,5.005821216675487,8.227338269314626e-166,165.08474064618758,up,True,7.169285833256475,2.163464616580988,False,True,True
MMRN1,0.8876999999999995,392,96.44,1,0,False,2.3862921148423126,2.387178835578672e-134,133.62211504458952,up,True,6.890674927850354,4.504382813008041,False,True,True
TSPAN11,0.885,397,96.4,1,0,False,5.635636799945074,1.8390144278926246e-268,267.73541486351365,up,True,8.028532492771914,2.392895692826841,False,True,True
ELFN2,0.883833333333333,400,96.37,1,0,False,6.14495600527612,1.0064008912920201e-245,244.9972289872773,up,True,7.23249488192299,1.08753887664687,False,True,True
AKR1C2,0.8835666666666658,401,96.36,1,0,False,5.256040945172743,2.7432299587418983e-116,115.56173778494863,up,True,8.68291853377302,3.426877588600276,False,True,True
COL5A3,0.8819999999999991,407,96.3,1,0,False,2.8460185276498207,9.09009551668376e-179,178.0414315532851,up,True,7.899245704446179,5.053227176796359,False,True,True
CA4,0.8814999999999994,409,96.29,1,0,False,-2.200846329981881,4.2528500362380406e-69,68.3713199310839,down,True,3.9559874383104994,6.156833768292381,False,True,True
BMP6,0.8812000000000001,411,96.27,1,0,False,2.844588166278622,2.8922559446190646e-133,132.53876327762325,up,True,6.889158872610282,4.04457070633166,False,True,True
FAM3D,0.8808666666666667,412,96.26,1,0,False,2.349608758827153,1.193721314020369e-69,68.92309705169079,up,True,4.635505951702619,2.285897192875466,False,True,True
SLC7A2,0.8805333333333333,413,96.25,1,0,False,5.628906487908922,2.81844721831421e-228,227.54999009389667,up,True,9.691884151633449,4.062977663724527,False,True,True
RAD54L,0.8804999999999994,414,96.24,1,0,False,5.715511982858684,0.0,300.0,up,True,6.760984929773563,1.045472946914879,False,True,True
PRELP,0.8796666666666658,416,96.22,1,0,False,2.388779358281369,5.76253808745321e-146,145.2393861911266,up,True,10.254119223666423,7.865339865385055,False,True,True
COL15A1,0.8795999999999998,417,96.21,1,0,False,5.247964361060305,0.0,300.0,up,True,9.721839539883431,4.473875178823127,False,True,True
GNLY,0.8791999999999994,418,96.2,1,0,False,2.026979914350317,4.5399448775663405e-79,78.34294942016362,up,True,6.935482472747383,4.908502558397066,False,True,True
ATF3,0.8790999999999991,419,96.2,1,0,False,3.0611444592629145,5.3679288754418774e-194,193.2701932471624,up,True,9.5779074701384,6.516763010875486,False,True,True
ITGA2,0.8788333333333329,421,96.18,1,0,False,5.711745614942789,0.0,300.0,up,True,10.38531093010584,4.673565315163051,False,True,True
CAPN9,0.8782666666666656,423,96.16,1,0,False,3.12279886350293,3.181740001553359e-107,106.49733531196289,up,True,5.751171799144448,2.6283729356415177,False,True,True
SCEL,0.8779666666666657,424,96.15,1,0,False,3.322583577607409,9.009824807004776e-147,146.0452836536481,up,True,9.219475417137335,5.896891839529928,False,True,True
COL7A1,0.8774000000000001,425,96.14,1,0,False,4.272807946684964,1.7241629440810413e-170,169.76342169305235,up,True,7.149510529638362,2.8767025829533988,False,True,True
