gene,predicted_prob,predicted_label,rank,percentile,novel_candidate,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,degree,weighted_degree,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,in_largest_component,mean_edge_weight,node_color,node_size
ZNF155,0.0587333333333333,0,5069,53.87,False,False,4.682872688082782,0.0,300.0,up,True,7.110254851817543,2.427382163734762,2,1.224143922328949,0.0,0.0682744342477428,1.5959509685041163e-11,0.6555743236824725,1,0.6120719909667969,#F0882A,7.642999999999999
ZNF223,0.0063333333333333,0,8190,25.44,False,False,3.982752183875112,0.0,300.0,up,True,6.494702792575514,2.5119506087004018,9,5.937034368515015,2.194779455370609e-07,0.0683401201700878,9.480457994144999e-11,0.4379314845236808,1,0.6596705317497253,#F0882A,5.284999999999998
ZNF230,0.0137333333333333,0,7199,34.48,False,False,4.396078982199512,0.0,300.0,up,True,6.526188598852138,2.130109616652626,10,6.729655563831329,9.33998460632211e-05,0.0815987547844343,4.752639427735802e-09,0.401429129179328,1,0.6729655861854553,#F0882A,5.6179999999999986
ZNF160,0.0029,0,8883,19.11,False,False,4.604325495500168,0.0,300.0,up,True,8.936993026588103,4.332667531087935,5,3.164944350719452,0.0003908289428561,0.0817413430700824,4.770377802064027e-09,0.2635331891452474,1,0.6329888701438904,#F0882A,5.1305
ZNF417,0.0061,0,8230,25.06,False,False,4.481483770672261,0.0,300.0,up,True,7.227957900410721,2.74647412973846,12,7.75073504447937,0.0012377723111716,0.0747951459501343,2.4221556501360667e-10,0.235198276500344,1,0.6458945870399475,#F0882A,5.2745
ZNF611,0.0044666666666666,0,8520,22.44,False,False,5.122393101584411,0.0,300.0,up,True,7.320923191191357,2.198530089606946,9,5.793375015258789,0.0003252324220399,0.0688528857459467,1.7409555636261598e-11,0.1119539649030465,1,0.643708348274231,#F0882A,5.200999999999997
ZNF808,0.0089999999999999,0,7748,29.47,False,False,4.7736595129216015,0.0,300.0,up,True,7.602149711960599,2.828490199038997,7,4.580257058143616,0.0009985647532782,0.0758691851913978,1.9178665153304028e-10,0.2202193114054307,1,0.6543225049972534,#F0882A,5.404999999999996
ZNF177,0.1248666666666666,0,4126,62.45,False,False,2.7094253009028275,1.3396964311532522e-282,281.8729935995537,up,True,5.3306636146118285,2.621238313709001,1,0.6158242225646973,0.0,0.0748564510539536,1.5056629561758878e-10,0.0,1,0.6158242225646973,#F0882A,10.618999999999996
ZNF180,0.0636333333333332,0,4957,54.88,False,False,5.112782148410162,0.0,300.0,up,True,7.211951352906568,2.0991692044964068,6,3.997035562992096,0.0,0.0683352502121194,5.4732896961669484e-11,0.5098567708683283,1,0.6661725640296936,#F0882A,7.863499999999994
ZNF225,0.0092999999999999,0,7713,29.79,False,False,4.209485723155656,0.0,300.0,up,True,6.100967004176899,1.8914812810212425,12,8.2276172041893,0.0001321738320737,0.0816647703833657,5.530978719550419e-09,0.3320714040020611,1,0.6856347918510437,#F0882A,5.418499999999995
ZNF227,0.0293333333333332,0,6077,44.69,False,False,4.640109674575259,0.0,300.0,up,True,7.7380250331315965,3.0979153585563384,9,6.2362507581710815,0.0,0.0683401201700878,8.210965123087027e-11,0.5292576937732438,1,0.6929166913032532,#F0882A,6.319999999999994
ZNF235,0.0041333333333333,0,8601,21.67,False,False,3.816169148681954,0.0,300.0,up,True,6.106444771201997,2.290275622520043,11,7.402167677879333,6.637322961842994e-05,0.0816022266286578,5.038927282899061e-09,0.4293651059665098,1,0.6729243397712708,#F0882A,5.185999999999998
ZNF45,0.0389333333333332,0,5659,48.49,False,False,4.870396331004942,0.0,300.0,up,True,7.760667787855913,2.89027145685097,7,4.869881451129913,0.0,0.0683352502121194,6.038712773222139e-11,0.6394145592982805,1,0.6956973075866699,#F0882A,6.751999999999994
ZNF780A,0.0190666666666665,0,6713,38.89,False,False,5.76368502625668,0.0,300.0,up,True,8.061916312819728,2.2982312865630474,3,1.8730160593986511,5.4029553270556294e-08,0.0683522981023324,3.520716418976642e-11,0.2142861874212678,1,0.624338686466217,#F0882A,5.8579999999999925
ZNF181,0.0504666666666665,0,5284,51.9,False,False,4.776496297128833,0.0,300.0,up,True,7.327907861523442,2.551411564394608,3,2.0429219007492065,0.0,0.0588203745461984,2.703125345444627e-13,0.4530241569056705,1,0.680974006652832,#F0882A,7.270999999999992
ZNF20,0.0052,0,8383,23.67,False,False,4.489103131038649,0.0,300.0,up,True,6.672624559396992,2.1835214283583424,10,6.38275808095932,2.4785528511982744e-05,0.0704565274035981,1.848737897359061e-11,0.3653457894759691,1,0.6382758021354675,#F0882A,5.234
ZNF44,0.0023,0,9058,17.54,False,False,4.448447027677215,0.0,300.0,up,True,7.636098094993722,3.1876510673165064,9,5.844140112400055,1.2690591279321544e-05,0.0769127820201052,2.087971241056268e-10,0.385497293608653,1,0.6493489146232605,#F0882A,5.1035
ZNF440,0.0649999999999999,0,4932,55.11,False,False,4.428202598989737,0.0,300.0,up,True,7.858236924108672,3.430034325118935,2,1.2816152572631836,0.0,0.0603264070348938,1.7983834173978364e-13,0.6788751131134863,1,0.6408076286315918,#F0882A,7.924999999999995
ZNF441,0.0147999999999999,0,7077,35.58,False,False,4.085877189303339,0.0,300.0,up,True,6.728255386321203,2.642378197017864,10,6.780604243278503,0.0002748205898983,0.0769683414581164,1.7600057368489112e-10,0.3473048053090993,1,0.6780604124069214,#F0882A,5.665999999999995
ZNF443,0.0042333333333333,0,8569,21.96,False,False,4.151908715299813,0.0,300.0,up,True,6.188393124838357,2.0364844095385446,6,3.9312044382095337,0.0002054823326702,0.0751291574919047,1.499092543185318e-10,0.3619848253199739,1,0.6552007794380188,#F0882A,5.190499999999998
ZNF563,0.0098333333333333,0,7637,30.46,False,False,3.5134701011199923,0.0,300.0,up,True,5.441075910289616,1.9276058091696235,9,5.832070529460907,6.13772194637505e-06,0.0704539391835039,1.9914762810740183e-11,0.3866424544868877,1,0.6480078101158142,#F0882A,5.442499999999998
ZNF564,0.0371666666666665,0,5726,47.89,False,False,4.676160360004043,0.0,300.0,up,True,7.730300717994751,3.0541403579907085,9,5.8033682107925415,0.0003759810920169,0.0745045890938289,1.944477795291865e-11,0.3697134173221924,1,0.6448187232017517,#F0882A,6.672499999999992
ZNF799,0.0057666666666666,0,8294,24.5,False,False,4.336048633736503,0.0,300.0,up,True,6.865846901288717,2.5297982675522133,8,5.340248763561249,2.30630312354662e-05,0.0756089699776608,1.5245717243536504e-10,0.4283460381323077,1,0.6675311326980591,#F0882A,5.259499999999997
ZNF823,0.0050333333333333,0,8414,23.42,False,False,3.9301534097458863,0.0,300.0,up,True,6.642345606233785,2.7121921964878983,4,2.6426175236701965,1.3961556294256325e-07,0.0672168062402602,1.366359490829024e-12,0.5669369073994506,1,0.6606544256210327,#F0882A,5.226499999999999
ZNF211,0.0131333333333332,0,7244,34.05,False,False,3.879843512301176,0.0,300.0,up,True,7.655447459804541,3.775603947503365,5,3.138148546218872,2.1244953971200213e-07,0.0551341669767534,1.0623852035716132e-14,0.3945250830585306,1,0.6276297569274902,#F0882A,5.590999999999994
ZNF264,0.0095333333333333,0,7680,30.1,False,False,6.297374554378768,0.0,300.0,up,True,9.2160620161178,2.918687461739032,8,5.357870399951935,0.0013811706547561,0.0634855058739935,1.7548738586211732e-12,0.2964966744920751,1,0.6697338223457336,#F0882A,5.4289999999999985
ZNF419,0.0106999999999999,0,7532,31.44,False,False,4.017722898121692,0.0,300.0,up,True,7.239003181274268,3.2212802831525766,8,5.307745575904846,2.819784799813847e-07,0.0551341669767534,1.30943152286635e-14,0.4092909673121991,1,0.6634682416915894,#F0882A,5.481499999999995
ZNF547,0.0297999999999998,0,6048,44.95,False,False,3.666703723662655,0.0,300.0,up,True,5.178278794616473,1.5115750709538178,4,2.5241013765335083,4.46971758874602e-08,0.055126243351825,9.126923135398096e-15,0.5521771584603337,1,0.6310253739356995,#F0882A,6.34099999999999
ZNF548,0.0062666666666666,0,8200,25.35,False,False,4.249453714192575,0.0,300.0,up,True,7.808083823384502,3.5586301091919266,13,8.684791386127472,0.0004607178564131,0.0634939128800021,1.3033598532277237e-12,0.3100523872881739,1,0.6680608987808228,#F0882A,5.281999999999997
ZNF773,0.0529999999999999,0,5220,52.48,False,False,4.832462220100708,0.0,300.0,up,True,6.6873444425977056,1.8548822224969976,9,5.866409718990326,4.0985181851853984e-05,0.0551373370645511,1.7642047935993835e-14,0.3359095171163341,1,0.6518232822418213,#F0882A,7.384999999999995
ZNF212,0.3120666666666667,0,2922,73.41,False,False,5.212764829436972,0.0,300.0,up,True,8.613285022347469,3.4005201929104976,2,1.4640291929244995,0.0,0.071982327445329,1.708968267876819e-11,0.7128467239451834,1,0.7320145964622498,#F0882A,19.043000000000003
ZNF222,0.0245999999999999,0,6321,42.45,False,False,3.623107134000945,0.0,300.0,up,True,5.962964702061528,2.339857568060584,9,6.0270848870277405,3.7378340069630464e-08,0.0683401201700878,9.418118318668096e-11,0.4996395989993449,1,0.6696760654449463,#F0882A,6.106999999999996
ZNF226,0.0082333333333333,0,7851,28.52,False,False,5.024925489916802,0.0,300.0,up,True,8.162067989533998,3.137142499617197,5,3.227827489376068,1.6085465149623052e-05,0.0815189838251092,4.999704998408122e-09,0.5358162466728864,1,0.6455655097961426,#F0882A,5.370499999999999
ZNF234,0.0072666666666666,0,8029,26.9,False,False,4.543570104803219,0.0,300.0,up,True,7.240205899346224,2.6966357945430044,7,4.790155529975891,3.953685934040341e-05,0.0815883410240926,5.2820806487854795e-09,0.5303159808420536,1,0.6843079328536987,#F0882A,5.326999999999997
ZNF284,0.0455999999999999,0,5420,50.67,False,False,3.196747239796428,0.0,300.0,up,True,5.361626729339597,2.164879489543169,5,3.27312171459198,0.0,0.0683279465764133,5.954596362159281e-11,0.6817077977801663,1,0.654624342918396,#F0882A,7.051999999999996
ZNF780B,0.0047666666666666,0,8464,22.95,False,False,5.177154297131948,0.0,300.0,up,True,7.806222500697085,2.6290682035651365,3,1.9264370203018188,2.009165646990649e-05,0.0815328458297557,4.834440183152806e-09,0.2194753256902306,1,0.6421456933021545,#F0882A,5.214499999999997
ZNF239,0.1349999999999998,0,4014,63.47,False,False,4.9825817830760375,0.0,300.0,up,True,6.770430508232642,1.7878487251566044,1,0.723924458026886,0.0,9.103322712790169e-05,1.666898772641362e-34,0.0,0,0.723924458026886,#F0882A,11.07499999999999
ZNF485,0.0235333333333332,0,6399,41.75,False,False,4.311690113953286,0.0,300.0,up,True,5.886465011132784,1.5747748971794973,1,0.723924458026886,0.0,9.103322712790169e-05,1.666898772641362e-34,0.0,0,0.723924458026886,#F0882A,6.058999999999994
ZNF248,0.0261999999999999,0,6231,43.29,False,False,4.73420099289064,0.0,300.0,up,True,8.051187798650737,3.316986805760097,1,0.7581535577774048,0.0,0.0746234439303274,2.7305173398819164e-11,0.0,1,0.7581535577774048,#F0882A,6.178999999999996
ZNF251,0.0146999999999999,0,7091,35.44,False,False,3.920232273868236,0.0,300.0,up,True,8.31242078809834,4.392188514230104,2,1.3283450603485107,0.0,0.0670077958372351,1.7035537802005682e-12,0.695443871859764,1,0.6641725301742554,#F0882A,5.661499999999996
ZNF34,0.0283666666666665,0,6116,44.33,False,False,4.021791767067713,0.0,300.0,up,True,6.809176278106888,2.787384511039175,3,1.9932998418807983,0.0,0.0731128824509509,3.1382275796046394e-11,0.6854704145237284,1,0.6644333004951477,#F0882A,6.276499999999992
ZNF506,0.0258333333333332,0,6251,43.1,False,False,4.807888234645242,0.0,300.0,up,True,8.172241457939688,3.364353223294445,5,3.23416405916214,1.5228079507213873e-05,0.0527648600322808,4.3869695907915356e-16,0.5407290025812453,1,0.6468328237533569,#F0882A,6.162499999999994
ZNF91,0.0066,0,8143,25.85,False,False,5.546728331263507,0.0,300.0,up,True,8.24973416477175,2.703005833508243,4,2.545554220676422,8.121642403847397e-05,0.0527663117300835,8.847666141678002e-16,0.3331275154666299,1,0.6363885402679443,#F0882A,5.297
ZNF254,0.0046,0,8494,22.65,False,False,5.199746612838526,0.0,300.0,up,True,8.784309141803268,3.584562528964742,2,1.2346222400665283,4.060821201923699e-05,0.0468534013889027,4.396430695974497e-18,0.0,1,0.6173111200332642,#F0882A,5.207
ZNF681,0.0818999999999999,0,4631,57.86,False,False,5.876872300544467,0.0,300.0,up,True,6.853289029076203,0.9764167285317356,1,0.6053784489631653,0.0,0.0421302886991926,2.1206311872049127e-20,0.0,1,0.6053784489631653,#F0882A,8.685499999999996
ZNF461,0.0055333333333333,0,8319,24.26,False,False,4.396687950843479,0.0,300.0,up,True,6.594318461679958,2.1976305108364795,9,6.140575706958771,4.766419185708764e-09,0.0588510581009956,2.710631511744508e-13,0.5463199742079663,1,0.6822862029075623,#F0882A,5.248999999999999
ZNF790,0.0037333333333333,0,8699,20.8,False,False,4.609209708867079,0.0,300.0,up,True,6.369867091115562,1.7606573822484837,7,4.445668339729309,7.485074878825902e-05,0.0684059326052482,1.6251585764541e-11,0.4167718395482247,1,0.635095477104187,#F0882A,5.167999999999998
ZNF304,0.0698999999999999,0,4839,55.96,False,False,4.552592060508927,0.0,300.0,up,True,7.887385228255937,3.3347931677470104,13,8.851860046386719,9.179136126377786e-05,0.0634939128800021,1.3144983931538792e-12,0.3393824015809086,1,0.6809122562408447,#F0882A,8.145499999999995
ZNF543,0.0067,0,8124,26.04,False,False,4.678432267143196,0.0,300.0,up,True,6.545626236788628,1.8671939696454327,11,7.398681282997131,4.281215601024756e-05,0.0634897090986939,1.3560746343051586e-12,0.3882756654401973,1,0.6726073622703552,#F0882A,5.3015
ZNF776,0.0105666666666666,0,7542,31.35,False,False,5.07858888664143,0.0,300.0,up,True,8.364501317459593,3.285912430818163,9,6.103967726230621,0.0006904269720937,0.0745828167393873,1.2559021088891138e-10,0.3673099457180152,1,0.6782186031341553,#F0882A,5.475499999999997
ZNF805,0.0375999999999998,0,5709,48.04,False,False,5.558007215727144,0.0,300.0,up,True,8.019633189163487,2.461625973436344,1,0.7545188665390015,0.0,0.0551135702880354,7.331952671545979e-15,0.0,1,0.7545188665390015,#F0882A,6.691999999999991
ZSCAN22,0.0051333333333333,0,8398,23.55,False,False,4.88916669600538,0.0,300.0,up,True,6.757103605123764,1.8679369091183844,5,3.317905604839325,0.0004622233081475,0.0744959072617341,1.1119727341464263e-10,0.2094245289771343,1,0.6635810732841492,#F0882A,5.230999999999998
ZNF266,0.0632,0,4970,54.77,False,False,3.4916681420004814,0.0,300.0,up,True,8.997458048146413,5.505789906145932,2,1.40204656124115,0.0,0.0750086875690619,1.8215153667746115e-10,0.7376551643657341,1,0.701023280620575,#F0882A,7.844
ZNF28,0.0464666666666665,0,5397,50.88,False,False,6.225105532220887,0.0,300.0,up,True,8.555327493042846,2.3302219608219588,5,3.5011801719665527,1.2295221752096288e-05,0.0591286574316606,6.611179841172496e-14,0.3451162868887951,1,0.7002360224723816,#F0882A,7.090999999999992
ZNF468,0.0276666666666665,0,6140,44.12,False,False,6.257235935828659,0.0,300.0,up,True,8.743492213532896,2.4862562777042374,3,2.1076682209968567,0.0,0.0557010087259916,2.8962615768879248e-15,0.6931810454897563,1,0.7025561332702637,#F0882A,6.244999999999992
ZNF701,0.0343666666666665,0,5835,46.89,False,False,4.858230378019253,0.0,300.0,up,True,6.923145944508929,2.064915566489676,4,2.5472388863563538,5.0133958341284296e-05,0.0642425514990736,6.871233415965357e-13,0.3358410743156882,1,0.6368097066879272,#F0882A,6.546499999999993
ZNF813,0.0242333333333332,0,6349,42.21,False,False,4.701008091160392,0.0,300.0,up,True,6.211144062741084,1.5101359715806926,4,2.5506298542022705,0.0,0.0518140519371429,8.796014198534988e-16,0.44680913730897,1,0.6376574635505676,#F0882A,6.090499999999994
ZNF845,0.0083999999999999,0,7832,28.7,False,False,5.454705105405143,0.0,300.0,up,True,7.472374128592044,2.017669023186901,8,5.2963255643844604,1.6736921810022195e-05,0.0591377735023078,6.541783663592083e-14,0.2425022372445526,1,0.6620407104492188,#F0882A,5.377999999999996
ZNF30,0.0060666666666666,0,8239,24.98,False,False,3.817678755801849,0.0,300.0,up,True,6.34151851378066,2.5238397579788105,1,0.6236793398857117,0.0,0.0587987348228997,6.316953367575288e-14,0.0,1,0.6236793398857117,#F0882A,5.272999999999997
ZNF565,0.0058333333333333,0,8284,24.58,False,False,4.009477429029226,0.0,300.0,up,True,5.965934214553558,1.956456785524332,2,1.2518969178199768,0.0,0.0588077494389766,1.783080735728005e-13,0.6460305856157811,1,0.625948429107666,#F0882A,5.262499999999998
ZNF599,0.0039,0,8665,21.1,False,False,4.315109904934468,0.0,300.0,up,True,6.359892767540395,2.0447828626059263,2,1.2679583430290222,0.0,0.0587969322313174,1.2348630200117802e-13,0.0,1,0.6339792013168335,#F0882A,5.1754999999999995
ZNF416,0.0163666666666666,0,6918,37.02,False,False,4.654266760336933,0.0,300.0,up,True,6.621065543917411,1.9667987835804783,7,4.5366992354393005,2.4831764381922333e-08,0.0551341669767534,1.890175734176405e-14,0.4804596904280143,1,0.6480998992919922,#F0882A,5.736499999999997
ZNF530,0.0195999999999999,0,6673,39.25,False,False,4.538009680227231,0.0,300.0,up,True,5.992090083121545,1.4540804028943144,5,3.236482262611389,1.655450958794822e-08,0.0551294125284815,1.3591102239148283e-14,0.5377851413232053,1,0.6472964286804199,#F0882A,5.881999999999995
ZNF550,0.0092666666666666,0,7716,29.75,False,False,4.868451266480887,0.0,300.0,up,True,7.493195988267117,2.6247447217862296,7,4.578600823879242,2.338310952007123e-05,0.0634728995384347,8.864936027961169e-13,0.4825191108724006,1,0.6540858149528503,#F0882A,5.416999999999997
ZNF551,0.0270999999999999,0,6175,43.8,False,False,4.607529430975802,0.0,300.0,up,True,6.748394614127639,2.1408651831518366,9,5.806686520576477,3.353667734025184e-05,0.0634792020803411,1.3127213482036548e-12,0.3353660008300302,1,0.6451873779296875,#F0882A,6.219499999999996
ZNF772,0.0308666666666665,0,5992,45.45,False,False,5.634287064639205,0.0,300.0,up,True,7.190231212527313,1.555944147888108,5,3.300378561019897,1.655450958794822e-08,0.0551309972534593,1.9269877430520422e-14,0.55003279336303,1,0.6600756645202637,#F0882A,6.388999999999992
ZNF320,0.0316999999999999,0,5951,45.84,False,False,6.171710121669665,0.0,300.0,up,True,8.8342404532608,2.662530331591136,3,1.901821792125702,0.0,0.0642382480055381,1.3955212143795648e-12,0.4481749300343134,1,0.6339406371116638,#F0882A,6.426499999999995
ZNF600,0.0361666666666665,0,5765,47.52,False,False,4.512389194813266,0.0,300.0,up,True,7.595560317571942,3.083171122758676,4,2.5727548599243164,1.9383195075787145e-05,0.0758271906240203,1.8438384128497267e-10,0.4379912545726472,1,0.6431887149810791,#F0882A,6.627499999999992
ZNF324,0.0467666666666665,0,5386,50.98,False,False,4.650726681100741,0.0,300.0,up,True,7.197594376082625,2.546867694981884,2,1.521501541137695,0.0,0.0632280728069543,4.444153899440077e-13,0.7659954084081384,1,0.7607507705688477,#F0882A,7.104499999999993
ZNF324B,0.0393666666666665,0,5638,48.68,False,False,4.925785710181251,0.0,300.0,up,True,6.720395339422042,1.7946096292407916,2,1.5307838320732117,0.0,0.0632280728069543,4.5006075465208374e-13,0.7659954084081384,1,0.7653919458389282,#F0882A,6.7714999999999925
ZNF33B,0.0164333333333332,0,6910,37.1,False,False,5.8592277170234,0.0,300.0,up,True,9.269263022809213,3.410035305785813,1,0.6303080320358276,0.0,0.0746234439303274,2.2700770751325577e-11,0.0,1,0.6303080320358276,#F0882A,5.739499999999994
ZNF571,0.0051,0,8402,23.51,False,False,4.222225382500202,0.0,300.0,up,True,6.235088278940919,2.012862896440717,9,5.9860711097717285,4.390620610505697e-05,0.0683937355557144,1.6727614899798513e-11,0.4444744671125346,1,0.6651189923286438,#F0882A,5.2295
ZNF347,0.0154333333333332,0,7017,36.12,False,False,4.098979226561829,0.0,300.0,up,True,6.584710642062546,2.4857314155007173,1,0.6613779067993164,0.0,0.0591140775629806,6.304431193112671e-14,0.0,1,0.6613779067993164,#F0882A,5.694499999999994
ZNF350,0.0206666666666665,0,6602,39.91,False,False,4.521731347351844,0.0,300.0,up,True,7.552212996291509,3.030481648939665,4,2.8445021510124207,0.0,0.0623604985353063,2.6239970378863044e-13,0.7330408449121691,1,0.7111254930496216,#F0882A,5.929999999999993
ZNF432,0.0316666666666665,0,5953,45.82,False,False,3.363941400177985,0.0,300.0,up,True,6.688553465594166,3.3246120654161806,6,3.942151248455048,0.0003141186637262,0.0732832957263133,7.456588269502098e-11,0.284580732064718,1,0.657025158405304,#F0882A,6.424999999999993
ZNF613,0.0335666666666665,0,5878,46.5,False,False,4.828202394188171,0.0,300.0,up,True,6.86790631700514,2.039703922816969,6,4.41384482383728,3.384017668269756e-05,0.0623645541070251,2.73077537517612e-13,0.4983815833071918,1,0.735640823841095,#F0882A,6.510499999999992
ZNF614,0.0241666666666666,0,6355,42.16,False,False,5.513523829208522,0.0,300.0,up,True,7.830358683994344,2.316834854785822,5,3.613958537578583,1.3536070673079e-05,0.06236252625523,2.7572471215434615e-13,0.5942080874433598,1,0.7227917313575745,#F0882A,6.087499999999997
ZNF615,0.0220999999999999,0,6493,40.89,False,False,4.591423950675228,0.0,300.0,up,True,7.449659448300136,2.8582354976249085,6,4.394019067287445,3.384017668269756e-05,0.0623645541070251,2.90980084748688e-13,0.4967109582943241,1,0.7323365211486816,#F0882A,5.994499999999995
ZNF354A,0.0007666666666666,0,9576,12.8,False,False,4.003523805880652,0.0,300.0,up,True,7.886796038938469,3.883272233057817,1,0.6672937870025635,0.0,0.0747077412142936,4.5836299916106105e-10,0.0,1,0.6672937870025635,#F0882A,5.034499999999997
ZNF382,0.0917,0,4466,59.36,False,False,3.844606280520677,0.0,300.0,up,True,4.850339584558827,1.00573330403815,1,0.6253787875175476,0.0,0.0587915251196537,6.689277786240054e-14,0.0,1,0.6253787875175476,#F0882A,9.1265
ZNF585A,0.0402333333333332,0,5609,48.94,False,False,5.110509268140682,0.0,300.0,up,True,6.98795797341307,1.8774487052723885,8,5.521259069442749,5.771958111529263e-06,0.0588239827154136,6.599858471888224e-14,0.4026948900977619,1,0.690157413482666,#F0882A,6.810499999999994
ZNF749,0.0303666666666665,0,6015,45.25,False,False,3.9434451892495934,0.0,300.0,up,True,5.787506450742836,1.8440612614932417,4,2.5695530772209167,0.0,0.0634644980957427,1.2642922412825557e-12,0.6644162831993582,1,0.6423882842063904,#F0882A,6.366499999999992
ZNF585B,0.0877999999999999,0,4527,58.8,False,False,3.433831628396647,0.0,300.0,up,True,6.03628772338344,2.602456094986793,5,3.3800776600837708,5.771958111529263e-06,0.0588185706275752,5.625378701474363e-14,0.4880695152232288,1,0.6760155558586121,#F0882A,8.950999999999995
ZNF429,0.0088999999999999,0,7761,29.33,False,False,4.635038339737685,0.0,300.0,up,True,6.789811591465016,2.154773251727331,1,0.6246964931488037,0.0,0.0468602700462603,4.459024561846196e-18,0.0,1,0.6246964931488037,#F0882A,5.400499999999996
ZNF682,0.3439999999999997,0,2754,74.94,False,False,3.574882085719639,1.7248414565287384e-217,216.763250818109,up,True,5.971416000619923,2.396533914900284,5,3.353466033935547,0.0,0.0468671407177886,9.976031335274177e-18,0.5531945074397723,1,0.6706932187080383,#F0882A,20.479999999999986
ZNF836,0.0014,0,9331,14.99,False,False,3.746789063357114,0.0,300.0,up,True,6.430631228153344,2.6838421647962303,3,1.847227156162262,3.694043528454766e-05,0.0624051388557363,3.158366635895047e-13,0.0,1,0.6157423853874207,#F0882A,5.063
ZNF433,0.0491666666666666,0,5317,51.61,False,False,3.5251650398480767,0.0,300.0,up,True,6.072023052927232,2.5468580130791554,3,1.9794896245002749,2.6859658426332213e-06,0.0689320753496512,1.6605183151146438e-11,0.4547996759427364,1,0.65982985496521,#F0882A,7.212499999999997
ZNF442,0.0866999999999999,0,4549,58.6,False,False,3.216824458964652,0.0,300.0,up,True,4.343484341040028,1.1266598820753766,4,2.7714515328407288,0.0,0.0650068512508336,9.527031655328553e-13,0.3536984042898066,1,0.692862868309021,#F0882A,8.901499999999995
ZNF439,0.0970666666666666,0,4407,59.89,False,False,2.687453279429428,1.8877074292034848e-237,236.72406531497887,up,True,6.153574814339525,3.4661215349100964,1,0.6419968008995056,0.0,0.0689196899688567,1.6792387472262168e-11,0.0,1,0.6419968008995056,#F0882A,9.367999999999999
ZNF844,0.0731666666666666,0,4771,56.58,False,False,4.049613019355972,0.0,300.0,up,True,6.508283044116392,2.45867002476042,2,1.335137903690338,0.0,0.065002444753545,6.791018338952435e-13,0.7058063210753999,1,0.6675689220428467,#F0882A,8.292499999999997
ZNF449,0.0267666666666665,0,6194,43.63,False,False,4.19384452895739,0.0,300.0,up,True,7.228349133384247,3.034504604426857,1,0.6605052947998047,0.0,9.103322712790169e-05,9.150856887992172e-35,0.0,0,0.6605052947998047,#F0882A,6.204499999999992
ZNF75D,0.0122666666666666,0,7338,33.2,False,False,4.914723008523925,0.0,300.0,up,True,8.525050041806171,3.610327033282246,1,0.6605052947998047,0.0,9.103322712790169e-05,9.150856887992172e-35,0.0,0,0.6605052947998047,#F0882A,5.551999999999997
ZNF667,0.2401999999999998,0,3317,69.82,False,False,3.3622981196428805,6.546533965558626e-192,191.18398857451868,up,True,4.815620936781888,1.4533228171390071,1,0.6395896673202515,0.0,0.0001365498406918,2.2968430824381245e-33,0.0,0,0.6395896673202515,#F0882A,15.80899999999999
ZNF48,0.0052333333333333,0,8374,23.75,False,False,5.000519766440046,0.0,300.0,up,True,7.914405977680572,2.913886211240526,1,0.6836722493171692,0.0,0.0708416921823715,3.5436207125175935e-12,0.0,1,0.6836722493171692,#F0882A,5.235499999999998
ZNF480,0.0131666666666666,0,7241,34.09,False,False,5.520038097626777,0.0,300.0,up,True,8.40960551365192,2.8895674160251428,1,0.677026093006134,0.0,0.0518042551038124,2.170430454938193e-16,0.0,1,0.677026093006134,#F0882A,5.592499999999997
ZNF765,0.0123999999999999,0,7319,33.37,False,False,5.720036652089555,0.0,300.0,up,True,7.665759089525582,1.9457224374360271,6,3.971915543079376,7.035692176889341e-05,0.0591341267367602,5.827087752698275e-14,0.2712824808357794,1,0.6619859337806702,#F0882A,5.557999999999995
ZNF525,0.0045666666666666,0,8504,22.58,False,False,5.509013270721043,0.0,300.0,up,True,7.545551464448489,2.0365381937274454,5,3.320565700531006,2.974870974965639e-05,0.0591323035226412,6.063432373515764e-14,0.4033707478450267,1,0.6641131639480591,#F0882A,5.205499999999997
ZNF761,0.0216999999999999,0,6531,40.56,False,False,4.892847946219936,0.0,300.0,up,True,8.454865543591414,3.562017597371478,2,1.3410768508911133,0.0,0.0518056544246061,4.3895370430824165e-16,0.6786193051099707,1,0.6705384254455566,#F0882A,5.976499999999995
ZNF549,0.0261666666666666,0,6233,43.26,False,False,5.176985435166981,0.0,300.0,up,True,7.082779098195094,1.9057936630281136,1,0.6841369271278381,0.0,0.0487109728101324,6.851675933428375e-17,0.0,1,0.6841369271278381,#F0882A,6.177499999999997
ZNF561,0.2265333333333332,0,3378,69.26,False,False,5.547717726214579,0.0,300.0,up,True,9.106045285094774,3.558327558880196,1,0.6286689043045044,0.0,0.0687369053276949,3.0738396927373813e-13,0.0,1,0.6286689043045044,#F0882A,15.193999999999994
ZNF568,0.0343333333333332,0,5838,46.86,False,False,4.657820951224601,0.0,300.0,up,True,6.056860218207989,1.3990392669833878,7,4.569849252700806,2.6072924472777584e-05,0.0588185706275752,5.70039989407619e-14,0.1998125986557394,1,0.6528356671333313,#F0882A,6.544999999999995
