gene_a,gene_b,correlation
C1QC,IL2RG,0.6086034774780273
C1QC,IL4I1,0.7273048758506775
C1QC,IRF8,0.7279141545295715
C1QC,ITGAL,0.6744305491447449
C1QC,ITGAM,0.7539871335029602
C1QC,ITGAX,0.7093985676765442
C1QC,ITGB2,0.8097231984138489
C1QC,ITGB7,0.6408252716064453
C1QC,KBTBD8,0.6320667862892151
C1QC,KCNAB2,0.7185888886451721
C1QC,KLHL6,0.602493405342102
C1QC,LACTB,0.6067910194396973
C1QC,LAIR1,0.9143270254135132
C1QC,LAPTM5,0.8928861618041992
C1QC,LAT2,0.6987038254737854
C1QC,LCP1,0.7427599430084229
C1QC,LCP2,0.8196678757667542
C1QC,LHFPL2,0.6300837993621826
C1QC,LILRA5,0.6651223301887512
C1QC,LILRA6,0.7776353359222412
C1QC,LILRB1,0.8408920168876648
C1QC,LILRB2,0.8725088834762573
C1QC,LILRB3,0.7824432253837585
C1QC,LILRB4,0.8397071361541748
C1QC,LILRB5,0.7278188467025757
C1QC,LIPA,0.6497218012809753
C1QC,LPXN,0.7623366117477417
C1QC,LRRC25,0.8885712623596191
C1QC,LSP1,0.6655234098434448
C1QC,LST1,0.7629830837249756
C1QC,LY86,0.7580884695053101
C1QC,LYZ,0.6143662929534912
C1QC,MAFB,0.7535943388938904
C1QC,MATK,0.6587684750556946
C1QC,MFNG,0.6015488505363464
C1QC,MFSD1,0.6315679550170898
C1QC,MNDA,0.8074871897697449
C1QC,MPEG1,0.7792090773582458
C1QC,MPP1,0.6690229177474976
C1QC,MRC1,0.6737414002418518
C1QC,MS4A4A,0.8774479031562805
C1QC,MS4A6A,0.8819359540939331
C1QC,MS4A7,0.7933907508850098
C1QC,MSR1,0.8234387040138245
C1QC,MYO1F,0.8106537461280823
C1QC,NCF1,0.7815616130828857
C1QC,NCF1C,0.6998589634895325
C1QC,NCF2,0.7459034323692322
C1QC,NCF4,0.7224606871604919
C1QC,NCKAP1L,0.8488022685050964
C1QC,NFAM1,0.8290036916732788
C1QC,NLRC4,0.7477095723152161
C1QC,NLRP3,0.7119561433792114
C1QC,NPL,0.6813774108886719
C1QC,OLR1,0.6394435167312622
C1QC,OSCAR,0.7502039074897766
C1QC,P2RX7,0.7268701791763306
C1QC,P2RY13,0.7334886193275452
C1QC,PARVG,0.6958616971969604
C1QC,PDCD1LG2,0.8067831993103027
C1QC,PDE6G,0.6405161023139954
C1QC,PIK3AP1,0.8205761909484863
C1QC,PIK3CG,0.6321855783462524
C1QC,PIK3R5,0.7522177696228027
C1QC,PIK3R6,0.6658328771591187
C1QC,PILRA,0.868937611579895
C1QC,PLA2G15,0.6274391412734985
C1QC,PLA2G7,0.6488004922866821
C1QC,PLEK,0.8314099907875061
C1QC,PLEKHO1,0.6143743395805359
C1QC,PLEKHO2,0.8531622290611267
C1QC,PLXDC2,0.640954852104187
C1QC,PRAM1,0.6921230554580688
C1QC,PREX1,0.6637173891067505
C1QC,PSMB9,0.6164760589599609
C1QC,PSTPIP1,0.7153016328811646
C1QC,PTAFR,0.7000876069068909
C1QC,PTGER4,0.6362588405609131
C1QC,PTGS1,0.6292440295219421
C1QC,PTPN22,0.6622248291969299
C1QC,PTPN7,0.6680465936660767
C1QC,PTPRC,0.7436932325363159
C1QC,PTPRO,0.7875789999961853
C1QC,RAC2,0.6376473307609558
C1QC,RASAL3,0.6085575819015503
C1QC,RASGRP4,0.6698681116104126
C1QC,RASSF4,0.6408008933067322
C1QC,RCSD1,0.6428804397583008
C1QC,RGS19,0.6171297430992126
C1QC,RHOG,0.6522579789161682
C1QC,RNASE6,0.7697311639785767
C1QC,RTN1,0.654338002204895
C1QC,SAMHD1,0.7087777853012085
C1QC,SAMSN1,0.7384774088859558
C1QC,SASH3,0.7838388085365295
C1QC,SELPLG,0.7752931118011475
C1QC,SERPING1,0.6182291507720947
C1QC,SH2B3,0.6706019043922424
C1QC,SIGLEC1,0.785688042640686
C1QC,SIGLEC10,0.768095076084137
C1QC,SIGLEC5,0.7313476800918579
C1QC,SIGLEC7,0.8817707896232605
C1QC,SIGLEC9,0.8897573351860046
C1QC,SIRPA,0.7832761406898499
C1QC,SIRPB1,0.7192862629890442
C1QC,SIRPB2,0.7550663948059082
C1QC,SLA,0.7707507014274597
C1QC,SLAMF8,0.8707009553909302
C1QC,SLC15A3,0.7886661887168884
C1QC,SLC1A3,0.739027738571167
C1QC,SLC2A9,0.6666703820228577
C1QC,SLC31A2,0.810314953327179
C1QC,SLC37A2,0.7149357795715332
C1QC,SLC7A7,0.8032182455062866
C1QC,SLC8A1,0.6169969439506531
C1QC,SLCO2B1,0.8300126194953918
C1QC,SNX20,0.7580641508102417
C1QC,SPI1,0.882762610912323
C1QC,SPN,0.6616665124893188
C1QC,SRGN,0.6348846554756165
C1QC,STAB1,0.673799455165863
C1QC,STAC3,0.8033742308616638
C1QC,STK10,0.6259968280792236
C1QC,STX11,0.7743616700172424
C1QC,TAGAP,0.6947004795074463
C1QC,TBC1D10C,0.6165611147880554
C1QC,TFEC,0.8328348994255066
C1QC,TLR4,0.7853447794914246
C1QC,TLR7,0.7547621726989746
C1QC,TLR8,0.8464680910110474
C1QC,TMEM140,0.6521305441856384
C1QC,TNFAIP8L2,0.802687406539917
C1QC,TNFRSF1B,0.6646114587783813
C1QC,TNFSF13B,0.7939309477806091
C1QC,TNFSF8,0.6884687542915344
C1QC,TREM2,0.7667759656906128
C1QC,TRPV2,0.8181194067001343
C1QC,TYROBP,0.887906551361084
C1QC,UBE2L6,0.6002259254455566
C1QC,VAV1,0.6133239269256592
C1QC,VSIG4,0.855811357498169
C1QC,WAS,0.8144980669021606
C1QC,WIPF1,0.675524890422821
C1QC,ZEB2,0.6731177568435669
C1QTNF1,C1R,0.6970492005348206
C1QTNF1,CACNA1C,0.6251256465911865
C1QTNF1,CALD1,0.6241028308868408
C1QTNF1,CCDC80,0.6997650265693665
C1QTNF1,CD200,0.6523468494415283
C1QTNF1,CD248,0.6443504691123962
C1QTNF1,CLEC11A,0.6432586312294006
C1QTNF1,CNN1,0.6215152740478516
C1QTNF1,COL15A1,0.6266340613365173
C1QTNF1,COL16A1,0.6680652499198914
C1QTNF1,COL1A1,0.6282485127449036
C1QTNF1,COL1A2,0.6714096665382385
C1QTNF1,COL3A1,0.6545872092247009
C1QTNF1,COL5A1,0.6540751457214355
C1QTNF1,COL5A2,0.6079193949699402
C1QTNF1,COL6A1,0.6249805092811584
C1QTNF1,COL6A2,0.693633496761322
C1QTNF1,COL6A3,0.6964696645736694
C1QTNF1,CPXM1,0.6054624319076538
C1QTNF1,CPZ,0.7119311094284058
C1QTNF1,CRISPLD2,0.7228079438209534
C1QTNF1,CXCL12,0.6174198985099792
C1QTNF1,CYGB,0.6121352314949036
C1QTNF1,DACT3,0.611118733882904
C1QTNF1,DCN,0.6181877255439758
C1QTNF1,EMILIN1,0.7017849683761597
C1QTNF1,FBLN1,0.6346319317817688
C1QTNF1,FBLN2,0.6105432510375977
C1QTNF1,FBN1,0.6269353628158569
C1QTNF1,FGF7,0.6143220663070679
C1QTNF1,FIBIN,0.621436357498169
C1QTNF1,FSTL1,0.6035997867584229
C1QTNF1,GAS1,0.6936260461807251
C1QTNF1,GAS7,0.6617525815963745
C1QTNF1,GFPT2,0.6009244322776794
C1QTNF1,GLT8D2,0.656396746635437
C1QTNF1,HEG1,0.608092188835144
C1QTNF1,HEPH,0.6578052639961243
C1QTNF1,HIC1,0.6643988490104675
C1QTNF1,HSPB2,0.6349448561668396
C1QTNF1,HTRA1,0.6323661804199219
C1QTNF1,HTRA3,0.634698212146759
C1QTNF1,IGF1,0.6124827861785889
C1QTNF1,ISLR,0.667709231376648
C1QTNF1,KIAA1755,0.6206979155540466
C1QTNF1,LAMA4,0.6703176498413086
C1QTNF1,LOXL1,0.6245378851890564
C1QTNF1,LRRC32,0.6559037566184998
C1QTNF1,LRRN4CL,0.6286149621009827
C1QTNF1,LUM,0.6407275795936584
C1QTNF1,MEIS3,0.6597886085510254
C1QTNF1,MMP2,0.7252246737480164
C1QTNF1,MRGPRF,0.722012460231781
C1QTNF1,MSC,0.6758164167404175
C1QTNF1,MSRB3,0.6224358081817627
C1QTNF1,MXRA5,0.6277183890342712
C1QTNF1,MYL9,0.6152837872505188
C1QTNF1,MYLK,0.6079158782958984
C1QTNF1,NBL1,0.6397699117660522
C1QTNF1,OLFML1,0.6772767305374146
C1QTNF1,OLFML2B,0.6182899475097656
C1QTNF1,PCOLCE,0.6160147190093994
C1QTNF1,PDGFRA,0.654166042804718
C1QTNF1,PDGFRB,0.6717655062675476
C1QTNF1,PDLIM3,0.6096558570861816
C1QTNF1,PDZRN3,0.6374630331993103
C1QTNF1,PRRX1,0.654105007648468
C1QTNF1,PTGIR,0.6856945157051086
C1QTNF1,PTGIS,0.6376555562019348
C1QTNF1,RARRES2,0.616865336894989
C1QTNF1,ROR2,0.642118513584137
C1QTNF1,SCARF2,0.6448871493339539
C1QTNF1,SEMA6B,0.6139150857925415
C1QTNF1,SERPINF1,0.608285129070282
C1QTNF1,SERPING1,0.6576634049415588
C1QTNF1,SFRP2,0.626560628414154
C1QTNF1,SPARC,0.6520177721977234
C1QTNF1,SSC5D,0.605130136013031
C1QTNF1,SULF2,0.6472364068031311
C1QTNF1,SYDE1,0.6139230132102966
C1QTNF1,TAGLN,0.6715009808540344
C1QTNF1,TGFB1I1,0.6616334915161133
C1QTNF1,TGFB3,0.6087901592254639
C1QTNF1,THBS2,0.6266067028045654
C1QTNF1,THY1,0.7042250633239746
C1QTNF1,TMEM119,0.6138744950294495
C1QTNF1,TSHZ3,0.6943999528884888
C1QTNF1,ZNF423,0.6134005784988403
C1QTNF2,CNRIP1,0.6237572431564331
C1QTNF2,FEZ1,0.613966703414917
C1QTNF6,COL1A1,0.6481983661651611
C1QTNF6,COL1A2,0.6006318926811218
C1QTNF6,COL3A1,0.6086706519126892
C1QTNF6,COL5A1,0.6116185188293457
C1QTNF6,COL5A2,0.6421399712562561
C1QTNF6,LOXL2,0.6107360124588013
C1QTNF6,SPHK1,0.6323950886726379
C1QTNF7,C7,0.7543146014213562
C1QTNF7,CACNA1C,0.6753362417221069
C1QTNF7,CASS4,0.6970157027244568
C1QTNF7,CBX7,0.6782429218292236
C1QTNF7,CCNA2,-0.6447713375091553
C1QTNF7,CCNB1,-0.6786984801292419
C1QTNF7,CCNB2,-0.6755082011222839
C1QTNF7,CD302,0.6156906485557556
C1QTNF7,CDC20,-0.6815059781074524
C1QTNF7,CDC25A,-0.6276258826255798
C1QTNF7,CDC25C,-0.6418908834457397
C1QTNF7,CDC45,-0.6557906270027161
C1QTNF7,CDC6,-0.6140640377998352
C1QTNF7,CDCA2,-0.6018126606941223
C1QTNF7,CDCA3,-0.6683987379074097
C1QTNF7,CDCA5,-0.6649840474128723
C1QTNF7,CDCA8,-0.6287261247634888
C1QTNF7,CDK1,-0.610450029373169
C1QTNF7,CDKN3,-0.6234005093574524
C1QTNF7,CDT1,-0.645075261592865
C1QTNF7,CENPA,-0.6653605103492737
C1QTNF7,CEP55,-0.6050081849098206
C1QTNF7,CNRIP1,0.6270148158073425
C1QTNF7,COL14A1,0.6517649292945862
C1QTNF7,COLEC12,0.6126251816749573
C1QTNF7,CORO2B,0.6609426140785217
C1QTNF7,CTSO,0.6042208671569824
C1QTNF7,CX3CR1,0.647053062915802
C1QTNF7,CYBRD1,0.7015923857688904
C1QTNF7,CYYR1,0.6132128834724426
C1QTNF7,DACT3,0.6321864128112793
C1QTNF7,DCN,0.6798004508018494
C1QTNF7,DES,0.6344237327575684
C1QTNF7,DKK3,0.6090801358222961
C1QTNF7,DLC1,0.6061244010925293
C1QTNF7,DLGAP5,-0.6221651434898376
C1QTNF7,DPYSL2,0.6218534708023071
C1QTNF7,E2F1,-0.6009582877159119
C1QTNF7,ECM2,0.6768675446510315
C1QTNF7,ELN,0.8017404079437256
C1QTNF7,EMCN,0.6425163745880127
C1QTNF7,EME1,-0.6116344332695007
C1QTNF7,ERG,0.7137977480888367
C1QTNF7,ESPL1,-0.6527495980262756
C1QTNF7,EXO1,-0.6498165130615234
C1QTNF7,FAM13C,0.6555468440055847
C1QTNF7,FANCI,-0.6274217367172241
C1QTNF7,FAT4,0.7123914361000061
C1QTNF7,FEN1,-0.632472574710846
C1QTNF7,FEZ1,0.6405918002128601
C1QTNF7,FGF14,0.7408829927444458
C1QTNF7,FHL1,0.7541826367378235
C1QTNF7,FHL5,0.6393620371818542
C1QTNF7,FMO2,0.7476731538772583
C1QTNF7,FMO3,0.6175792813301086
C1QTNF7,FOXF1,0.6523305773735046
C1QTNF7,FOXF2,0.6943241953849792
C1QTNF7,FOXM1,-0.6590545177459717
C1QTNF7,FRZB,0.6570931673049927
C1QTNF7,GAS6,0.6006560921669006
C1QTNF7,GAS7,0.6572814583778381
C1QTNF7,GHR,0.645028293132782
C1QTNF7,GNG7,0.6067023277282715
C1QTNF7,GTSE1,-0.6117815971374512
C1QTNF7,HJURP,-0.6744135618209839
C1QTNF7,HMCN1,0.6900227069854736
C1QTNF7,HPGDS,0.6254868507385254
C1QTNF7,HSPB7,0.6882766485214233
C1QTNF7,IL33,0.6140351295471191
C1QTNF7,INMT,0.7965399622917175
C1QTNF7,ISM1,0.6119018793106079
C1QTNF7,ITGA9,0.6201496720314026
C1QTNF7,ITGBL1,0.6558343768119812
C1QTNF7,ITIH5,0.700139582157135
C1QTNF7,JAM2,0.7022894620895386
C1QTNF7,KANK2,0.649299144744873
C1QTNF7,KIF11,-0.6023039221763611
C1QTNF7,KIF18B,-0.6507390141487122
C1QTNF7,KIF20A,-0.6202411651611328
C1QTNF7,KIF23,-0.6341471076011658
C1QTNF7,KIF2C,-0.6465213298797607
C1QTNF7,KIF4A,-0.6215299963951111
C1QTNF7,KIFC1,-0.6463159322738647
C1QTNF7,KPNA2,-0.6515763401985168
C1QTNF7,LAMA2,0.7809531688690186
C1QTNF7,LDB2,0.6728785634040833
C1QTNF7,LIMS2,0.6254293918609619
C1QTNF7,LINC01140,0.626339316368103
C1QTNF7,LMOD1,0.768532395362854
C1QTNF7,LSAMP,0.6841163039207458
C1QTNF7,LTBP2,0.7884860634803772
C1QTNF7,MAD2L1,-0.6170669794082642
C1QTNF7,MCM10,-0.6538229584693909
C1QTNF7,MEF2C,0.6063635349273682
C1QTNF7,MELK,-0.6232490539550781
C1QTNF7,MEOX2,0.6979852318763733
C1QTNF7,MFAP4,0.8701049089431763
C1QTNF7,MGP,0.7686883807182312
C1QTNF7,MMRN1,0.6024680733680725
C1QTNF7,MOXD1,0.6009005904197693
C1QTNF7,MSRB3,0.6558972001075745
C1QTNF7,MYBL2,-0.6310049295425415
C1QTNF7,MYH11,0.7656440734863281
C1QTNF7,MYLK,0.6205850839614868
C1QTNF7,NCAPG,-0.664573073387146
C1QTNF7,NCAPH,-0.625891923904419
C1QTNF7,NDC80,-0.6083081364631653
C1QTNF7,NEGR1,0.6776779294013977
C1QTNF7,NEK2,-0.6295832991600037
C1QTNF7,NFIX,0.694331169128418
C1QTNF7,NR3C2,0.6035778522491455
C1QTNF7,NUF2,-0.6610227227210999
C1QTNF7,NUSAP1,-0.6246575117111206
C1QTNF7,NXPH3,0.6768569946289062
C1QTNF7,OLFML1,0.6941223740577698
C1QTNF7,PAICS,-0.6126382946968079
C1QTNF7,PBK,-0.6071887016296387
C1QTNF7,PDE5A,0.6084038615226746
C1QTNF7,PEAK1,0.6113288402557373
C1QTNF7,PGR,0.778186023235321
C1QTNF7,PIK3IP1,0.6235736608505249
C1QTNF7,PIK3R1,0.6195485591888428
C1QTNF7,PKMYT1,-0.6216515302658081
C1QTNF7,PKNOX2,0.6926968693733215
C1QTNF7,PLK1,-0.6366744041442871
C1QTNF7,PLK4,-0.6234491467475891
C1QTNF7,PLSCR4,0.6087084412574768
C1QTNF7,POC1A,-0.6279775500297546
C1QTNF7,PODN,0.7371255159378052
C1QTNF7,POLE2,-0.6175654530525208
C1QTNF7,PRC1,-0.6674391031265259
C1QTNF7,PRDM6,0.729620635509491
C1QTNF7,PRELP,0.7270107269287109
C1QTNF7,PRG4,0.6475649476051331
C1QTNF7,PRKG1,0.640981912612915
C1QTNF7,PTGIR,0.623786449432373
C1QTNF7,PTH1R,0.6521727442741394
C1QTNF7,RACGAP1,-0.6306166648864746
C1QTNF7,RAD51,-0.6295950412750244
C1QTNF7,RAD54L,-0.634907603263855
C1QTNF7,RAI2,0.7804790735244751
C1QTNF7,RASL12,0.6183858513832092
C1QTNF7,RECQL4,-0.6082366704940796
C1QTNF7,RERG,0.6330183744430542
C1QTNF7,RFC4,-0.6158827543258667
C1QTNF7,RHOJ,0.6171961426734924
C1QTNF7,RRM2,-0.6148830056190491
C1QTNF7,SCN4B,0.7883754968643188
C1QTNF7,SGCD,0.6800322532653809
C1QTNF7,SHROOM4,0.6435301899909973
C1QTNF7,SKA1,-0.6638652682304382
C1QTNF7,SKA3,-0.6572855114936829
C1QTNF7,SLIT2,0.6300274133682251
C1QTNF7,SLIT3,0.6929855942726135
C1QTNF7,SORBS1,0.604158878326416
C1QTNF7,SPAG5,-0.6622233986854553
C1QTNF7,SPARCL1,0.7843347787857056
C1QTNF7,SPC25,-0.6275439262390137
C1QTNF7,SPON1,0.704973578453064
C1QTNF7,SSC5D,0.6421788334846497
C1QTNF7,SVEP1,0.690035879611969
C1QTNF7,SYNE1,0.6072839498519897
C1QTNF7,SYNPO,0.6440948843955994
C1QTNF7,SYNPO2,0.6810939311981201
C1QTNF7,TACC3,-0.6521615982055664
C1QTNF7,TBX2,0.6263765096664429
C1QTNF7,TBX4,0.736599862575531
C1QTNF7,TBX5,0.7828057408332825
C1QTNF7,TEK,0.6016549468040466
C1QTNF7,TGFBR2,0.6178955435752869
C1QTNF7,TGFBR3,0.6163101196289062
C1QTNF7,THSD1,0.6067214608192444
C1QTNF7,TMEM119,0.6617419719696045
C1QTNF7,TNS1,0.6868833899497986
C1QTNF7,TNXB,0.6402056813240051
C1QTNF7,TPX2,-0.650341808795929
C1QTNF7,TRAIP,-0.6118181943893433
C1QTNF7,TROAP,-0.699284553527832
C1QTNF7,TTK,-0.6146355867385864
C1QTNF7,TUBA1C,-0.6030001640319824
C1QTNF7,UBE2C,-0.6314293742179871
C1QTNF7,UBE2S,-0.6509935259819031
C1QTNF7,UBE2T,-0.6549309492111206
C1QTNF7,ZCCHC24,0.7005442976951599
C1QTNF7,ZEB1,0.6366848349571228
C1QTNF7,ZFPM2,0.6057537794113159
C1QTNF7,ZNF423,0.6124308705329895
C1QTNF7,ZNF521,0.601651132106781
C1QTNF7,ZWINT,-0.6342198252677917
C1R,C1S,0.8905597925186157
C1R,CALD1,0.6016634702682495
C1R,CCDC80,0.7051172256469727
C1R,CCND2,0.6145244836807251
C1R,CD180,0.6008484363555908
C1R,CD200,0.6162453293800354
C1R,CD28,0.600159227848053
C1R,CD4,0.6590270400047302
C1R,CD53,0.6351178288459778
C1R,CMKLR1,0.6105696558952332
C1R,CNRIP1,0.6006489992141724
C1R,COL3A1,0.6188638210296631
C1R,COL6A2,0.6557782888412476
C1R,COL6A3,0.6820977330207825
C1R,CPZ,0.6664891839027405
C1R,CSF1R,0.608227550983429
C1R,CSF2RB,0.6624639630317688
C1R,CTSK,0.6011618375778198
C1R,CXCL12,0.6222395300865173
C1R,CYTH4,0.6609829068183899
C1R,CYTIP,0.612480640411377
C1R,DCN,0.6448780298233032
C1R,DOCK2,0.6373803615570068
C1R,EMILIN1,0.6556796431541443
C1R,ENTPD1,0.6260799169540405
C1R,ETS1,0.6380354762077332
C1R,EVI2A,0.6135371327400208
C1R,EVI2B,0.6395784020423889
C1R,FAP,0.6106860041618347
C1R,FBN1,0.6068687438964844
C1R,FGF7,0.6223714351654053
C1R,FLI1,0.6011399626731873
C1R,GAS1,0.6168230772018433
C1R,GAS7,0.7096978425979614
C1R,GFPT2,0.6767185926437378
C1R,GIMAP4,0.6265289783477783
C1R,GIMAP6,0.600209653377533
C1R,GJD3,0.6183282136917114
C1R,GLIPR1,0.6468255519866943
C1R,GNG2,0.6321964859962463
C1R,GYPC,0.6410473585128784
C1R,HAPLN3,0.6282511949539185
C1R,IFFO1,0.6078432202339172
C1R,IKZF1,0.6267651319503784
C1R,IL10RA,0.6337094306945801
C1R,IL12RB1,0.6192502379417419
C1R,IL16,0.6481525897979736
C1R,IL21R,0.6606429815292358
C1R,ISLR,0.6183315515518188
C1R,KIAA1755,0.6063340306282043
C1R,LAMA4,0.6223867535591125
C1R,LAPTM5,0.6162624955177307
C1R,LCP2,0.6309375762939453
C1R,LILRB1,0.6251925826072693
C1R,LILRB2,0.6141240000724792
C1R,LUM,0.6322011947631836
C1R,MAFB,0.6409329175949097
C1R,MMP2,0.6819134950637817
C1R,MPEG1,0.60971999168396
C1R,MRGPRF,0.6543205380439758
C1R,MSC,0.6694072484970093
C1R,MYLK,0.6311557292938232
C1R,NCKAP1L,0.6191760301589966
C1R,NEXN,0.6035614609718323
C1R,OLFML1,0.6899283528327942
C1R,PDCD1LG2,0.6074073910713196
C1R,PDGFRA,0.6441097259521484
C1R,PDGFRB,0.6118685603141785
C1R,PLEKHO2,0.6429047584533691
C1R,PLXDC2,0.6320503354072571
C1R,PMP22,0.6499645113945007
C1R,PRRX1,0.6409087181091309
C1R,PTGIR,0.65618896484375
C1R,PTGS1,0.6022589206695557
C1R,PTPN7,0.628020703792572
C1R,PTPRC,0.620926022529602
C1R,SASH3,0.6143351793289185
C1R,SELPLG,0.6350025534629822
C1R,SERPING1,0.770840585231781
C1R,SIGLEC10,0.6174449324607849
C1R,SIRPA,0.6217683553695679
C1R,SLA,0.6205023527145386
C1R,SLAMF1,0.6181232929229736
C1R,SLAMF8,0.644625723361969
C1R,SNX20,0.6105345487594604
C1R,TAGAP,0.6057035326957703
C1R,THY1,0.6109960675239563
C1R,TMEM119,0.6393212080001831
C1R,TNFRSF1B,0.6308595538139343
C1R,TSHZ3,0.6825535297393799
C1R,VCAM1,0.6733413934707642
C1R,WAS,0.6341118812561035
C1R,WIPF1,0.6907709836959839
C1R,ZEB2,0.663835883140564
C1RL-AS1,CSAD,0.6446539163589478
C1RL-AS1,DNAH1,0.712049663066864
C1RL-AS1,DNHD1,0.6062646508216858
C1RL-AS1,FNBP4,0.6840068697929382
C1RL-AS1,GOLGA6L10,0.64364093542099
C1RL-AS1,GOLGA8A,0.6096261143684387
C1RL-AS1,GOLGA8B,0.6589896082878113
C1RL-AS1,GUSBP11,0.640601396560669
C1RL-AS1,INE1,0.632849931716919
C1RL-AS1,LENG8,0.6998286247253418
C1RL-AS1,LINC01089,0.6746393442153931
C1RL-AS1,LUC7L3,0.6045953035354614
C1RL-AS1,LY6G5B,0.6150044798851013
C1RL-AS1,MAPK8IP3,0.609286904335022
C1RL-AS1,MDM4,0.617266058921814
C1RL-AS1,NEAT1,0.6734468340873718
C1RL-AS1,NKTR,0.7305735349655151
C1RL-AS1,NPIPB5,0.6112630367279053
C1RL-AS1,NXF1,0.6311662197113037
C1RL-AS1,PABPC1L,0.6100587248802185
C1RL-AS1,PAN2,0.6649284958839417
C1RL-AS1,PDXDC2P-NPIPB14P,0.6403785943984985
C1RL-AS1,PILRB,0.6572981476783752
C1RL-AS1,RBM33,0.682392954826355
C1RL-AS1,RBM6,0.6844749450683594
C1RL-AS1,RNF207,0.6105825901031494
C1RL-AS1,RSKR,0.6065803170204163
C1RL-AS1,SEC31B,0.6928860545158386
C1RL-AS1,SRRM2,0.6092172265052795
C1RL-AS1,THUMPD3-AS1,0.6040744185447693
C1RL-AS1,TNRC6A,0.6494884490966797
C1RL-AS1,TRIM52,0.612089216709137
C1RL-AS1,TRIM66,0.6979407072067261
C1RL-AS1,TSSK3,0.6152638792991638
C1RL-AS1,TTC14,0.6019434332847595
C1RL-AS1,TTLL3,0.6479450464248657
C1RL-AS1,TUBGCP6,0.6380473971366882
C1RL-AS1,UBE2Q2P1,0.6262916922569275
C1RL-AS1,VAMP1,0.7291613221168518
C1RL-AS1,WDR27,0.6509355306625366
C1RL-AS1,ZBTB40,0.6396004557609558
C1RL-AS1,ZFC3H1,0.6332406997680664
C1RL-AS1,ZNF276,0.6278470754623413
C1S,DCN,0.6043926477432251
C1S,ENTPD1,0.6069052815437317
C1S,GAS7,0.6047384142875671
C1S,GFPT2,0.6193588376045227
C1S,IL21R,0.6079025864601135
C1S,MSC,0.6266225576400757
C1S,OLFML1,0.6256628632545471
C1S,SERPING1,0.6729300618171692
C1S,SOD2,0.6137927770614624
C1S,TMEM119,0.6002854704856873
C1S,VCAM1,0.6494566202163696
C1S,WIPF1,0.6116741895675659
C20ORF96,CDK3,0.6337360143661499
C20ORF96,LUC7L,0.6141886115074158
C20ORF96,PABPC1L,0.6063807010650635
C20ORF96,WASH7P,0.6343903541564941
C20ORF96,ZNF133,0.648722231388092
C20ORF96,ZNF692,0.6139398217201233
C21ORF58,SFI1,0.6003845930099487
C21ORF58,UBXN11,0.6597326993942261
C2CD3,RSF1,0.637287437915802
C2CD4A,C2CD4B,0.6527128219604492
C2ORF81,WDR54,0.7042309641838074
C3AR1,C5AR1,0.7784813642501831
C3AR1,CALHM2,0.636746346950531
C3AR1,CASP1,0.6457824110984802
C3AR1,CASS4,0.6326689720153809
C3AR1,CCL13,0.6379358768463135
C3AR1,CCL18,0.6413039565086365
C3AR1,CCL3,0.647167980670929
C3AR1,CCL4,0.658650815486908
C3AR1,CCR1,0.8366191983222961
C3AR1,CCR2,0.7516499757766724
C3AR1,CCR5,0.7716677188873291
C3AR1,CCRL2,0.613238513469696
C3AR1,CD14,0.8378840088844299
C3AR1,CD163,0.8855041265487671
C3AR1,CD180,0.7554463744163513
C3AR1,CD1D,0.6043680906295776
C3AR1,CD2,0.611089289188385
C3AR1,CD200R1,0.6824659705162048
C3AR1,CD209,0.7488753199577332
C3AR1,CD226,0.6944394111633301
C3AR1,CD244,0.6040432453155518
C3AR1,CD274,0.6252909302711487
C3AR1,CD28,0.7504706382751465
C3AR1,CD300A,0.8129884004592896
C3AR1,CD300C,0.854702889919281
C3AR1,CD300LF,0.7789857983589172
C3AR1,CD33,0.8697704076766968
C3AR1,CD37,0.7262629866600037
C3AR1,CD4,0.8930683135986328
C3AR1,CD48,0.6206486821174622
C3AR1,CD52,0.6475064158439636
C3AR1,CD53,0.902640163898468
C3AR1,CD68,0.8074548244476318
C3AR1,CD72,0.6787116527557373
C3AR1,CD74,0.6598996520042419
C3AR1,CD80,0.8341113328933716
C3AR1,CD84,0.8871477842330933
C3AR1,CD86,0.92470383644104
C3AR1,CIITA,0.6475428938865662
C3AR1,CLEC10A,0.709396243095398
C3AR1,CLEC12A,0.6522756218910217
C3AR1,CLEC4A,0.8309537172317505
C3AR1,CLEC5A,0.6571745872497559
C3AR1,CLEC7A,0.7038974165916443
C3AR1,CMKLR1,0.8514518737792969
C3AR1,COLEC12,0.613013744354248
C3AR1,CORO1A,0.6017162203788757
C3AR1,CPVL,0.6937886476516724
C3AR1,CR1,0.7426701188087463
C3AR1,CSF1,0.6597431302070618
C3AR1,CSF1R,0.9051104784011841
C3AR1,CSF2RA,0.6519697308540344
C3AR1,CSF2RB,0.7964836955070496
C3AR1,CTSB,0.711382269859314
C3AR1,CTSS,0.6888952851295471
C3AR1,CTSZ,0.6117991209030151
C3AR1,CYBB,0.9331570863723755
C3AR1,CYTH4,0.834352970123291
C3AR1,CYTIP,0.6679598093032837
C3AR1,DAB2,0.7334201335906982
C3AR1,DNAJC5B,0.7259716987609863
C3AR1,DOCK10,0.6942182779312134
C3AR1,DOCK11,0.7020902037620544
C3AR1,DOCK2,0.8376536965370178
C3AR1,DOCK8,0.701635479927063
C3AR1,DOK2,0.8362701535224915
