gene_a,gene_b,correlation
A2M,ABCA6,0.7525840997695923
A2M,ABCA9,0.7014554142951965
A2M,ABI3BP,0.7354256510734558
A2M,ACVRL1,0.6734510064125061
A2M,ADAMTSL2,0.629518985748291
A2M,ADAMTSL3,0.6746248006820679
A2M,ADARB1,0.621451735496521
A2M,ANGPT1,0.7089688777923584
A2M,AOC3,0.8598543405532837
A2M,ARHGAP31,0.6815726161003113
A2M,ARHGAP6,0.7517231106758118
A2M,ARHGEF15,0.7272656559944153
A2M,ARHGEF6,0.6566730737686157
A2M,ATP1B2,0.6843542456626892
A2M,BHLHE22,0.6135531067848206
A2M,C14ORF132,0.611443281173706
A2M,C1QTNF7,0.7791191935539246
A2M,C7,0.7857430577278137
A2M,CACNA1C,0.7491183876991272
A2M,CALCRL,0.6686019897460938
A2M,CASS4,0.796008288860321
A2M,CBX7,0.603295087814331
A2M,CD34,0.7122704386711121
A2M,CD4,0.6057008504867554
A2M,CD93,0.7190883755683899
A2M,CDH5,0.7147082090377808
A2M,CLEC14A,0.7173806428909302
A2M,CNRIP1,0.6788427233695984
A2M,COL14A1,0.7025445103645325
A2M,COLEC12,0.6138485670089722
A2M,CORO2B,0.6641489267349243
A2M,CYGB,0.6128579378128052
A2M,CYYR1,0.7362255454063416
A2M,DCN,0.6266970038414001
A2M,DES,0.6517176628112793
A2M,DLC1,0.6000465750694275
A2M,ECM2,0.6772207021713257
A2M,EDNRB,0.6656463146209717
A2M,ELN,0.680639386177063
A2M,EMCN,0.6802069544792175
A2M,ENG,0.6080793738365173
A2M,EPB41L2,0.6314355731010437
A2M,ERG,0.783185601234436
A2M,ETS1,0.6118510365486145
A2M,FAM107A,0.6856127977371216
A2M,FAM13C,0.7602888941764832
A2M,FAM162B,0.6127845644950867
A2M,FAT4,0.7238413095474243
A2M,FBLN5,0.6620808839797974
A2M,FEZ1,0.6529777646064758
A2M,FGD5,0.71187424659729
A2M,FGF14,0.6390692591667175
A2M,FHL1,0.7823466062545776
A2M,FHL5,0.7159106731414795
A2M,FLI1,0.7558987736701965
A2M,FMO2,0.7462760210037231
A2M,FOXF1,0.7292873859405518
A2M,FOXF2,0.6133584976196289
A2M,FRZB,0.6330540180206299
A2M,FXYD6,0.6258704662322998
A2M,GAS7,0.7333143353462219
A2M,GGTA1,0.6095577478408813
A2M,GHR,0.6518217921257019
A2M,GIMAP6,0.6457187533378601
A2M,GIMAP8,0.7217850685119629
A2M,GNG2,0.6574166417121887
A2M,GPIHBP1,0.6600227952003479
A2M,GUCY1A2,0.6438916921615601
A2M,GYPC,0.6206699013710022
A2M,HEG1,0.6189862489700317
A2M,HGF,0.6753377914428711
A2M,HMCN1,0.7567110657691956
A2M,HSPA12B,0.6275312304496765
A2M,HSPB6,0.6208373308181763
A2M,HSPB7,0.6089885234832764
A2M,IL16,0.6263046264648438
A2M,IL33,0.6317411065101624
A2M,INMT,0.7866677045822144
A2M,ITIH5,0.7282329797744751
A2M,JAM2,0.7641028761863708
A2M,LAMA2,0.8164234161376953
A2M,LBH,0.6281395554542542
A2M,LDB2,0.7644180655479431
A2M,LIMS2,0.6202558279037476
A2M,LINC01140,0.6326444149017334
A2M,LMOD1,0.71131831407547
A2M,LRRC32,0.6170770525932312
A2M,LSAMP,0.717475414276123
A2M,LTBP2,0.7363014817237854
A2M,MAN1C1,0.6033341884613037
A2M,MAP3K3,0.6091437935829163
A2M,MEOX2,0.7230039834976196
A2M,MFAP4,0.8412637710571289
A2M,MGP,0.6910382509231567
A2M,MMRN1,0.7053065299987793
A2M,MMRN2,0.6763798594474792
A2M,MOXD1,0.6409172415733337
A2M,MPEG1,0.6021245121955872
A2M,MSRB3,0.6447298526763916
A2M,MYCT1,0.6842986941337585
A2M,MYH11,0.7302724719047546
A2M,MYLK,0.6650052666664124
A2M,NFASC,0.6412703394889832
A2M,NXPH3,0.6424849629402161
A2M,OLFML1,0.7396994233131409
A2M,PCDH17,0.6405962109565735
A2M,PCDHGB7,0.6637703776359558
A2M,PDE5A,0.6656638979911804
A2M,PDGFRB,0.6111018657684326
A2M,PDZRN3,0.6132962703704834
A2M,PEAK1,0.7025374174118042
A2M,PEAR1,0.6619818806648254
A2M,PECAM1,0.6422650218009949
A2M,PGR,0.7240666747093201
A2M,PIK3R1,0.6250516772270203
A2M,PKNOX2,0.803568422794342
A2M,PODN,0.6781359910964966
A2M,PRDM6,0.6381610631942749
A2M,PRELP,0.6559203267097473
A2M,PREX1,0.601117730140686
A2M,PRG4,0.6806430816650391
A2M,PRKCB,0.6186410784721375
A2M,PRKG1,0.6750881671905518
A2M,PTGDS,0.6623910665512085
A2M,PTGER4,0.6581215858459473
A2M,PTGIR,0.7075608968734741
A2M,PTH1R,0.6390015482902527
A2M,PTPRB,0.6531266570091248
A2M,RAI2,0.7247327566146851
A2M,RASGRP4,0.6134673357009888
A2M,RASL12,0.6840170621871948
A2M,RASSF2,0.6886231899261475
A2M,RCSD1,0.6409994959831238
A2M,REM1,0.6799118518829346
A2M,RGS5,0.6428508162498474
A2M,RHOJ,0.781769871711731
A2M,ROBO4,0.6620863676071167
A2M,RYR2,0.6082239151000977
A2M,S1PR1,0.7450364828109741
A2M,SCN4B,0.7226420044898987
A2M,SELP,0.7174719572067261
A2M,SGCD,0.6098442077636719
A2M,SH2D3C,0.677749752998352
A2M,SHROOM4,0.6137269735336304
A2M,SLIT2,0.7261829972267151
A2M,SLIT3,0.8135024309158325
A2M,SNRK,0.6713072061538696
A2M,SPARCL1,0.8547702431678772
A2M,SPON1,0.6992454528808594
A2M,SSC5D,0.6281161308288574
A2M,STARD8,0.7034623026847839
A2M,SULT1C4,0.6935312151908875
A2M,SVEP1,0.7731741070747375
A2M,SYNE1,0.6174081563949585
A2M,SYNPO,0.6449971199035645
A2M,SYNPO2,0.7107782363891602
A2M,TACC1,0.6245715618133545
A2M,TAL1,0.6895001530647278
A2M,TBX2,0.6906096339225769
A2M,TBX4,0.7485352754592896
A2M,TBX5,0.7640295624732971
A2M,TCF4,0.6659747362136841
A2M,TEK,0.7400683164596558
A2M,TGFBR2,0.6444478034973145
A2M,TGFBR3,0.6502209305763245
A2M,THSD1,0.6565443873405457
A2M,TIE1,0.6333837509155273
A2M,TMEM119,0.6659601330757141
A2M,TNS1,0.6802937984466553
A2M,TNXB,0.7058805823326111
A2M,VWF,0.7531719207763672
A2M,ZCCHC24,0.7149710059165955
A2M,ZEB1,0.6639103293418884
A2M,ZEB2,0.7141428589820862
A2M,ZNF423,0.660132884979248
A2M,ZNF521,0.6103196740150452
AAGAB,ETFA,0.6086086630821228
AAGAB,GTF2A2,0.6131657361984253
AAGAB,MAPK6,0.6415653824806213
AAGAB,RAB11A,0.6708059906959534
AAGAB,SNAPC5,0.6331019401550293
AAGAB,ZWILCH,0.6595828533172607
AAK1,AFF1,0.6134745478630066
AAK1,ALMS1,0.6157781481742859
AAK1,BPTF,0.6538802981376648
AAK1,C12ORF57,-0.6117234826087952
AAK1,CBL,0.6470937728881836
AAK1,CHCHD1,-0.6032549142837524
AAK1,CMC1,-0.6497933268547058
AAK1,EEF1B2,-0.6052234768867493
AAK1,GADD45GIP1,-0.6092117428779602
AAK1,HERC1,0.6405866742134094
AAK1,IGF2R,0.6004679203033447
AAK1,LSM2,-0.6330235004425049
AAK1,MACF1,0.6546922922134399
AAK1,MED31,-0.6259363293647766
AAK1,MRPL52,-0.6383709907531738
AAK1,MRPL54,-0.6965259909629822
AAK1,MTF1,0.6105743050575256
AAK1,MYCBP2,0.614956796169281
AAK1,NDUFA7,-0.6370857357978821
AAK1,NDUFB1,-0.6291660070419312
AAK1,NDUFB7,-0.6366035342216492
AAK1,ROMO1,-0.6569135785102844
AAK1,RPL24,-0.6096962690353394
AAK1,RPL35,-0.6443115472793579
AAK1,RPS18,-0.637235701084137
AAK1,RPS5,-0.6162202954292297
AAK1,RPSA,-0.6119257807731628
AAK1,SPEN,0.6660851836204529
AAK1,SSH2,0.6414061188697815
AAK1,TET3,0.6257543563842773
AAK1,TIMM8B,-0.6313525438308716
AAK1,TLN1,0.6243441104888916
AAK1,TMEM14C,-0.6334821581840515
AAK1,TMEM223,-0.6315432190895081
AAK1,TNRC6B,0.630976140499115
AAK1,UQCR11,-0.6713929772377014
AAK1,UQCRQ,-0.6533417701721191
AAK1,YLPM1,0.6063348054885864
AAK1,ZNHIT1,-0.6025668978691101
AARS2,ABCC10,0.6507079005241394
AARS2,CUL7,0.65373295545578
AARS2,EHMT2,0.6392993330955505
AATBC,CACNB1,0.6102364659309387
ABCA1,CD84,0.6108285784721375
ABCA1,FPR3,0.6040920615196228
ABCA1,SH2B3,0.6049540638923645
ABCA1,ZEB2,0.6213552951812744
ABCA2,PKD1,0.648690402507782
ABCA3,ATP8A1,0.6134606599807739
ABCA3,C16ORF89,0.652265191078186
ABCA3,CACNA2D2,0.7324440479278564
ABCA3,CISH,0.6148651838302612
ABCA3,DLC1,0.6416963934898376
ABCA3,ESYT3,0.6880121231079102
ABCA3,HLF,0.611492395401001
ABCA3,LRRK2,0.6504636406898499
ABCA3,NAPSA,0.7111284136772156
ABCA3,NKX2-1,0.6486123204231262
ABCA3,SCNN1B,0.6266235113143921
ABCA3,SFTPA2,0.7227085828781128
ABCA3,SFTPB,0.7093329429626465
ABCA3,SFTPD,0.6078915596008301
ABCA3,SNX30,0.6021426320075989
ABCA3,STXBP1,0.6140832304954529
ABCA6,ABCA9,0.7970831394195557
ABCA6,ABI3BP,0.7358371615409851
ABCA6,ANGPT1,0.6125574707984924
ABCA6,ANKRD44,0.672157883644104
ABCA6,AOC3,0.7318130731582642
ABCA6,ARHGAP15,0.6263440251350403
ABCA6,ARHGAP25,0.6323416829109192
ABCA6,ARHGAP30,0.6350606083869934
ABCA6,ARHGAP31,0.66042160987854
ABCA6,ARHGAP6,0.625630259513855
ABCA6,ARHGEF6,0.7591160535812378
ABCA6,BHLHE22,0.6722937226295471
ABCA6,BNC2,0.611930787563324
ABCA6,BTK,0.6799556612968445
ABCA6,C1QTNF7,0.7082621455192566
ABCA6,C7,0.6710092425346375
ABCA6,CACNA1C,0.6774123907089233
ABCA6,CALCRL,0.604087233543396
ABCA6,CASS4,0.7867972254753113
ABCA6,CCR2,0.6852295398712158
ABCA6,CCR6,0.6605013608932495
ABCA6,CD180,0.6049288511276245
ABCA6,CD200R1,0.6441041231155396
ABCA6,CD22,0.6058945655822754
ABCA6,CD28,0.6915139555931091
ABCA6,CD37,0.6457325220108032
ABCA6,CD4,0.7024946808815002
ABCA6,CD53,0.610381543636322
ABCA6,CD84,0.6485294699668884
ABCA6,CD93,0.6100491881370544
ABCA6,CLEC10A,0.6191558241844177
ABCA6,CMKLR1,0.6315480470657349
ABCA6,CNRIP1,0.7101756930351257
ABCA6,COL14A1,0.6002654433250427
ABCA6,COLEC12,0.6503272652626038
ABCA6,CR1,0.6621743440628052
ABCA6,CSF2RB,0.6879377961158752
ABCA6,CXCL12,0.655967116355896
ABCA6,CYBB,0.6165892481803894
ABCA6,CYYR1,0.606837809085846
ABCA6,DAB2,0.6333870887756348
ABCA6,DCN,0.738753616809845
ABCA6,DDR2,0.6249433755874634
ABCA6,DOCK10,0.6020238995552063
ABCA6,DOCK2,0.6882418990135193
ABCA6,DOCK8,0.6199118494987488
ABCA6,DPEP2,0.6437873244285583
ABCA6,ECM2,0.6854438185691833
ABCA6,ENTPD1,0.6125422120094299
ABCA6,EPB41L2,0.6716184020042419
ABCA6,ERG,0.6400344967842102
ABCA6,ETS1,0.6339235305786133
ABCA6,EVI2A,0.6335289478302002
ABCA6,EVI2B,0.6880384087562561
ABCA6,F13A1,0.6475161910057068
ABCA6,FAM13C,0.6305404305458069
ABCA6,FAT4,0.6687160134315491
ABCA6,FEZ1,0.6330657601356506
ABCA6,FGD2,0.6442487239837646
ABCA6,FGD5,0.6472037434577942
ABCA6,FGF7,0.627318263053894
ABCA6,FGL2,0.6428901553153992
ABCA6,FHL1,0.6788203120231628
ABCA6,FLI1,0.7235291004180908
ABCA6,FMNL3,0.6192609071731567
ABCA6,FMO2,0.7589099407196045
ABCA6,FOLR2,0.6348541378974915
ABCA6,GAB3,0.6361131072044373
ABCA6,GAPT,0.637670636177063
ABCA6,GAS7,0.8047245740890503
ABCA6,GGTA1,0.6830310225486755
ABCA6,GHR,0.6182906627655029
ABCA6,GIMAP4,0.6268908977508545
ABCA6,GIMAP6,0.6858777403831482
ABCA6,GIMAP7,0.6376339197158813
ABCA6,GIMAP8,0.6727745532989502
ABCA6,GNG2,0.7063621878623962
ABCA6,GPR34,0.6137917041778564
ABCA6,GPR65,0.6026849746704102
ABCA6,GYPC,0.645863950252533
ABCA6,HGF,0.6316044926643372
ABCA6,HMCN1,0.6395111680030823
ABCA6,IKZF1,0.6859617829322815
ABCA6,IL10RA,0.6456389427185059
ABCA6,IL16,0.7405542731285095
ABCA6,IL7R,0.7199275493621826
ABCA6,INMT,0.6268193125724792
ABCA6,IRF8,0.6937637329101562
ABCA6,ITGA4,0.6447399258613586
ABCA6,ITIH5,0.6037623882293701
ABCA6,ITK,0.6120011210441589
ABCA6,JAM2,0.6679679155349731
ABCA6,KLHL6,0.6616191864013672
ABCA6,LAMA2,0.7776114344596863
ABCA6,LDB2,0.65055912733078
ABCA6,LINC01140,0.6985830068588257
ABCA6,LMOD1,0.6537413001060486
ABCA6,LSAMP,0.7146724462509155
ABCA6,LTBP2,0.6780029535293579
ABCA6,LUM,0.6095916628837585
ABCA6,MEOX2,0.6725850105285645
ABCA6,MFAP4,0.7617189884185791
ABCA6,MFNG,0.6012820601463318
ABCA6,MGP,0.6004934906959534
ABCA6,MNDA,0.62017422914505
ABCA6,MOXD1,0.644404411315918
ABCA6,MPEG1,0.6850578188896179
ABCA6,MRC1,0.6528741121292114
ABCA6,MS4A6A,0.6028754115104675
ABCA6,MS4A7,0.6418123841285706
ABCA6,MSRB3,0.6511178016662598
ABCA6,MYLK,0.700940728187561
ABCA6,NCKAP1L,0.6593524813652039
ABCA6,NLRP3,0.6316732168197632
ABCA6,OLFML1,0.7702460289001465
ABCA6,P2RX7,0.6038210391998291
ABCA6,P2RY10,0.604208767414093
ABCA6,P2RY13,0.6373644471168518
ABCA6,P2RY14,0.6575278043746948
ABCA6,PDE5A,0.6027961373329163
ABCA6,PDGFRA,0.6839786767959595
ABCA6,PDZRN3,0.6497238278388977
ABCA6,PGR,0.6870673894882202
ABCA6,PIK3CG,0.6994710564613342
ABCA6,PIK3R5,0.640608549118042
ABCA6,PKNOX2,0.6448805332183838
ABCA6,PLCG2,0.6101223826408386
ABCA6,PLXDC2,0.6827941536903381
ABCA6,PLXNC1,0.6727107763290405
ABCA6,PMP22,0.6392534375190735
ABCA6,PODN,0.6484679579734802
ABCA6,PPP1R16B,0.6175747513771057
ABCA6,PRDM6,0.6140149831771851
ABCA6,PRELP,0.6341965794563293
ABCA6,PRKCB,0.6867315769195557
ABCA6,PRKG1,0.6786898970603943
ABCA6,PTGDS,0.6737963557243347
ABCA6,PTGER4,0.6864559054374695
ABCA6,PTGIR,0.6795154213905334
ABCA6,PTPRC,0.6938071250915527
ABCA6,RAI2,0.6764032244682312
ABCA6,RASGRP2,0.625177800655365
ABCA6,RASGRP4,0.6708567142486572
ABCA6,RASSF2,0.7098037600517273
ABCA6,RCBTB2,0.6472529172897339
ABCA6,RCSD1,0.6846261024475098
ABCA6,RECK,0.6478462219238281
ABCA6,RHOJ,0.6597732305526733
ABCA6,RTN1,0.6074736714363098
ABCA6,S1PR1,0.6288528442382812
ABCA6,SASH3,0.6384795308113098
ABCA6,SELP,0.6106936931610107
ABCA6,SELPLG,0.6521076560020447
ABCA6,SERPING1,0.6469271183013916
ABCA6,SGCD,0.6492903232574463
ABCA6,SGIP1,0.6047875285148621
ABCA6,SH2B3,0.6068757772445679
ABCA6,SIRPB2,0.6005092859268188
ABCA6,SLA,0.6141297817230225
ABCA6,SLAMF1,0.6036929488182068
ABCA6,SLC2A9,0.6228708624839783
ABCA6,SLC9A9,0.628632128238678
ABCA6,SLCO2B1,0.6855186820030212
ABCA6,SLIT2,0.7003923058509827
ABCA6,SLIT3,0.6872731447219849
ABCA6,SNX20,0.6381866931915283
ABCA6,SPARCL1,0.7432121634483337
ABCA6,SPN,0.6534897089004517
ABCA6,SPON1,0.6758441925048828
ABCA6,STARD8,0.6746764779090881
ABCA6,SVEP1,0.6814293265342712
ABCA6,SYNPO2,0.6856939792633057
ABCA6,TAGAP,0.6654220223426819
ABCA6,TBX5,0.6844951510429382
ABCA6,TCF4,0.6463252902030945
ABCA6,TLR4,0.672923743724823
ABCA6,TLR7,0.6371048092842102
ABCA6,TLR8,0.6068071126937866
ABCA6,TMEM119,0.7042372822761536
ABCA6,TNFSF8,0.6782167553901672
ABCA6,WIPF1,0.6087375283241272
ABCA6,ZCCHC24,0.700444757938385
ABCA6,ZEB1,0.7045656442642212
ABCA6,ZEB2,0.7736077904701233
ABCA6,ZFPM2,0.6124550700187683
ABCA6,ZNF521,0.6374563574790955
ABCA6,ZNF831,0.6200751066207886
ABCA7,ATG16L2,0.6329630017280579
ABCA7,FAM193B,0.6311349272727966
ABCA7,HOOK2,0.6195209622383118
ABCA7,KLHL17,0.6072648167610168
ABCA7,LENG8,0.6334661841392517
ABCA7,MAPK8IP3,0.6320741176605225
ABCA7,MIB2,0.6115439534187317
ABCA7,RHOT2,0.6028198003768921
ABCA7,SFI1,0.6216720342636108
ABCA7,SPPL2B,0.6202423572540283
ABCA7,TUBGCP6,0.6279962658882141
ABCA7,TYK2,0.6412172913551331
ABCA7,WDR90,0.6217194199562073
ABCA9,ABI3BP,0.6831761002540588
ABCA9,AOC3,0.6578739881515503
ABCA9,ARHGAP25,0.6019421219825745
ABCA9,ARHGAP30,0.6086210608482361
ABCA9,ARHGAP6,0.6100562810897827
ABCA9,ARHGEF6,0.6502500772476196
ABCA9,C7,0.6266424059867859
ABCA9,CACNA1C,0.6773990988731384
ABCA9,CARD8,0.6200451254844666
ABCA9,CASS4,0.6394661068916321
ABCA9,CD22,0.6248086094856262
ABCA9,FLI1,0.6719939708709717
ABCA9,FMO2,0.6508132219314575
ABCA9,GAS7,0.7009890079498291
ABCA9,GIMAP8,0.6473507285118103
ABCA9,IKZF1,0.6139696836471558
ABCA9,IL16,0.6841643452644348
ABCA9,KLHL6,0.6572897434234619
ABCA9,LAMA2,0.6702994704246521
ABCA9,LSAMP,0.6734945178031921
ABCA9,MFAP4,0.6582537293434143
ABCA9,NLRC3,0.6087283492088318
ABCA9,OLFML1,0.6389369964599609
ABCA9,PEAK1,0.6129512786865234
ABCA9,PKNOX2,0.6502922773361206
ABCA9,PLCG2,0.6030482649803162
ABCA9,PPP1R16B,0.6537017226219177
ABCA9,PTGIR,0.6205583214759827
ABCA9,RASGRP2,0.6248967051506042
ABCA9,RASSF2,0.6297507882118225
ABCA9,RCSD1,0.6081404089927673
ABCA9,RHOJ,0.6314735412597656
ABCA9,RYR2,0.604832649230957
ABCA9,SLIT2,0.6293471455574036
ABCA9,SLIT3,0.6368399858474731
ABCA9,SPARCL1,0.6541767120361328
ABCA9,SVEP1,0.6700266003608704
ABCA9,SYNPO2,0.6436616778373718
ABCA9,TNXB,0.6015127301216125
ABCA9,ZCCHC24,0.6501919031143188
ABCA9,ZEB1,0.6188704371452332
ABCA9,ZEB2,0.6541556715965271
ABCA9,ZNF831,0.6241348385810852
ABCB1,GRAP2,0.6195493936538696
ABCB1,NLRC3,0.6037080883979797
ABCB6,AIFM2,0.6415302157402039
ABCB6,AKR1C1,0.6786162853240967
ABCB6,AKR1C2,0.6884258985519409
ABCB6,AKR1C3,0.6576235890388489
ABCB6,CBR1,0.601292073726654
ABCB6,G6PD,0.6196861267089844
ABCB6,HTATIP2,0.6091520190238953
ABCB6,NQO1,0.6382067799568176
ABCB6,OSGIN1,0.6993027925491333
ABCB6,PGD,0.6430211067199707
ABCB6,PIR,0.6465747356414795
ABCB6,SRXN1,0.6854599118232727
ABCB6,TALDO1,0.6941974759101868
ABCB6,TRIM16L,0.703653872013092
ABCB8,FASTK,0.7402122020721436
ABCB8,TMUB1,0.6490252614021301
ABCC10,CUL7,0.6322444677352905
ABCC10,EHMT2,0.6207368969917297
ABCC10,FOXP4,0.6013345718383789
ABCC2,SRXN1,0.6249642372131348
ABCC2,TXNRD1,0.6278796792030334
ABCC3,TMEM92,0.616127073764801
ABCC6,C16ORF89,0.6851848363876343
ABCC6,CAPN3,0.6053025722503662
ABCC6,CKAP2L,-0.6003279089927673
ABCC6,ESYT3,0.6069191098213196
ABCC6,NAPSA,0.6474472880363464
ABCC6,PLIN5,0.6013253927230835
ABCC6,SELENBP1,0.6866581439971924
ABCC6,SFTPB,0.6223942041397095
ABCC6,TMEM125,0.6391309499740601
ABCC9,CALCRL,0.6122954487800598
ABCC9,CDH5,0.60350102186203
ABCC9,CYYR1,0.627361536026001
ABCC9,ERG,0.6086412668228149
ABCC9,FAM13C,0.6559693217277527
ABCC9,KCNJ8,0.8127211332321167
ABCC9,LDB2,0.6142182350158691
ABCC9,MYCT1,0.6215289235115051
ABCC9,RGS5,0.6169124841690063
ABCC9,RHOJ,0.6241655349731445
ABCD1,F8A1,0.6157912611961365
ABCE1,CCNA2,0.635962963104248
ABCE1,CCT4,0.6081501245498657
ABCE1,CKAP2,0.6060100197792053
ABCE1,DBF4,0.6174982190132141
ABCE1,EIF4E,0.6270362138748169
ABCE1,GART,0.6039026975631714
ABCE1,MAD2L1,0.6782137751579285
ABCE1,NAA15,0.8555150032043457
ABCE1,PAICS,0.6105506420135498
ABCE1,PPAT,0.6776386499404907
ABCE1,WDR12,0.6046618819236755
ABCE1,WDR43,0.6842772364616394
ABCF1,ANKS1A,0.6123384237289429
ABCF1,EHMT2,0.6598153114318848
ABCF1,MDC1,0.7034133672714233
ABCF1,NUP153,0.6095741987228394
ABCF1,XPO5,0.6975623965263367
ABCF1,ZBTB9,0.6068404316902161
ABHD11,CLDN3,0.6672329306602478
ABHD11,CLDN4,0.6516215205192566
ABHD11,DNAJC30,0.6062743067741394
ABHD14A,AK1,0.6154674887657166
ABHD14A,ASAP1,-0.6111592054367065
ABHD14A,BRCA2,-0.6166545152664185
ABHD14A,CCDC12,0.6220194697380066
ABHD14A,CLSPN,-0.608992338180542
ABHD14A,DNAJC4,0.6191397905349731
ABHD14A,MED11,0.6412229537963867
ABHD14A,NPRL2,0.6285272240638733
ABHD14A,RBL1,-0.6068979501724243
ABHD14A,TEX264,0.6650189161300659
ABHD14A,TSTD1,0.600227415561676
ABHD8,APBA3,0.6015936732292175
ABHD8,FKBP8,0.6330421566963196
ABHD8,SSBP4,0.6006030440330505
ABHD8,ZNF414,0.6033618450164795
ABI3,ACAP1,0.7551591992378235
ABI3,ACP5,0.6688423156738281
ABI3,ADAP2,0.7127837538719177
ABI3,ADORA3,0.6553311944007874
ABI3,AGAP2,0.738257110118866
ABI3,AIF1,0.8524183034896851
ABI3,AKNA,0.6193660497665405
ABI3,ALOX5,0.6860408186912537
ABI3,ALOX5AP,0.6490350365638733
ABI3,AOAH,0.7669051885604858
ABI3,AP1S2,0.6649388670921326
ABI3,APBB1IP,0.727577269077301
ABI3,APOBEC3G,0.6307569742202759
ABI3,APOC1,0.6298630237579346
ABI3,APOC2,0.6467258930206299
ABI3,APOE,0.6488530039787292
ABI3,APOL3,0.704579770565033
ABI3,ARHGAP15,0.7680997252464294
ABI3,ARHGAP25,0.7852587699890137
ABI3,ARHGAP30,0.7991426587104797
ABI3,ARHGAP9,0.8261312246322632
ABI3,ARHGEF6,0.7379193305969238
ABI3,ARID5A,0.6908645033836365
ABI3,ASB2,0.6947462558746338
ABI3,ATP8B4,0.6873584389686584
ABI3,BCL2A1,0.6411924362182617
ABI3,BIN2,0.7806690335273743
ABI3,BTK,0.8126379251480103
ABI3,C16ORF54,0.6186093091964722
ABI3,C19ORF38,0.6482892632484436
ABI3,C1ORF162,0.805817186832428
ABI3,C1ORF54,0.6673529148101807
ABI3,C1QA,0.8455477356910706
ABI3,C1QB,0.8312617540359497
ABI3,C1QC,0.8265013694763184
ABI3,C3AR1,0.7676635980606079
ABI3,CALHM2,0.6348252296447754
ABI3,CARD16,0.6717092990875244
ABI3,CARD9,0.7126765251159668
ABI3,CASP1,0.6754412055015564
ABI3,CCL4,0.6411792039871216
ABI3,CCL5,0.6292880773544312
ABI3,CCR1,0.6690965890884399
ABI3,CCR2,0.6791736483573914
ABI3,CCR5,0.7789541482925415
ABI3,CCR7,0.615515947341919
ABI3,CD101,0.6217657327651978
ABI3,CD14,0.7644210457801819
ABI3,CD163,0.6312581300735474
ABI3,CD180,0.6969539523124695
ABI3,CD1D,0.6838677525520325
ABI3,CD2,0.7483305931091309
ABI3,CD200R1,0.6630305647850037
ABI3,CD226,0.6142013072967529
ABI3,CD244,0.6806412935256958
ABI3,CD247,0.7202823162078857
ABI3,CD28,0.6598237156867981
ABI3,CD300A,0.7097251415252686
ABI3,CD300C,0.7302576899528503
ABI3,CD300LF,0.7389268279075623
ABI3,CD33,0.7872335910797119
ABI3,CD37,0.8211853504180908
ABI3,CD3D,0.6741377115249634
ABI3,CD3E,0.7060433626174927
ABI3,CD4,0.8533124923706055
ABI3,CD40,0.6144759058952332
ABI3,CD48,0.7024970054626465
ABI3,CD5,0.6559337973594666
ABI3,CD52,0.7294822335243225
ABI3,CD53,0.826045036315918
ABI3,CD6,0.6802713871002197
ABI3,CD68,0.6789996027946472
ABI3,CD72,0.7210673093795776
ABI3,CD74,0.7172995805740356
ABI3,CD80,0.696032702922821
ABI3,CD84,0.6882829666137695
ABI3,CD86,0.7897546291351318
ABI3,CD96,0.6083871722221375
ABI3,CEACAM21,0.6102202534675598
ABI3,CFP,0.6015775799751282
ABI3,CIITA,0.7095126509666443
ABI3,CLEC10A,0.7753938436508179
ABI3,CLEC12A,0.6023069620132446
ABI3,CLEC4A,0.7328796982765198
ABI3,CMKLR1,0.7594344019889832
ABI3,CORO1A,0.8273555636405945
ABI3,COTL1,0.6813998222351074
ABI3,CSF1,0.6582607626914978
ABI3,CSF1R,0.8090920448303223
ABI3,CSF2RA,0.6099812984466553
ABI3,CSF2RB,0.7740811705589294
ABI3,CST7,0.6059737205505371
ABI3,CTLA4,0.6062456965446472
ABI3,CTSS,0.6325099468231201
ABI3,CTSZ,0.6060600280761719
ABI3,CXCR3,0.6700106263160706
ABI3,CXCR6,0.6389167308807373
ABI3,CYBB,0.769697904586792
ABI3,CYTH4,0.8582952618598938
ABI3,CYTIP,0.6494765281677246
ABI3,DNAJC5B,0.6349477767944336
ABI3,DOCK10,0.6686882376670837
ABI3,DOCK2,0.7818412184715271
ABI3,DOCK8,0.6864079833030701
ABI3,DOK2,0.8580931425094604
ABI3,DOK3,0.7734702825546265
ABI3,DPEP2,0.7068068385124207
ABI3,EMP3,0.6466312408447266
ABI3,EVI2A,0.7095488905906677
ABI3,EVI2B,0.7773613929748535
ABI3,FAM78A,0.8069024085998535
ABI3,FCER1G,0.8072370886802673
ABI3,FCGR1A,0.7769446969032288
ABI3,FCGR2A,0.6113004088401794
ABI3,FCGR2B,0.6106936931610107
ABI3,FCGR2C,0.6379612684249878
ABI3,FCGR3A,0.7072526812553406
ABI3,FERMT3,0.8681747317314148
ABI3,FGD2,0.8102283477783203
ABI3,FGD3,0.7063308358192444
ABI3,FGL2,0.7347304224967957
ABI3,FGR,0.793668806552887
ABI3,FLI1,0.6948478817939758
ABI3,FLT3LG,0.7243245840072632
ABI3,FMNL1,0.6055205464363098
ABI3,FMNL3,0.6519995927810669
ABI3,FOLR2,0.6301421523094177
ABI3,FOXP3,0.6729991436004639
ABI3,FPR3,0.7164279222488403
ABI3,FUT7,0.7906115055084229
ABI3,GAB3,0.7280293703079224
