gene_a,gene_b,weight,abs_weight,edge_type,gene_a_rank,gene_b_rank,gene_a_prob,gene_b_prob,both_candidates
A2M,ABCA6,0.7525840997695923,0.7525840997695923,positive,2283,9796,0.4391999999999998,0.0,False
A2M,ABCA9,0.7014554142951965,0.7014554142951965,positive,2283,9796,0.4391999999999998,0.0,False
A2M,ABI3BP,0.7354256510734558,0.7354256510734558,positive,2283,478,0.4391999999999998,0.8642666666666672,False
A2M,ACVRL1,0.6734510064125061,0.6734510064125061,positive,2283,3449,0.4391999999999998,0.216,False
A2M,ADAMTSL2,0.629518985748291,0.629518985748291,positive,2283,1593,0.4391999999999998,0.5963333333333342,False
A2M,ADAMTSL3,0.6746248006820679,0.6746248006820679,positive,2283,1933,0.4391999999999998,0.5151333333333334,False
A2M,ADARB1,0.621451735496521,0.621451735496521,positive,2283,5687,0.4391999999999998,0.0381666666666665,False
A2M,ANGPT1,0.7089688777923584,0.7089688777923584,positive,2283,1021,0.4391999999999998,0.7384000000000006,False
A2M,AOC3,0.8598543405532837,0.8598543405532837,positive,2283,9796,0.4391999999999998,0.0,False
A2M,ARHGAP31,0.6815726161003113,0.6815726161003113,positive,2283,4073,0.4391999999999998,0.1296999999999999,False
A2M,ARHGAP6,0.7517231106758118,0.7517231106758118,positive,2283,9796,0.4391999999999998,0.0,False
A2M,ARHGEF15,0.7272656559944153,0.7272656559944153,positive,2283,1665,0.4391999999999998,0.5756333333333333,False
A2M,ARHGEF6,0.6566730737686157,0.6566730737686157,positive,2283,4792,0.4391999999999998,0.0720999999999999,False
A2M,ATP1B2,0.6843542456626892,0.6843542456626892,positive,2283,1580,0.4391999999999998,0.601,False
A2M,BHLHE22,0.6135531067848206,0.6135531067848206,positive,2283,1589,0.4391999999999998,0.5989333333333333,False
A2M,C14ORF132,0.611443281173706,0.611443281173706,positive,2283,2131,0.4391999999999998,0.4724,False
A2M,C1QTNF7,0.7791191935539246,0.7791191935539246,positive,2283,1424,0.4391999999999998,0.6379666666666668,False
A2M,C7,0.7857430577278137,0.7857430577278137,positive,2283,9796,0.4391999999999998,0.0,False
A2M,CACNA1C,0.7491183876991272,0.7491183876991272,positive,2283,2943,0.4391999999999998,0.3077666666666668,False
A2M,CALCRL,0.6686019897460938,0.6686019897460938,positive,2283,2060,0.4391999999999998,0.4865333333333334,False
A2M,CASS4,0.796008288860321,0.796008288860321,positive,2283,1387,0.4391999999999998,0.6476666666666661,False
A2M,CBX7,0.603295087814331,0.603295087814331,positive,2283,4634,0.4391999999999998,0.0817999999999999,False
A2M,CD34,0.7122704386711121,0.7122704386711121,positive,2283,2650,0.4391999999999998,0.3666999999999999,False
A2M,CD4,0.6057008504867554,0.6057008504867554,positive,2283,4653,0.4391999999999998,0.0808666666666666,False
A2M,CD93,0.7190883755683899,0.7190883755683899,positive,2283,4502,0.4391999999999998,0.0899666666666666,False
A2M,CDH5,0.7147082090377808,0.7147082090377808,positive,2283,3327,0.4391999999999998,0.2382999999999998,False
A2M,CLEC14A,0.7173806428909302,0.7173806428909302,positive,2283,9796,0.4391999999999998,0.0,False
A2M,CNRIP1,0.6788427233695984,0.6788427233695984,positive,2283,4316,0.4391999999999998,0.1051666666666666,False
A2M,COL14A1,0.7025445103645325,0.7025445103645325,positive,2283,811,0.4391999999999998,0.7909999999999999,False
A2M,COLEC12,0.6138485670089722,0.6138485670089722,positive,2283,1864,0.4391999999999998,0.533066666666667,False
A2M,CORO2B,0.6641489267349243,0.6641489267349243,positive,2283,9796,0.4391999999999998,0.0,False
A2M,CYGB,0.6128579378128052,0.6128579378128052,positive,2283,3163,0.4391999999999998,0.2663666666666667,False
A2M,CYYR1,0.7362255454063416,0.7362255454063416,positive,2283,3447,0.4391999999999998,0.2164,False
A2M,DCN,0.6266970038414001,0.6266970038414001,positive,2283,2010,0.4391999999999998,0.4967000000000003,False
A2M,DES,0.6517176628112793,0.6517176628112793,positive,2283,9796,0.4391999999999998,0.0,False
A2M,DLC1,0.6000465750694275,0.6000465750694275,positive,2283,2082,0.4391999999999998,0.4817666666666668,False
A2M,ECM2,0.6772207021713257,0.6772207021713257,positive,2283,2390,0.4391999999999998,0.4174666666666665,False
A2M,EDNRB,0.6656463146209717,0.6656463146209717,positive,2283,97,0.4391999999999998,0.9679,False
A2M,ELN,0.680639386177063,0.680639386177063,positive,2283,40,0.4391999999999998,0.9798666666666676,False
A2M,EMCN,0.6802069544792175,0.6802069544792175,positive,2283,514,0.4391999999999998,0.8581666666666666,False
A2M,ENG,0.6080793738365173,0.6080793738365173,positive,2283,3829,0.4391999999999998,0.1583666666666665,False
A2M,EPB41L2,0.6314355731010437,0.6314355731010437,positive,2283,5120,0.4391999999999998,0.0566666666666665,False
A2M,ERG,0.783185601234436,0.783185601234436,positive,2283,5077,0.4391999999999998,0.0582333333333332,False
A2M,ETS1,0.6118510365486145,0.6118510365486145,positive,2283,5106,0.4391999999999998,0.0570999999999999,False
A2M,FAM107A,0.6856127977371216,0.6856127977371216,positive,2283,9796,0.4391999999999998,0.0,False
A2M,FAM13C,0.7602888941764832,0.7602888941764832,positive,2283,2561,0.4391999999999998,0.3840333333333333,False
A2M,FAM162B,0.6127845644950867,0.6127845644950867,positive,2283,9796,0.4391999999999998,0.0,False
A2M,FAT4,0.7238413095474243,0.7238413095474243,positive,2283,2637,0.4391999999999998,0.3696666666666667,False
A2M,FBLN5,0.6620808839797974,0.6620808839797974,positive,2283,398,0.4391999999999998,0.8844333333333331,False
A2M,FEZ1,0.6529777646064758,0.6529777646064758,positive,2283,4037,0.4391999999999998,0.1331666666666666,False
A2M,FGD5,0.71187424659729,0.71187424659729,positive,2283,5304,0.4391999999999998,0.0497999999999999,False
A2M,FGF14,0.6390692591667175,0.6390692591667175,positive,2283,1871,0.4391999999999998,0.531466666666667,False
A2M,FHL1,0.7823466062545776,0.7823466062545776,positive,2283,151,0.4391999999999998,0.9518000000000004,False
A2M,FHL5,0.7159106731414795,0.7159106731414795,positive,2283,9796,0.4391999999999998,0.0,False
A2M,FLI1,0.7558987736701965,0.7558987736701965,positive,2283,5034,0.4391999999999998,0.0601666666666665,False
A2M,FMO2,0.7462760210037231,0.7462760210037231,positive,2283,9796,0.4391999999999998,0.0,False
A2M,FOXF1,0.7292873859405518,0.7292873859405518,positive,2283,9796,0.4391999999999998,0.0,False
A2M,FOXF2,0.6133584976196289,0.6133584976196289,positive,2283,9796,0.4391999999999998,0.0,False
A2M,FRZB,0.6330540180206299,0.6330540180206299,positive,2283,1515,0.4391999999999998,0.6169666666666668,False
A2M,FXYD6,0.6258704662322998,0.6258704662322998,positive,2283,4462,0.4391999999999998,0.0920666666666665,False
A2M,GAS7,0.7333143353462219,0.7333143353462219,positive,2283,3396,0.4391999999999998,0.2238333333333333,False
A2M,GGTA1,0.6095577478408813,0.6095577478408813,positive,2283,2642,0.4391999999999998,0.3685666666666667,False
A2M,GHR,0.6518217921257019,0.6518217921257019,positive,2283,3274,0.4391999999999998,0.2476666666666663,False
A2M,GIMAP6,0.6457187533378601,0.6457187533378601,positive,2283,4261,0.4391999999999998,0.1116666666666667,False
A2M,GIMAP8,0.7217850685119629,0.7217850685119629,positive,2283,2583,0.4391999999999998,0.3807000000000001,False
A2M,GNG2,0.6574166417121887,0.6574166417121887,positive,2283,4646,0.4391999999999998,0.0810999999999999,False
A2M,GPIHBP1,0.6600227952003479,0.6600227952003479,positive,2283,9796,0.4391999999999998,0.0,False
A2M,GUCY1A2,0.6438916921615601,0.6438916921615601,positive,2283,9796,0.4391999999999998,0.0,False
A2M,GYPC,0.6206699013710022,0.6206699013710022,positive,2283,3492,0.4391999999999998,0.2075666666666666,False
A2M,HEG1,0.6189862489700317,0.6189862489700317,positive,2283,4602,0.4391999999999998,0.0834,False
A2M,HGF,0.6753377914428711,0.6753377914428711,positive,2283,1386,0.4391999999999998,0.6477666666666672,False
A2M,HMCN1,0.7567110657691956,0.7567110657691956,positive,2283,1573,0.4391999999999998,0.6023666666666667,False
A2M,HSPA12B,0.6275312304496765,0.6275312304496765,positive,2283,404,0.4391999999999998,0.8831999999999998,False
A2M,HSPB6,0.6208373308181763,0.6208373308181763,positive,2283,9796,0.4391999999999998,0.0,False
A2M,HSPB7,0.6089885234832764,0.6089885234832764,positive,2283,9796,0.4391999999999998,0.0,False
A2M,IL16,0.6263046264648438,0.6263046264648438,positive,2283,4093,0.4391999999999998,0.1280666666666667,False
A2M,IL33,0.6317411065101624,0.6317411065101624,positive,2283,147,0.4391999999999998,0.9530333333333332,False
A2M,INMT,0.7866677045822144,0.7866677045822144,positive,2283,9796,0.4391999999999998,0.0,False
A2M,ITIH5,0.7282329797744751,0.7282329797744751,positive,2283,1148,0.4391999999999998,0.7060000000000002,False
A2M,JAM2,0.7641028761863708,0.7641028761863708,positive,2283,9796,0.4391999999999998,0.0,False
A2M,LAMA2,0.8164234161376953,0.8164234161376953,positive,2283,1506,0.4391999999999998,0.6190333333333333,False
A2M,LBH,0.6281395554542542,0.6281395554542542,positive,2283,4061,0.4391999999999998,0.1303333333333332,False
A2M,LDB2,0.7644180655479431,0.7644180655479431,positive,2283,9796,0.4391999999999998,0.0,False
A2M,LIMS2,0.6202558279037476,0.6202558279037476,positive,2283,9796,0.4391999999999998,0.0,False
A2M,LINC01140,0.6326444149017334,0.6326444149017334,positive,2283,3093,0.4391999999999998,0.2797000000000001,False
A2M,LMOD1,0.71131831407547,0.71131831407547,positive,2283,9796,0.4391999999999998,0.0,False
A2M,LRRC32,0.6170770525932312,0.6170770525932312,positive,2283,9796,0.4391999999999998,0.0,False
A2M,LSAMP,0.717475414276123,0.717475414276123,positive,2283,2741,0.4391999999999998,0.3462999999999996,False
A2M,LTBP2,0.7363014817237854,0.7363014817237854,positive,2283,2083,0.4391999999999998,0.4814999999999997,False
A2M,MAN1C1,0.6033341884613037,0.6033341884613037,positive,2283,4121,0.4391999999999998,0.1255,False
A2M,MAP3K3,0.6091437935829163,0.6091437935829163,positive,2283,6265,0.4391999999999998,0.0256333333333332,False
A2M,MEOX2,0.7230039834976196,0.7230039834976196,positive,2283,9796,0.4391999999999998,0.0,False
A2M,MFAP4,0.8412637710571289,0.8412637710571289,positive,2283,9796,0.4391999999999998,0.0,False
A2M,MGP,0.6910382509231567,0.6910382509231567,positive,2283,9796,0.4391999999999998,0.0,False
A2M,MMRN1,0.7053065299987793,0.7053065299987793,positive,2283,392,0.4391999999999998,0.8876999999999995,False
A2M,MMRN2,0.6763798594474792,0.6763798594474792,positive,2283,3938,0.4391999999999998,0.1446666666666666,False
A2M,MOXD1,0.6409172415733337,0.6409172415733337,positive,2283,857,0.4391999999999998,0.7792000000000002,False
A2M,MPEG1,0.6021245121955872,0.6021245121955872,positive,2283,2268,0.4391999999999998,0.4435000000000001,False
A2M,MSRB3,0.6447298526763916,0.6447298526763916,positive,2283,3771,0.4391999999999998,0.1658333333333332,False
A2M,MYCT1,0.6842986941337585,0.6842986941337585,positive,2283,3472,0.4391999999999998,0.2118,False
A2M,MYH11,0.7302724719047546,0.7302724719047546,positive,2283,338,0.4391999999999998,0.901299999999999,False
A2M,MYLK,0.6650052666664124,0.6650052666664124,positive,2283,4286,0.4391999999999998,0.1078999999999999,False
A2M,NFASC,0.6412703394889832,0.6412703394889832,positive,2283,2269,0.4391999999999998,0.4428999999999999,False
A2M,NXPH3,0.6424849629402161,0.6424849629402161,positive,2283,2613,0.4391999999999998,0.3743666666666666,False
A2M,OLFML1,0.7396994233131409,0.7396994233131409,positive,2283,1994,0.4391999999999998,0.5002333333333339,False
A2M,PCDH17,0.6405962109565735,0.6405962109565735,positive,2283,2053,0.4391999999999998,0.4880000000000003,False
A2M,PCDHGB7,0.6637703776359558,0.6637703776359558,positive,2283,2850,0.4391999999999998,0.3264333333333332,False
A2M,PDE5A,0.6656638979911804,0.6656638979911804,positive,2283,3529,0.4391999999999998,0.2009666666666666,False
A2M,PDGFRB,0.6111018657684326,0.6111018657684326,positive,2283,4347,0.4391999999999998,0.1017333333333333,False
A2M,PDZRN3,0.6132962703704834,0.6132962703704834,positive,2283,2971,0.4391999999999998,0.3016,False
A2M,PEAK1,0.7025374174118042,0.7025374174118042,positive,2283,6621,0.4391999999999998,0.0204333333333332,False
A2M,PEAR1,0.6619818806648254,0.6619818806648254,positive,2283,9796,0.4391999999999998,0.0,False
A2M,PECAM1,0.6422650218009949,0.6422650218009949,positive,2283,9796,0.4391999999999998,0.0,False
A2M,PGR,0.7240666747093201,0.7240666747093201,positive,2283,3064,0.4391999999999998,0.2845333333333333,False
A2M,PIK3R1,0.6250516772270203,0.6250516772270203,positive,2283,4725,0.4391999999999998,0.0756666666666666,False
A2M,PKNOX2,0.803568422794342,0.803568422794342,positive,2283,9796,0.4391999999999998,0.0,False
A2M,PODN,0.6781359910964966,0.6781359910964966,positive,2283,1313,0.4391999999999998,0.6685999999999994,False
A2M,PRDM6,0.6381610631942749,0.6381610631942749,positive,2283,3376,0.4391999999999998,0.2272333333333334,False
A2M,PRELP,0.6559203267097473,0.6559203267097473,positive,2283,416,0.4391999999999998,0.8796666666666658,False
A2M,PREX1,0.601117730140686,0.601117730140686,positive,2283,5013,0.4391999999999998,0.0611666666666666,False
A2M,PRG4,0.6806430816650391,0.6806430816650391,positive,2283,9796,0.4391999999999998,0.0,False
A2M,PRKCB,0.6186410784721375,0.6186410784721375,positive,2283,2532,0.4391999999999998,0.3894333333333332,False
A2M,PRKG1,0.6750881671905518,0.6750881671905518,positive,2283,2819,0.4391999999999998,0.3319333333333334,False
A2M,PTGDS,0.6623910665512085,0.6623910665512085,positive,2283,65,0.4391999999999998,0.973900000000001,False
A2M,PTGER4,0.6581215858459473,0.6581215858459473,positive,2283,3096,0.4391999999999998,0.2795666666666667,False
A2M,PTGIR,0.7075608968734741,0.7075608968734741,positive,2283,9796,0.4391999999999998,0.0,False
A2M,PTH1R,0.6390015482902527,0.6390015482902527,positive,2283,9796,0.4391999999999998,0.0,False
A2M,PTPRB,0.6531266570091248,0.6531266570091248,positive,2283,3290,0.4391999999999998,0.2440666666666664,False
A2M,RAI2,0.7247327566146851,0.7247327566146851,positive,2283,9796,0.4391999999999998,0.0,False
A2M,RASGRP4,0.6134673357009888,0.6134673357009888,positive,2283,9796,0.4391999999999998,0.0,False
A2M,RASL12,0.6840170621871948,0.6840170621871948,positive,2283,9796,0.4391999999999998,0.0,False
A2M,RASSF2,0.6886231899261475,0.6886231899261475,positive,2283,4353,0.4391999999999998,0.1015333333333332,False
A2M,RCSD1,0.6409994959831238,0.6409994959831238,positive,2283,4146,0.4391999999999998,0.1231333333333334,False
A2M,REM1,0.6799118518829346,0.6799118518829346,positive,2283,9796,0.4391999999999998,0.0,False
A2M,RGS5,0.6428508162498474,0.6428508162498474,positive,2283,1543,0.4391999999999998,0.6116333333333326,False
A2M,RHOJ,0.781769871711731,0.781769871711731,positive,2283,9796,0.4391999999999998,0.0,False
A2M,ROBO4,0.6620863676071167,0.6620863676071167,positive,2283,9796,0.4391999999999998,0.0,False
A2M,RYR2,0.6082239151000977,0.6082239151000977,positive,2283,3113,0.4391999999999998,0.2767333333333333,False
A2M,S1PR1,0.7450364828109741,0.7450364828109741,positive,2283,3182,0.4391999999999998,0.2632333333333335,False
A2M,SCN4B,0.7226420044898987,0.7226420044898987,positive,2283,1055,0.4391999999999998,0.7319666666666665,False
A2M,SELP,0.7174719572067261,0.7174719572067261,positive,2283,197,0.4391999999999998,0.9408666666666656,False
A2M,SGCD,0.6098442077636719,0.6098442077636719,positive,2283,1611,0.4391999999999998,0.5925333333333335,False
A2M,SH2D3C,0.677749752998352,0.677749752998352,positive,2283,3815,0.4391999999999998,0.1598999999999999,False
A2M,SHROOM4,0.6137269735336304,0.6137269735336304,positive,2283,2336,0.4391999999999998,0.4293,False
A2M,SLIT2,0.7261829972267151,0.7261829972267151,positive,2283,258,0.4391999999999998,0.9258999999999992,False
A2M,SLIT3,0.8135024309158325,0.8135024309158325,positive,2283,233,0.4391999999999998,0.9325666666666662,False
A2M,SNRK,0.6713072061538696,0.6713072061538696,positive,2283,4596,0.4391999999999998,0.0841,False
A2M,SPARCL1,0.8547702431678772,0.8547702431678772,positive,2283,9796,0.4391999999999998,0.0,False
A2M,SPON1,0.6992454528808594,0.6992454528808594,positive,2283,1703,0.4391999999999998,0.5657,False
A2M,SSC5D,0.6281161308288574,0.6281161308288574,positive,2283,1259,0.4391999999999998,0.6819999999999997,False
A2M,STARD8,0.7034623026847839,0.7034623026847839,positive,2283,3462,0.4391999999999998,0.2134666666666666,False
A2M,SULT1C4,0.6935312151908875,0.6935312151908875,positive,2283,9796,0.4391999999999998,0.0,False
A2M,SVEP1,0.7731741070747375,0.7731741070747375,positive,2283,997,0.4391999999999998,0.7459666666666668,False
A2M,SYNE1,0.6174081563949585,0.6174081563949585,positive,2283,2938,0.4391999999999998,0.3091333333333335,False
A2M,SYNPO,0.6449971199035645,0.6449971199035645,positive,2283,6210,0.4391999999999998,0.0264999999999999,False
A2M,SYNPO2,0.7107782363891602,0.7107782363891602,positive,2283,1420,0.4391999999999998,0.6393333333333335,False
A2M,TACC1,0.6245715618133545,0.6245715618133545,positive,2283,5936,0.4391999999999998,0.0319333333333332,False
A2M,TAL1,0.6895001530647278,0.6895001530647278,positive,2283,9796,0.4391999999999998,0.0,False
A2M,TBX2,0.6906096339225769,0.6906096339225769,positive,2283,9796,0.4391999999999998,0.0,False
A2M,TBX4,0.7485352754592896,0.7485352754592896,positive,2283,9796,0.4391999999999998,0.0,False
A2M,TBX5,0.7640295624732971,0.7640295624732971,positive,2283,9796,0.4391999999999998,0.0,False
A2M,TCF4,0.6659747362136841,0.6659747362136841,positive,2283,5018,0.4391999999999998,0.0607666666666665,False
A2M,TEK,0.7400683164596558,0.7400683164596558,positive,2283,306,0.4391999999999998,0.909966666666666,False
