gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens,degree,weighted_degree,betweenness_centrality,eigenvector_centrality,clustering_coefficient,in_largest_component,mean_edge_weight,tumor_mean,tumor_std,normal_mean,normal_std,abs_log2fc_rank,neg_log10_padj_rank
DMAP1,0.000833,9544,13.08,0,0,False,4.326818,0.0,300.0,up,True,9.092697,4.765879,False,False,False,8,5.036767,4.1e-05,0.0,0.403706,1,0.629596,9.092697,0.575684,4.765879,0.451042,0.482614,0.666394
TMEM185B,0.000833,9544,13.08,0,0,False,4.729578,0.0,300.0,up,True,9.082546,4.352968,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.082546,0.490171,4.352968,0.394583,0.595121,0.666394
WBP1,0.000833,9544,13.08,0,0,False,3.683621,0.0,300.0,up,True,10.356023,6.672402,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.356023,0.517745,6.672402,0.476013,0.335154,0.666394
ANKRD49,0.000833,9544,13.08,0,0,False,4.156941,0.0,300.0,up,True,8.155708,3.998767,False,False,False,1,0.617031,0.0,0.0,0.0,0,0.617031,8.155708,0.515506,3.998767,0.413574,0.440561,0.666394
MAST2,0.0008,9558,12.93,0,0,False,5.190803,0.0,300.0,up,True,10.164009,4.973206,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.164009,0.626204,4.973206,0.512619,0.7211,0.666394
ORAI3,0.0008,9558,12.93,0,0,False,4.33715,0.0,300.0,up,True,9.025262,4.688112,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.025262,0.622495,4.688112,0.516465,0.485618,0.666394
ANAPC16,0.0008,9558,12.93,0,0,False,5.079973,0.0,300.0,up,True,11.008017,5.928044,False,False,False,2,1.250409,1.1e-05,0.0,0.0,1,0.625205,11.008017,0.532529,5.928044,0.480206,0.691881,0.666394
IFNAR2,0.0008,9558,12.93,0,0,False,4.704885,0.0,300.0,up,True,9.562259,4.857374,False,False,False,1,0.687285,0.0,0.0,0.0,0,0.687285,9.562259,0.677269,4.857374,0.401724,0.588476,0.666394
PPP2CB,0.0008,9558,12.93,0,0,False,3.902606,0.0,300.0,up,True,10.800753,6.898147,False,False,False,4,2.602733,0.0,0.0,0.223992,0,0.650683,10.800753,0.550523,6.898147,0.373418,0.380666,0.666394
MINPP1,0.0008,9558,12.93,0,0,False,5.12786,0.0,300.0,up,True,9.051006,3.923146,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.051006,0.525947,3.923146,0.424189,0.703987,0.666394
BACH1,0.0008,9558,12.93,0,0,False,5.254319,0.0,300.0,up,True,9.990647,4.736328,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.990647,0.615048,4.736328,0.519665,0.738849,0.666394
ZNF395,0.0008,9558,12.93,0,0,False,4.783407,0.0,300.0,up,True,10.159144,5.375737,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.159144,0.639043,5.375737,0.519793,0.611324,0.666394
FAM76B,0.0008,9558,12.93,0,0,False,4.167126,0.0,300.0,up,True,8.182337,4.01521,False,False,False,2,1.224153,0.0,0.0,0.0,0,0.612077,8.182337,0.507987,4.01521,0.436708,0.442654,0.666394
ECSIT,0.0008,9558,12.93,0,0,False,3.910874,0.0,300.0,up,True,8.952427,5.041553,False,False,False,11,6.897336,0.0,0.0,0.596286,1,0.62703,8.952427,0.564055,5.041553,0.370792,0.383488,0.666394
PFDN6,0.0008,9558,12.93,0,0,False,4.688475,0.0,300.0,up,True,9.281918,4.593443,False,False,False,24,15.588325,3.5e-05,0.0,0.206174,1,0.649514,9.281918,0.639233,4.593443,0.382999,0.584016,0.666394
GTF2H4,0.0008,9558,12.93,0,0,False,3.81077,0.0,300.0,up,True,8.887158,5.076388,False,False,False,8,5.008971,5.7e-05,0.0,0.311764,1,0.626121,8.887158,0.506543,5.076388,0.416017,0.360641,0.666394
ZNRF1,0.0008,9558,12.93,0,0,False,4.821209,0.0,300.0,up,True,9.16739,4.346182,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.16739,0.566707,4.346182,0.466008,0.621791,0.666394
DHRS7,0.0008,9558,12.93,0,0,False,4.574375,0.0,300.0,up,True,10.635022,6.060647,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.635022,0.718078,6.060647,0.427655,0.5497,0.666394
RNF44,0.0008,9558,12.93,0,0,False,5.063515,0.0,300.0,up,True,10.435377,5.371862,False,False,False,1,0.662181,0.0,0.0,0.0,1,0.662181,10.435377,0.519191,5.371862,0.426151,0.68742,0.666394
TXNDC15,0.0008,9558,12.93,0,0,False,4.672241,0.0,300.0,up,True,10.072351,5.40011,False,False,False,1,0.604654,0.0,0.0,0.0,1,0.604654,10.072351,0.537343,5.40011,0.423195,0.578919,0.666394
ISOC2,0.0008,9558,12.93,0,0,False,4.787451,0.0,300.0,up,True,9.668532,4.881082,False,False,False,14,8.807215,1.2e-05,0.0,0.392725,1,0.629087,9.668532,0.634613,4.881082,0.542844,0.612689,0.666394
PHPT1,0.0008,9558,12.93,0,0,False,4.069798,0.0,300.0,up,True,10.350502,6.280704,False,False,False,16,10.166923,1.3e-05,0.0,0.254605,1,0.635433,10.350502,0.791119,6.280704,0.469907,0.420626,0.666394
TBRG4,0.000767,9576,12.8,0,0,False,4.938846,0.0,300.0,up,True,10.187917,5.249071,False,False,False,16,10.871194,0.000356,1e-06,0.264917,1,0.67945,10.187917,0.610651,5.249071,0.375995,0.651557,0.666394
DERA,0.000767,9576,12.8,0,0,False,4.928174,0.0,300.0,up,True,9.643483,4.715309,False,False,False,7,4.585146,1e-06,0.0,0.522198,1,0.655021,9.643483,0.707066,4.715309,0.45238,0.648553,0.666394
LZTS2,0.000767,9576,12.8,0,0,False,4.790079,0.0,300.0,up,True,10.590204,5.800125,False,False,False,1,0.604387,0.0,0.0,0.0,1,0.604387,10.590204,0.569559,5.800125,0.458596,0.613326,0.666394
AARSD1,0.000767,9576,12.8,0,0,False,3.757361,0.0,300.0,up,True,8.974177,5.216816,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.974177,0.493136,5.216816,0.370034,0.3499,0.666394
CNNM3,0.000767,9576,12.8,0,0,False,5.467886,0.0,300.0,up,True,9.894094,4.426207,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.894094,0.50168,4.426207,0.479198,0.789277,0.666394
ALDH4A1,0.000767,9576,12.8,0,0,False,4.639443,0.0,300.0,up,True,8.522013,3.88257,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.522013,0.781112,3.88257,0.482878,0.57018,0.666394
SURF6,0.000767,9576,12.8,0,0,False,4.845896,0.0,300.0,up,True,9.434253,4.588356,False,False,False,4,2.637698,0.0,0.0,0.575959,1,0.659425,9.434253,0.563854,4.588356,0.38419,0.628618,0.666394
SSBP3,0.000767,9576,12.8,0,0,False,3.564921,0.0,300.0,up,True,8.926852,5.361931,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.926852,0.645375,5.361931,0.454522,0.311214,0.666394
ZNF354A,0.000767,9576,12.8,0,0,False,4.003524,0.0,300.0,up,True,7.886796,3.883272,False,False,False,1,0.667294,0.0,0.0,0.0,1,0.667294,7.886796,0.570231,3.883272,0.441515,0.404151,0.666394
GIT1,0.000767,9576,12.8,0,0,False,4.292439,0.0,300.0,up,True,10.627748,6.335309,False,False,False,1,0.623954,0.0,0.0,0.0,0,0.623954,10.627748,0.54383,6.335309,0.46304,0.47424,0.666394
PSIP1,0.000767,9576,12.8,0,0,False,5.12134,0.0,300.0,up,True,9.858348,4.737008,False,False,False,1,0.632514,0.0,0.0,0.0,1,0.632514,9.858348,0.690641,4.737008,0.47126,0.701893,0.666394
PIK3R2,0.000733,9587,12.71,0,0,False,5.891364,0.0,300.0,up,True,10.470194,4.578829,False,False,False,1,0.628546,0.0,0.0,0.0,1,0.628546,10.470194,0.534236,4.578829,0.444813,0.874659,0.666394
ZNF512,0.000733,9587,12.71,0,0,False,4.138188,0.0,300.0,up,True,9.375743,5.237555,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.375743,0.575685,5.237555,0.374635,0.435736,0.666394
AP3M2,0.000733,9587,12.71,0,0,False,4.475074,0.0,300.0,up,True,8.74066,4.265586,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.74066,0.645931,4.265586,0.485986,0.521755,0.666394
FAM8A1,0.000733,9587,12.71,0,0,False,5.133402,0.0,300.0,up,True,10.211388,5.077987,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.211388,0.595194,5.077987,0.39363,0.705534,0.666394
BTAF1,0.000733,9587,12.71,0,0,False,4.161064,0.0,300.0,up,True,9.534329,5.373265,False,False,False,16,10.343474,0.000123,0.0,0.262563,1,0.646467,9.534329,0.639084,5.373265,0.539205,0.441562,0.666394
ARHGAP21,0.000733,9587,12.71,0,0,False,5.082532,0.0,300.0,up,True,10.511125,5.428593,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.511125,0.605346,5.428593,0.444898,0.692518,0.666394
GART,0.000733,9587,12.71,0,0,False,5.863924,0.0,300.0,up,True,10.425636,4.561712,False,False,False,2,1.314212,8.1e-05,0.0,0.0,1,0.657106,10.425636,0.525271,4.561712,0.400747,0.869561,0.666394
RBCK1,0.000733,9587,12.71,0,0,False,5.230851,0.0,300.0,up,True,10.925526,5.694675,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.925526,0.556155,5.694675,0.371276,0.733115,0.666394
PRR3,0.000733,9587,12.71,0,0,False,3.905404,0.0,300.0,up,True,8.070502,4.165098,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.070502,0.567954,4.165098,0.502897,0.381759,0.666394
ZNF496,0.0007,9596,12.61,0,0,False,4.215059,0.0,300.0,up,True,8.092876,3.877817,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.092876,0.63866,3.877817,0.362598,0.454943,0.666394
JARID2,0.0007,9596,12.61,0,0,False,4.854883,0.0,300.0,up,True,8.941429,4.086546,False,False,False,2,1.20335,0.0,0.0,0.0,1,0.601675,8.941429,0.635917,4.086546,0.464194,0.631076,0.666394
ZNF22,0.0007,9596,12.61,0,0,False,3.904564,0.0,300.0,up,True,9.346888,5.442324,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.346888,0.551739,5.442324,0.473154,0.381395,0.666394
DHRS7B,0.0007,9596,12.61,0,0,False,4.535909,0.0,300.0,up,True,8.965878,4.429969,False,False,False,1,0.654759,0.0,0.0,0.0,1,0.654759,8.965878,0.681057,4.429969,0.399453,0.538322,0.666394
FARP2,0.0007,9596,12.61,0,0,False,4.808404,0.0,300.0,up,True,8.073142,3.264738,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.073142,0.671408,3.264738,0.389695,0.618605,0.666394
CENPB,0.0007,9596,12.61,0,0,False,4.642245,0.0,300.0,up,True,10.993793,6.351548,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.993793,0.535308,6.351548,0.404251,0.57109,0.666394
POLD4,0.0007,9596,12.61,0,0,False,4.325086,0.0,300.0,up,True,10.630672,6.305586,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.630672,0.654311,6.305586,0.378075,0.482341,0.666394
HDHD3,0.0007,9596,12.61,0,0,False,4.838647,0.0,300.0,up,True,9.185227,4.34658,False,False,False,1,0.645557,0.0,0.0,0.0,1,0.645557,9.185227,0.732439,4.34658,0.510305,0.626434,0.666394
BDH2,0.0007,9596,12.61,0,0,False,4.516551,0.0,300.0,up,True,9.083422,4.566871,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.083422,0.749172,4.566871,0.44453,0.533224,0.666394
PTBP2,0.0007,9596,12.61,0,0,False,5.040321,0.0,300.0,up,True,7.923851,2.88353,False,False,False,1,0.605677,0.0,0.0,0.0,1,0.605677,7.923851,0.763167,2.88353,0.391038,0.680685,0.666394
ZBTB38,0.0007,9596,12.61,0,0,False,6.375136,0.0,300.0,up,True,10.756551,4.381415,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.756551,0.563188,4.381415,0.434253,0.941107,0.666394
ACVR1,0.0007,9596,12.61,0,0,False,5.866069,0.0,300.0,up,True,10.037445,4.171376,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.037445,0.518145,4.171376,0.367342,0.870107,0.666394
ZHX2,0.000667,9608,12.47,0,0,False,4.288399,0.0,300.0,up,True,9.335725,5.047325,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.335725,0.605788,5.047325,0.525656,0.47251,0.666394
TBCB,0.000667,9608,12.47,0,0,False,4.490708,0.0,300.0,up,True,10.133421,5.642712,False,False,False,13,8.571077,2.5e-05,0.0,0.388725,1,0.659314,10.133421,0.615583,5.642712,0.353454,0.52576,0.666394
ANXA4,0.000667,9608,12.47,0,0,False,5.717175,0.0,300.0,up,True,11.346632,5.629457,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.346632,0.81122,5.629457,0.433694,0.842072,0.666394
ORMDL2,0.000667,9608,12.47,0,0,False,4.302821,0.0,300.0,up,True,9.768988,5.466167,False,False,False,14,8.818026,1.7e-05,0.0,0.259878,1,0.629859,9.768988,0.580288,5.466167,0.535896,0.476698,0.666394
RAP2A,0.000667,9608,12.47,0,0,False,5.219059,0.0,300.0,up,True,9.825348,4.606288,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.825348,0.620933,4.606288,0.434629,0.730111,0.666394
TRAPPC2,0.000667,9608,12.47,0,0,False,4.289151,0.0,300.0,up,True,8.191424,3.902274,False,False,False,1,0.6511,0.0,0.0,0.0,1,0.6511,8.191424,0.512752,3.902274,0.357674,0.472875,0.666394
FBXO10,0.000667,9608,12.47,0,0,False,4.815217,0.0,300.0,up,True,7.357702,2.542485,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.357702,0.665632,2.542485,0.380137,0.620699,0.666394
ALG13,0.000667,9608,12.47,0,0,False,4.745764,0.0,300.0,up,True,8.885385,4.139622,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.885385,0.501266,4.139622,0.377265,0.600127,0.666394
PPFIBP1,0.000667,9608,12.47,0,0,False,4.35619,0.0,300.0,up,True,9.588815,5.232626,False,False,False,4,2.511267,3.9e-05,0.0,0.105126,1,0.627817,9.588815,0.79664,5.232626,0.564126,0.491626,0.666394
RFNG,0.000667,9608,12.47,0,0,False,3.645621,0.0,300.0,up,True,9.710176,6.064555,False,False,False,21,13.236144,0.000372,0.0,0.15876,1,0.630293,9.710176,0.582296,6.064555,0.409309,0.327963,0.666394
UBE2H,0.000667,9608,12.47,0,0,False,4.281031,0.0,300.0,up,True,10.657609,6.376577,False,False,False,1,0.60357,0.0,0.0,0.0,1,0.60357,10.657609,0.546669,6.376577,0.469254,0.471509,0.666394
HTATIP2,0.000667,9608,12.47,0,0,False,4.893091,0.0,300.0,up,True,10.353368,5.460277,False,False,False,15,9.568274,1e-06,0.0,0.510435,1,0.637885,10.353368,0.74516,5.460277,0.492915,0.640451,0.666394
PNMA1,0.000667,9608,12.47,0,0,False,4.369267,0.0,300.0,up,True,9.55816,5.188893,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.55816,0.672017,5.188893,0.393031,0.494812,0.666394
SAP30L,0.000667,9608,12.47,0,0,False,4.909316,0.0,300.0,up,True,9.296178,4.386862,False,False,False,1,0.659636,0.0,0.0,0.0,1,0.659636,9.296178,0.517656,4.386862,0.439983,0.644548,0.666394
TDRD7,0.000667,9608,12.47,0,0,False,4.604827,0.0,300.0,up,True,8.80949,4.204663,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.80949,0.565049,4.204663,0.344776,0.558347,0.666394
MMADHC,0.000667,9608,12.47,0,0,False,4.178066,0.0,300.0,up,True,10.637536,6.45947,False,False,False,9,5.752068,0.000164,0.0,0.24192,1,0.639119,10.637536,0.503429,6.45947,0.361809,0.444748,0.666394
TMEM208,0.000667,9608,12.47,0,0,False,3.994186,0.0,300.0,up,True,9.771593,5.777408,False,False,False,28,17.620926,0.001098,1e-06,0.206677,1,0.629319,9.771593,0.664745,5.777408,0.463428,0.402057,0.666394
RAB12,0.000667,9608,12.47,0,0,False,3.81201,0.0,300.0,up,True,9.775594,5.963584,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.775594,0.53693,5.963584,0.380863,0.361005,0.666394
WDR41,0.000633,9626,12.34,0,0,False,4.743382,0.0,300.0,up,True,8.765468,4.022087,False,False,False,1,0.613154,0.0,0.0,0.0,1,0.613154,8.765468,0.526951,4.022087,0.329104,0.599217,0.666394
TMEM63A,0.000633,9626,12.34,0,0,False,5.728018,0.0,300.0,up,True,10.859689,5.131671,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.859689,0.78346,5.131671,0.531046,0.844438,0.666394
MPHOSPH8,0.000633,9626,12.34,0,0,False,3.658277,0.0,300.0,up,True,9.348958,5.690681,False,False,False,6,3.823312,0.000334,1e-06,0.268593,1,0.637219,9.348958,0.534277,5.690681,0.467861,0.330603,0.666394
INTS3,0.000633,9626,12.34,0,0,False,4.616648,0.0,300.0,up,True,11.02577,6.409122,False,False,False,10,6.312832,1.7e-05,0.0,0.248988,1,0.631283,11.02577,0.587746,6.409122,0.546921,0.562352,0.666394
TAF9B,0.000633,9626,12.34,0,0,False,4.461954,0.0,300.0,up,True,8.896597,4.434643,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.896597,0.59841,4.434643,0.396704,0.518296,0.666394
USP11,0.000633,9626,12.34,0,0,False,4.325389,0.0,300.0,up,True,10.538345,6.212956,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.538345,0.56455,6.212956,0.354661,0.482432,0.666394
EIF2AK2,0.000633,9626,12.34,0,0,False,4.958935,0.0,300.0,up,True,8.964907,4.005971,False,False,False,1,0.659586,0.0,0.0,0.0,1,0.659586,8.964907,0.689458,4.005971,0.430565,0.657746,0.666394
RUSC1,0.000633,9626,12.34,0,0,False,5.12838,0.0,300.0,up,True,10.12399,4.99561,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.12399,0.582044,4.99561,0.429918,0.704169,0.666394
MYBBP1A,0.000633,9626,12.34,0,0,False,4.772357,0.0,300.0,up,True,10.014486,5.242129,False,False,False,3,2.007717,9e-06,0.0,0.236539,1,0.669239,10.014486,0.665164,5.242129,0.517518,0.607865,0.666394
B4GALT7,0.000633,9626,12.34,0,0,False,4.576046,0.0,300.0,up,True,9.227692,4.651646,False,False,False,4,2.612215,4.6e-05,0.0,0.112411,1,0.653054,9.227692,0.572843,4.651646,0.505233,0.550064,0.666394
FCHSD2,0.000633,9626,12.34,0,0,False,4.317306,0.0,300.0,up,True,9.763316,5.446011,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.763316,0.518309,5.446011,0.360326,0.480703,0.666394
SLC25A23,0.000633,9626,12.34,0,0,False,5.781904,0.0,300.0,up,True,10.773147,4.991243,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.773147,0.668138,4.991243,0.482097,0.853268,0.666394
MPND,0.0006,9638,12.25,0,0,False,4.745567,0.0,300.0,up,True,8.696377,3.95081,False,False,False,2,1.222327,0.0,0.0,0.0,1,0.611163,8.696377,0.627978,3.95081,0.48913,0.600036,0.666394
INPPL1,0.0006,9638,12.25,0,0,False,4.714893,0.0,300.0,up,True,11.525182,6.810289,False,False,False,4,2.569623,1e-06,0.0,0.437015,1,0.642406,11.525182,0.644126,6.810289,0.34575,0.590297,0.666394
BFAR,0.0006,9638,12.25,0,0,False,5.400185,0.0,300.0,up,True,10.841068,5.440883,False,False,False,1,0.637449,0.0,0.0,0.0,0,0.637449,10.841068,0.607225,5.440883,0.371421,0.773803,0.666394
TMEM219,0.0006,9638,12.25,0,0,False,4.338636,0.0,300.0,up,True,11.10839,6.769754,False,False,False,29,18.280852,0.000582,0.0,0.144476,1,0.630374,11.10839,0.587312,6.769754,0.354354,0.486164,0.666394
ASF1A,0.0006,9638,12.25,0,0,False,4.760284,0.0,300.0,up,True,8.844357,4.084073,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.844357,0.641655,4.084073,0.497175,0.604679,0.666394
BBS1,0.0006,9638,12.25,0,0,False,4.8347,0.0,300.0,up,True,9.238991,4.404291,False,False,False,1,0.615348,0.0,0.0,0.0,1,0.615348,9.238991,0.56853,4.404291,0.406661,0.625432,0.666394
BCL2L12,0.0006,9638,12.25,0,0,False,4.610022,0.0,300.0,up,True,8.352176,3.742154,False,False,False,10,6.405273,7.5e-05,0.0,0.268137,1,0.640527,8.352176,0.675386,3.742154,0.383747,0.559985,0.666394
RCN2,0.0006,9638,12.25,0,0,False,6.181763,0.0,300.0,up,True,10.372256,4.190493,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.372256,0.616757,4.190493,0.368148,0.915802,0.666394
FKBP9,0.000567,9646,12.16,0,0,False,5.468625,0.0,300.0,up,True,11.600077,6.131453,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.600077,0.618087,6.131453,0.456833,0.789459,0.666394
CDAN1,0.000567,9646,12.16,0,0,False,4.370086,0.0,300.0,up,True,8.091613,3.721527,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.091613,0.559309,3.721527,0.406687,0.494994,0.666394
ACTR5,0.000567,9646,12.16,0,0,False,4.023492,0.0,300.0,up,True,7.907,3.883508,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.907,0.502905,3.883508,0.341623,0.409066,0.666394
RHOQ,0.000567,9646,12.16,0,0,False,4.424302,0.0,300.0,up,True,10.496424,6.072122,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.496424,0.505313,6.072122,0.493031,0.508829,0.666394
TMOD3,0.000567,9646,12.16,0,0,False,6.136422,0.0,300.0,up,True,10.764783,4.628361,False,False,False,1,0.629068,0.0,0.0,0.0,1,0.629068,10.764783,0.552878,4.628361,0.450154,0.909521,0.666394
TMED1,0.000567,9646,12.16,0,0,False,4.332848,0.0,300.0,up,True,9.382177,5.049329,False,False,False,13,8.403419,0.0,0.0,0.563124,1,0.646417,9.382177,0.551031,5.049329,0.346235,0.484344,0.666394
SLC23A2,0.000567,9646,12.16,0,0,False,4.695605,0.0,300.0,up,True,9.475737,4.780131,False,False,False,1,0.630362,0.0,0.0,0.0,1,0.630362,9.475737,0.720386,4.780131,0.419496,0.58529,0.666394
PREPL,0.000567,9646,12.16,0,0,False,5.973478,0.0,300.0,up,True,10.439696,4.466218,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.439696,0.535504,4.466218,0.427072,0.888768,0.666394
OSBPL1A,0.000567,9646,12.16,0,0,False,5.329045,0.0,300.0,up,True,9.399097,4.070052,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.399097,0.843526,4.070052,0.473684,0.75669,0.666394
TRIM33,0.000567,9646,12.16,0,0,False,5.768196,0.0,300.0,up,True,9.98659,4.218395,False,False,False,4,2.532345,6.2e-05,0.0,0.107488,1,0.633086,9.98659,0.499636,4.218395,0.341012,0.851356,0.666394
CRTAP,0.000567,9646,12.16,0,0,False,4.925104,0.0,300.0,up,True,11.561691,6.636587,False,False,False,1,0.614866,0.0,0.0,0.0,0,0.614866,11.561691,0.553944,6.636587,0.413763,0.647733,0.666394
PHC1,0.000567,9646,12.16,0,0,False,4.503963,0.0,300.0,up,True,8.490723,3.98676,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.490723,0.740603,3.98676,0.429639,0.52931,0.666394
BTBD6,0.000533,9658,12.07,0,0,False,4.026488,0.0,300.0,up,True,10.41542,6.388932,False,False,False,2,1.236977,0.0,0.0,0.0,0,0.618488,10.41542,0.573664,6.388932,0.424014,0.409794,0.666394
ZFYVE21,0.000533,9658,12.07,0,0,False,4.192814,0.0,300.0,up,True,9.663674,5.47086,False,False,False,1,0.625778,0.0,0.0,0.0,0,0.625778,9.663674,0.508446,5.47086,0.509981,0.449299,0.666394
BAZ2A,0.000533,9658,12.07,0,0,False,5.391416,0.0,300.0,up,True,11.472989,6.081573,False,False,False,11,6.955993,0.000195,0.0,0.17702,1,0.632363,11.472989,0.574614,6.081573,0.481423,0.771527,0.666394
BMI1,0.000533,9658,12.07,0,0,False,5.160712,0.0,300.0,up,True,10.307789,5.147077,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.307789,0.614428,5.147077,0.448112,0.71227,0.666394
SNN,0.000533,9658,12.07,0,0,False,4.038568,0.0,300.0,up,True,9.680338,5.64177,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.680338,0.616421,5.64177,0.541569,0.413253,0.666394
SLC25A4,0.000533,9658,12.07,0,0,False,4.843048,0.0,300.0,up,True,9.500971,4.657924,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.500971,0.715817,4.657924,0.533347,0.627708,0.666394
PXN,0.000533,9658,12.07,0,0,False,5.262873,0.0,300.0,up,True,11.510046,6.247173,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.510046,0.625222,6.247173,0.556452,0.740943,0.666394
LZTR1,0.000533,9658,12.07,0,0,False,4.174962,0.0,300.0,up,True,9.878972,5.70401,False,False,False,8,5.256501,1.7e-05,0.0,0.264784,1,0.657063,9.878972,0.613601,5.70401,0.46596,0.443929,0.666394
SLC25A1,0.0005,9666,11.98,0,0,False,4.083422,0.0,300.0,up,True,10.368127,6.284706,False,False,False,1,0.600423,0.0,0.0,0.0,1,0.600423,10.368127,0.604395,6.284706,0.371827,0.423721,0.666394
G3BP1,0.0005,9666,11.98,0,0,False,5.87123,0.0,300.0,up,True,10.931616,5.060386,False,False,False,3,1.909589,0.0,0.0,0.228294,1,0.63653,10.931616,0.525186,5.060386,0.330459,0.870927,0.666394
NEURL4,0.0005,9666,11.98,0,0,False,4.287738,0.0,300.0,up,True,8.879229,4.591492,False,False,False,43,27.47505,0.000347,0.0,0.2254,1,0.638955,8.879229,0.64417,4.591492,0.43649,0.472419,0.666394
CTTNBP2NL,0.0005,9666,11.98,0,0,False,5.188055,0.0,300.0,up,True,9.695363,4.507307,False,False,False,2,1.227297,4e-06,0.0,0.0,1,0.613649,9.695363,0.546217,4.507307,0.483969,0.720007,0.666394
CCDC137,0.0005,9666,11.98,0,0,False,4.744898,0.0,300.0,up,True,9.303271,4.558373,False,False,False,9,5.632333,6.1e-05,1e-06,0.161116,1,0.625815,9.303271,0.5953,4.558373,0.520091,0.599672,0.666394
NAB1,0.0005,9666,11.98,0,0,False,5.014223,0.0,300.0,up,True,9.67411,4.659887,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.67411,0.596846,4.659887,0.443452,0.67404,0.666394
AP1S1,0.0005,9666,11.98,0,0,False,5.255414,0.0,300.0,up,True,10.123349,4.867935,False,False,False,7,4.49648,4e-06,0.0,0.473359,1,0.642354,10.123349,0.657048,4.867935,0.498792,0.739123,0.666394
CXORF38,0.0005,9666,11.98,0,0,False,3.696854,0.0,300.0,up,True,7.825866,4.129012,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.825866,0.524735,4.129012,0.362401,0.337429,0.666394
SREBF2,0.0005,9666,11.98,0,0,False,5.472379,0.0,300.0,up,True,11.736728,6.264349,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.736728,0.618283,6.264349,0.460731,0.790552,0.666394
USE1,0.0005,9666,11.98,0,0,False,3.75925,0.0,300.0,up,True,8.088505,4.329255,False,False,False,24,15.264672,6.4e-05,0.0,0.277211,1,0.636028,8.088505,0.567341,4.329255,0.489125,0.350446,0.666394
