gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens,degree,weighted_degree,betweenness_centrality,eigenvector_centrality,clustering_coefficient,in_largest_component,mean_edge_weight,tumor_mean,tumor_std,normal_mean,normal_std,abs_log2fc_rank,neg_log10_padj_rank
CHAD,0.7579,943,91.43,1,0,False,2.735991,0.0,125.847734,up,True,4.549921,1.813931,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.549921,1.90354,1.813931,0.731247,0.185782,0.13499
SFRP5,0.7574,944,91.42,1,0,False,2.094048,0.0,68.639154,up,True,3.462886,1.368838,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.462886,2.011759,1.368838,1.141536,0.123612,0.080921
PDGFB,0.7569,945,91.41,1,1,True,3.118523,0.0,300.0,up,True,8.66979,5.551267,False,False,False,9,5.659491,0.0,2.3e-05,0.638025,1,0.628832,8.66979,0.916908,5.551267,0.950069,0.235573,0.666394
CSF1,0.756533,946,91.4,1,1,True,3.097728,0.0,277.322216,up,True,9.29837,6.200642,False,False,False,77,49.757524,0.0,0.015641,0.631759,1,0.646202,9.29837,1.106767,6.200642,0.796407,0.232296,0.305662
CGREF1,0.756467,947,91.39,1,0,False,5.042782,0.0,224.086649,up,True,6.018721,0.975939,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.018721,2.093772,0.975939,0.681053,0.681413,0.240943
ZMYND10,0.756133,948,91.38,1,1,True,2.199501,0.0,63.319604,up,True,5.891366,3.691865,False,False,False,22,14.676779,8.3e-05,0.0,0.294232,1,0.667126,5.891366,2.174991,3.691865,1.792296,0.131986,0.075642
GZMH,0.755933,949,91.37,1,0,False,2.354109,0.0,128.278899,up,True,5.817663,3.463555,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.817663,1.512842,3.463555,1.203431,0.146277,0.137994
CCR6,0.755767,950,91.36,1,0,False,5.354073,0.0,300.0,up,True,6.476595,1.122522,False,False,True,161,105.737411,7.6e-05,0.028032,0.482,1,0.656754,6.476595,1.261737,1.122522,0.509735,0.762243,0.666394
SDCBP2,0.755533,951,91.35,1,0,False,2.863939,0.0,140.492079,up,True,7.93022,5.066281,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.93022,1.813395,5.066281,1.054277,0.200346,0.153195
STAC,0.755433,952,91.34,1,0,False,3.030653,0.0,148.508664,up,True,6.246016,3.215363,False,False,True,14,8.957416,0.0,0.002161,0.667321,1,0.639815,6.246016,1.856071,3.215363,0.778644,0.223102,0.160477
HLA-DQB1,0.7552,953,91.33,1,0,False,4.249464,0.0,259.867223,up,True,11.875545,7.626081,False,False,True,33,22.024888,0.0,0.005868,0.637437,1,0.667421,11.875545,1.611631,7.626081,1.021148,0.463499,0.28418
CCDC33,0.754933,954,91.33,1,0,False,2.085982,0.0,63.581723,up,True,3.217029,1.131047,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.217029,2.040897,1.131047,1.236,0.123066,0.076097
HBA1,0.753933,955,91.32,1,0,False,4.837423,0.0,154.754942,up,True,5.871334,1.03391,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.871334,2.709879,1.03391,0.667925,0.625979,0.166758
NPC1L1,0.753367,956,91.31,1,0,False,3.322374,0.0,112.998694,up,True,3.88059,0.558216,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.88059,2.470621,0.558216,0.487881,0.267613,0.121973
CEL,0.753067,957,91.3,1,0,False,2.527879,0.0,102.574678,up,True,4.244549,1.71667,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.244549,2.040595,1.71667,0.820016,0.16248,0.111597
KIAA1549,0.753033,958,91.29,1,0,False,6.366457,0.0,300.0,up,True,8.43611,2.069654,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.43611,1.261981,2.069654,0.786999,0.939924,0.666394
PCSK9,0.752933,959,91.28,1,0,False,3.334827,0.0,114.884777,up,True,6.382633,3.047806,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.382633,2.440026,3.047806,1.38855,0.269889,0.124795
NAPSB,0.7526,960,91.27,1,0,False,6.946523,0.0,300.0,up,True,8.085006,1.138483,False,False,True,123,80.631584,0.001014,0.019918,0.435223,1,0.655541,8.085006,1.391061,1.138483,0.548327,0.976425,0.666394
BCAS1,0.752533,961,91.26,1,0,False,6.450952,0.0,232.854143,up,True,7.452977,1.002025,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.452977,2.535642,1.002025,0.73936,0.947206,0.252321
FGB,0.7524,962,91.25,1,0,False,5.822898,0.0,91.764947,up,True,6.38363,0.560732,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.38363,4.666424,0.560732,0.57561,0.862097,0.101129
RASGRF1,0.7523,963,91.24,1,0,False,4.881553,0.0,212.106581,up,True,6.784701,1.903147,False,False,True,1,0.679676,0.0,0.0,0.0,1,0.679676,6.784701,2.22262,1.903147,1.307336,0.637994,0.227562
ADCYAP1,0.752133,964,91.23,1,0,False,2.028681,0.0,78.798983,up,True,3.490043,1.461362,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.490043,1.774479,1.461362,1.311584,0.118697,0.089295
SRD5A2,0.7521,965,91.23,1,0,False,2.98334,0.0,115.699545,up,True,3.796591,0.813251,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.796591,2.107371,0.813251,0.957355,0.216639,0.125796
FAM111B,0.751767,966,91.22,1,0,False,6.617806,0.0,300.0,up,True,7.556956,0.939151,False,False,True,152,106.599033,2e-06,0.000104,0.65878,1,0.701309,7.556956,1.214186,0.939151,0.820729,0.958129,0.666394
CRISPLD1,0.751533,967,91.21,1,0,False,5.417104,0.0,262.1318,up,True,6.959245,1.542141,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.959245,1.904281,1.542141,0.656964,0.7789,0.28773
ITGB6,0.751367,968,91.2,1,0,False,6.578193,0.0,300.0,up,True,11.252776,4.674583,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,11.252776,1.470416,4.674583,1.033602,0.955762,0.666394
PI15,0.751333,969,91.19,1,0,False,4.341012,0.0,241.874495,up,True,6.133387,1.792375,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.133387,1.74215,1.792375,1.357593,0.487257,0.262425
GABBR2,0.751333,970,91.18,1,0,False,3.933063,0.0,145.338128,up,True,4.493351,0.560288,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.493351,2.389425,0.560288,0.62006,0.38895,0.1572
IL1A,0.7511,971,91.17,1,1,True,1.826518,0.0,66.609383,ns,False,3.608882,1.782365,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,3.608882,1.839901,1.782365,1.224174,0.101129,0.079283
TLR7,0.751067,972,91.16,1,0,False,5.693468,0.0,300.0,up,True,6.73368,1.040211,False,False,True,323,228.693973,7.2e-05,0.062629,0.462117,1,0.708031,6.73368,1.316665,1.040211,0.591099,0.836701,0.666394
MAPK4,0.7509,973,91.15,1,0,False,2.438775,0.0,75.175657,up,True,4.275196,1.836421,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.275196,2.421555,1.836421,0.684101,0.153741,0.086474
CD38,0.750733,974,91.14,1,0,False,4.225986,0.0,270.047131,up,True,7.208659,2.982672,False,False,True,1,0.614071,0.0,8.6e-05,0.0,1,0.614071,7.208659,1.531813,2.982672,0.867606,0.457946,0.297652
DDIT4,0.750533,975,91.13,1,0,False,3.234403,0.0,241.700974,up,True,11.63817,8.403767,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,11.63817,1.273778,8.403767,1.112697,0.253595,0.26197
MRC1,0.750533,976,91.13,1,0,False,3.78097,0.0,217.998956,up,True,9.908961,6.127991,False,False,True,201,138.484596,3.5e-05,0.038974,0.552967,1,0.688978,9.908961,1.680565,6.127991,1.063785,0.355088,0.233115
MYBPH,0.7503,977,91.12,1,0,False,2.982115,0.0,92.233206,up,True,3.702851,0.720736,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.702851,2.505933,0.720736,0.606958,0.216366,0.101584
P4HA3,0.750033,978,91.11,1,0,False,5.061791,0.0,300.0,up,True,6.653788,1.591997,False,False,True,6,3.64124,0.0,6e-06,0.678936,1,0.606873,6.653788,1.367221,1.591997,0.781592,0.687056,0.666394
KCNMA1,0.749967,979,91.1,1,0,False,6.125485,0.0,300.0,up,True,7.53421,1.408725,False,False,True,20,12.390297,0.0,0.004282,0.692898,1,0.619515,7.53421,1.358623,1.408725,0.51863,0.908793,0.666394
FHL2,0.749633,980,91.09,1,0,False,6.696148,0.0,300.0,up,True,9.897468,3.201319,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,9.897468,1.422107,3.201319,0.65617,0.96359,0.666394
ATP6V0D2,0.749567,981,91.08,1,0,False,3.917918,0.0,221.411844,up,True,5.302936,1.385018,False,False,True,30,19.141219,0.0,0.004681,0.58049,1,0.638041,5.302936,1.715099,1.385018,1.114741,0.384489,0.237211
POLR2J2,0.749233,982,91.07,1,0,False,6.647176,0.0,300.0,up,True,7.537847,0.890671,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.537847,1.444985,0.890671,0.461372,0.960131,0.666394
CLGN,0.749133,983,91.06,1,0,False,4.444988,0.0,186.83615,up,True,5.368906,0.923918,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.368906,2.189932,0.923918,0.656598,0.5142,0.201711
GABRB2,0.748867,984,91.05,1,0,False,3.401085,0.0,148.924263,up,True,4.241737,0.840652,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.241737,2.031917,0.840652,0.509274,0.281449,0.161023
USP9Y,0.748833,985,91.04,1,0,False,4.161415,0.0,62.062322,up,True,6.665998,2.504583,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.665998,3.371116,2.504583,1.600836,0.441744,0.074367
CCL5,0.748733,986,91.03,1,0,False,3.708119,0.0,261.932247,up,True,9.606664,5.898545,False,False,True,164,115.700668,2.1e-05,0.025542,0.497223,1,0.705492,9.606664,1.395291,5.898545,1.022213,0.339978,0.287457
RNASE1,0.748567,987,91.02,1,0,False,3.066436,0.0,190.574572,up,True,12.907373,9.840938,False,False,True,13,8.09962,0.0,7e-06,0.542792,1,0.623048,12.907373,1.526571,9.840938,0.739872,0.227471,0.205716
DDX3Y,0.748533,988,91.02,1,0,False,2.445389,0.0,20.488366,up,True,6.805939,4.36055,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.805939,4.091848,4.36055,2.856936,0.154196,0.031859
DUSP6,0.7481,989,91.01,1,0,False,5.533229,0.0,300.0,up,True,11.805397,6.272168,False,False,True,1,0.618331,0.0,0.0,0.0,0,0.618331,11.805397,1.244913,6.272168,0.962308,0.80375,0.666394
REEP6,0.747633,990,91.0,1,0,False,5.82618,0.0,300.0,up,True,8.10346,2.27728,False,False,True,1,0.65188,0.0,0.0,0.0,0,0.65188,8.10346,1.704574,2.27728,0.751515,0.862552,0.666394
THBS1,0.747167,991,90.99,1,0,False,3.57084,0.0,251.103686,up,True,12.404077,8.833237,False,False,True,48,30.426653,2.1e-05,0.000187,0.585405,1,0.633889,12.404077,1.279095,8.833237,1.362724,0.312489,0.27353
MUC13,0.746833,992,90.98,1,0,False,6.068936,0.0,138.214132,up,True,6.683553,0.614617,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.683553,3.827973,0.614617,0.649173,0.902512,0.150828
PLIN5,0.746767,993,90.97,1,0,False,2.192297,0.0,114.353839,up,True,5.73268,3.540383,False,False,True,3,1.887821,4.1e-05,0.0,0.207222,1,0.629274,5.73268,1.597658,3.540383,0.980376,0.131258,0.123976
PAX8-AS1,0.7462,994,90.96,1,0,False,3.397228,0.0,147.035437,up,True,6.584519,3.187291,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.584519,2.086727,3.187291,1.143121,0.280721,0.159112
OLFM2,0.7461,995,90.95,1,0,False,3.991622,0.0,300.0,up,True,7.90397,3.912348,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.90397,1.223922,3.912348,0.978204,0.401875,0.666394
HTRA4,0.7461,996,90.94,1,0,False,2.317429,0.0,137.019861,up,True,4.267806,1.950377,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.267806,1.467722,1.950377,0.985989,0.142363,0.149463
SVEP1,0.745967,997,90.93,1,0,False,2.850685,0.0,177.775414,up,True,8.146186,5.295502,False,False,True,134,89.10744,0.00066,0.002771,0.311563,1,0.664981,8.146186,1.506993,5.295502,0.738174,0.198981,0.19179
SEZ6L2,0.745833,998,90.92,1,0,False,8.020394,0.0,300.0,up,True,10.469427,2.449032,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,10.469427,1.526552,2.449032,1.05597,0.995085,0.666394
COL5A2,0.745267,999,90.92,1,0,False,5.727445,0.0,300.0,up,True,11.496451,5.769006,False,False,True,124,88.34546,3.5e-05,0.000268,0.359569,1,0.712463,11.496451,1.334048,5.769006,0.823335,0.844074,0.666394
NMU,0.7452,1000,90.91,1,1,True,4.100822,0.0,148.963791,up,True,5.065335,0.964513,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.065335,2.392745,0.964513,0.893739,0.42718,0.161114
DYDC2,0.745067,1001,90.9,1,0,False,2.427383,0.0,96.091602,up,True,3.982811,1.555428,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.982811,1.848108,1.555428,1.43549,0.152649,0.105589
SGPP2,0.744833,1002,90.89,1,0,False,5.317789,0.0,300.0,up,True,8.61611,3.298321,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.61611,1.36668,3.298321,1.456307,0.753778,0.666394
DPYSL4,0.744133,1003,90.88,1,0,False,2.859372,0.0,174.185,up,True,4.436081,1.576708,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.436081,1.531066,1.576708,0.878749,0.199982,0.188058
IL22RA1,0.744133,1004,90.87,1,0,False,3.830808,0.0,191.205248,up,True,5.20002,1.369213,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.20002,1.883958,1.369213,0.896725,0.365465,0.206536
AKR7A3,0.743867,1005,90.86,1,0,False,4.318335,0.0,140.376119,up,True,5.838679,1.520344,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.838679,2.736317,1.520344,0.582314,0.480976,0.152831
GOLT1A,0.743,1006,90.85,1,0,False,5.118163,0.0,300.0,up,True,7.868333,2.75017,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.868333,1.582815,2.75017,1.479128,0.700983,0.666394
FBXO32,0.743,1007,90.84,1,0,False,5.669903,0.0,300.0,up,True,8.772197,3.102293,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.772197,1.200715,3.102293,0.873217,0.831331,0.666394
SPON2,0.7426,1008,90.83,1,0,False,3.651427,0.0,276.110466,up,True,9.479254,5.827828,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,9.479254,1.296391,5.827828,0.747017,0.329237,0.304205
KDM5D,0.742533,1009,90.82,1,0,False,3.127419,0.0,32.943855,up,True,7.052646,3.925227,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.052646,3.848052,3.925227,2.573944,0.236847,0.044693
SCARA3,0.742067,1010,90.82,1,0,False,3.419688,0.0,238.920806,up,True,8.181794,4.762106,False,False,True,1,0.730475,0.0,0.0,0.0,0,0.730475,8.181794,1.398169,4.762106,0.812508,0.284544,0.258875
TYRP1,0.741267,1011,90.81,1,0,False,2.40063,0.0,108.217524,up,True,4.483024,2.082394,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.483024,1.844042,2.082394,0.880678,0.150191,0.117513
GJB5,0.7412,1012,90.8,1,0,False,3.194595,0.0,106.563047,up,True,3.852598,0.658003,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.852598,2.437439,0.658003,0.56151,0.247224,0.116239
LGALS2,0.740533,1013,90.79,1,0,False,2.582686,0.0,128.639673,up,True,4.48702,1.904334,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.48702,1.738679,1.904334,0.900552,0.16876,0.13854
HS6ST2,0.7405,1014,90.78,1,0,False,8.611276,0.0,300.0,up,True,9.15276,0.541484,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,9.15276,1.831482,0.541484,0.403259,0.997633,0.666394
CD8A,0.7404,1015,90.77,1,0,False,3.976501,0.0,268.953759,up,True,7.960092,3.983591,False,False,True,144,101.526631,1.9e-05,0.023086,0.544019,1,0.705046,7.960092,1.458119,3.983591,0.908553,0.398416,0.29665
HYAL1,0.7404,1016,90.76,1,1,True,2.122823,0.0,103.092295,up,True,7.667259,5.544435,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.667259,1.718605,5.544435,0.636734,0.12607,0.112234
MAT1A,0.740033,1017,90.75,1,0,False,3.479022,0.0,146.33818,up,True,4.459285,0.980263,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.459285,2.108696,0.980263,0.891186,0.295194,0.158565
HAMP,0.7391,1018,90.74,1,0,False,2.519574,0.0,129.092487,up,True,4.079857,1.560283,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.079857,1.617993,1.560283,1.174285,0.161387,0.139359
GSDMC,0.738967,1019,90.73,1,0,False,5.122562,0.0,232.158713,up,True,5.846925,0.724363,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.846925,2.016943,0.724363,0.540631,0.702439,0.251866
ENPP3,0.738533,1020,90.72,1,0,False,4.688311,0.0,151.397859,up,True,5.718414,1.030102,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.718414,2.770977,1.030102,0.526302,0.583925,0.162844
ANGPT1,0.7384,1021,90.72,1,1,True,2.335906,0.0,141.317619,up,True,7.229258,4.893352,False,False,False,36,23.110863,1e-06,0.000428,0.516614,1,0.641968,7.229258,1.466449,4.893352,0.896427,0.144366,0.154105
C2ORF72,0.7384,1022,90.71,1,0,False,3.620063,0.0,140.311203,up,True,5.195956,1.575893,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.195956,2.304897,1.575893,0.665889,0.321955,0.152649
TLR2,0.7383,1023,90.7,1,0,False,3.646486,0.0,286.549481,up,True,9.530857,5.884372,False,False,True,48,31.002041,1e-05,0.005474,0.376656,1,0.645876,9.530857,1.263138,5.884372,0.88494,0.328054,0.316858
TMPRSS3,0.7379,1024,90.69,1,0,False,4.553625,0.0,193.065501,up,True,6.729919,2.176294,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.729919,2.196748,2.176294,0.721647,0.542964,0.208356
TMC5,0.737867,1025,90.68,1,0,False,6.638784,0.0,300.0,up,True,11.102506,4.463722,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,11.102506,1.341415,4.463722,0.951227,0.959403,0.666394
TNFRSF19,0.7378,1026,90.67,1,0,False,4.82977,0.0,300.0,up,True,8.862298,4.032528,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.862298,1.382971,4.032528,0.807381,0.624067,0.666394
TIMD4,0.737767,1027,90.66,1,1,True,2.384943,0.0,137.651245,up,True,3.024009,0.639066,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,3.024009,1.501715,0.639066,0.423482,0.148735,0.150009
PLEKHG4B,0.737767,1028,90.65,1,0,False,5.822983,0.0,214.820724,up,True,6.704151,0.881168,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.704151,2.457198,0.881168,0.525918,0.862188,0.229747
LRG1,0.7374,1029,90.64,1,0,False,5.533237,0.0,300.0,up,True,9.500018,3.966781,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,9.500018,1.411881,3.966781,1.212301,0.803841,0.666394
PLA2G12B,0.737267,1030,90.63,1,0,False,3.62709,0.0,119.04836,up,True,4.350301,0.723211,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.350301,2.378684,0.723211,0.702865,0.323867,0.1288
MYO15B,0.737167,1031,90.62,1,0,False,2.358328,0.0,133.462391,up,True,8.887664,6.529336,False,False,True,84,54.796696,3.9e-05,1e-06,0.461134,1,0.652342,8.887664,1.570169,6.529336,0.696719,0.146914,0.145003
TMEM163,0.7369,1032,90.62,1,0,False,4.897483,0.0,262.531877,up,True,8.605326,3.707843,False,False,True,11,6.810217,4e-06,4e-06,0.403499,1,0.619111,8.605326,1.77979,3.707843,1.630302,0.641726,0.288094
TWIST1,0.736733,1033,90.61,1,1,True,3.682377,0.0,178.047957,up,True,4.616849,0.934472,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.616849,1.925189,0.934472,0.835057,0.33479,0.192245
PDIA2,0.736133,1034,90.6,1,0,False,2.080903,0.0,51.456593,up,True,3.345419,1.264515,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.345419,2.587465,1.264515,0.645196,0.122702,0.063444
ALDH3B2,0.7358,1035,90.59,1,0,False,6.400766,0.0,300.0,up,True,7.091675,0.690909,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.091675,1.836945,0.690909,0.629935,0.942563,0.666394
S100A12,0.735733,1036,90.58,1,0,False,-4.332799,0.0,241.192944,down,True,2.544854,6.877652,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,2.544854,1.457153,6.877652,1.812349,0.484253,0.261424
SORBS2,0.735667,1037,90.57,1,0,False,5.839453,0.0,300.0,up,True,8.935443,3.095989,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.935443,1.698373,3.095989,0.683725,0.865374,0.666394
NOS2,0.7356,1038,90.56,1,0,False,2.554875,0.0,142.722618,up,True,4.280916,1.72604,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.280916,1.585355,1.72604,0.92717,0.165392,0.155562
HLA-DQA2,0.735333,1039,90.55,1,0,False,4.571809,0.0,232.372202,up,True,9.205321,4.633513,False,False,True,63,40.017814,0.0,0.013808,0.672591,1,0.635203,9.205321,1.743805,4.633513,1.853644,0.549062,0.252048
C3,0.735133,1040,90.54,1,0,False,5.864869,0.0,300.0,up,True,13.872095,8.007226,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,13.872095,1.622601,8.007226,0.954605,0.869834,0.666394
FAIM2,0.7348,1041,90.53,1,0,False,3.836686,0.0,177.369009,up,True,5.117946,1.28126,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.117946,2.015237,1.28126,0.788492,0.367559,0.191334
TNFSF9,0.7342,1042,90.52,1,0,False,3.229522,0.0,219.138248,up,True,6.262051,3.03253,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.262051,1.410473,3.03253,1.079508,0.252867,0.234753
CA8,0.7341,1043,90.52,1,0,False,3.744296,0.0,151.108553,up,True,5.213139,1.468843,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.213139,2.22312,1.468843,0.639988,0.347169,0.162662
CPNE7,0.734033,1044,90.51,1,0,False,4.274914,0.0,245.041509,up,True,6.072415,1.797501,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.072415,1.705416,1.797501,0.976637,0.470144,0.267704
DUOXA2,0.733667,1045,90.5,1,0,False,2.751057,0.0,122.157014,up,True,4.115029,1.363972,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.115029,1.941646,1.363972,0.699587,0.187238,0.131258
GINS2,0.733533,1046,90.49,1,0,False,6.435901,0.0,300.0,up,True,7.503562,1.067661,False,False,True,169,118.111399,3e-05,0.000111,0.615696,1,0.698884,7.503562,1.213399,1.067661,0.687104,0.945385,0.666394
SPC25,0.7333,1047,90.48,1,0,False,4.812168,0.0,300.0,up,True,6.149971,1.337803,False,False,True,216,161.968334,0.000229,0.000144,0.526569,1,0.749853,6.149971,1.272917,1.337803,0.771091,0.619334,0.666394
ADORA1,0.733267,1048,90.47,1,0,False,5.10256,0.0,244.325932,up,True,6.59947,1.49691,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.59947,1.924755,1.49691,0.610991,0.697524,0.266612
TESC,0.7329,1049,90.46,1,0,False,4.981818,0.0,173.530759,up,True,8.950269,3.968451,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.950269,2.626817,3.968451,0.644504,0.663936,0.187238
CDC20B,0.732633,1050,90.45,1,0,False,2.427402,0.0,71.249106,up,True,2.936161,0.508758,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,2.936161,2.282137,0.508758,0.817324,0.15274,0.082924
PCP4,0.732433,1051,90.44,1,0,False,4.799636,0.0,132.842768,up,True,5.480282,0.680646,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.480282,3.047465,0.680646,0.522235,0.615966,0.144092
WNT5A,0.7324,1052,90.43,1,0,False,6.018045,0.0,300.0,up,True,8.792308,2.774263,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.792308,1.265451,2.774263,0.717751,0.895776,0.666394
KLK12,0.732167,1053,90.42,1,0,False,3.904939,0.0,67.747459,up,True,4.372473,0.467534,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.372473,3.71563,0.467534,0.557535,0.381577,0.080102
GPR171,0.732067,1054,90.42,1,0,False,2.875355,0.0,184.10041,up,True,5.809165,2.93381,False,False,True,28,17.646965,0.0,0.004229,0.694798,1,0.630249,5.809165,1.471588,2.93381,0.923087,0.202166,0.198525
SCN4B,0.731967,1055,90.41,1,0,False,2.303363,0.0,124.254235,up,True,6.342644,4.039281,False,False,True,102,65.76988,0.001272,0.000391,0.221656,1,0.644803,6.342644,1.491758,4.039281,1.253523,0.140816,0.133261
LGI2,0.731867,1056,90.4,1,0,False,5.722841,0.0,300.0,up,True,7.34406,1.621219,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.34406,1.600099,1.621219,0.686242,0.843255,0.666394
LILRA6,0.731233,1057,90.39,1,0,False,2.071397,0.0,138.062972,up,True,6.880655,4.809258,False,False,True,211,147.447241,7e-06,0.044316,0.600291,1,0.698802,6.880655,1.298917,4.809258,0.913682,0.122064,0.150737
DPEP1,0.73,1058,90.38,1,0,False,3.474523,0.0,179.467271,up,True,4.728749,1.254226,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.728749,1.808811,1.254226,0.85874,0.294375,0.193428
PPP1R3C,0.729567,1059,90.37,1,0,False,3.192095,0.0,217.181515,up,True,7.251694,4.059599,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.251694,1.366079,4.059599,1.208227,0.246313,0.232751
XRCC2,0.729467,1060,90.36,1,0,False,5.131126,0.0,300.0,up,True,5.85562,0.724495,False,False,True,186,131.562231,3.1e-05,0.00012,0.583924,1,0.707324,5.85562,1.228873,0.724495,0.43971,0.704897,0.666394
KCNK15,0.729067,1061,90.35,1,0,False,2.239359,0.0,114.80592,up,True,4.507666,2.268307,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.507666,1.655989,2.268307,0.766762,0.134717,0.124704
MST1P2,0.728667,1062,90.34,1,0,False,4.288624,0.0,215.182972,up,True,7.135492,2.846868,False,False,True,23,14.362591,1e-06,0.0,0.601152,1,0.62446,7.135492,1.879852,2.846868,0.71757,0.472601,0.229838
SLC17A9,0.728567,1063,90.33,1,0,False,3.893542,0.0,247.841781,up,True,8.107648,4.214105,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.107648,1.508263,4.214105,0.703176,0.378664,0.270344
CKMT1B,0.7284,1064,90.32,1,0,False,6.932552,0.0,256.71904,up,True,7.433436,0.500884,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.433436,2.362687,0.500884,0.430624,0.976151,0.280266
